"file","OM","Ftrgt","Btrigger","HCR","TACconstr","BB","Blim","catch_long","catch_short","catch_medium","catch_median_long","catch_median_short","catch_median_medium","risk1_full","risk1_long","risk1_short","risk1_medium","risk3_long","risk3_short","risk3_medium","iav_long","iav_short","iav_medium","ssb_median_long","ssb_median_short","ssb_median_medium","fbar_median_long","fbar_median_short","fbar_median_medium","recovery_proportion","recovery_time","conv_failed","F_maxed","slope_long","slope_medium","slope_short"
"HCR-A_Ftrgt-0.39_Btrigger-2e+05_TACconstr-FALSE_BB-FALSE.rds","base",0.39,2e+05,"A",FALSE,FALSE,107297,119279.486252956,110022.893964172,121085.272732703,116490,113491.5,117950,0.0300952380952381,0.0274545454545455,0.0402,0.0258,0.033,0.064,0.03,0.181958137664775,0.112366461075776,0.192524291172307,253882.700656459,219884.936270781,262540.250257865,0.378927862010553,0.399463252608408,0.376682275789623,1,1,0,9,0.269776322967812,0.304182509505703,0.2444
"HCR-A_Ftrgt-0.39_Btrigger-2e+05_TACconstr-TRUE_BB-TRUE.rds","base",0.39,2e+05,"A",TRUE,TRUE,107297,117441.393604777,109911.19472,122556.228611626,111499.1,102986.1,116676.3,0.0303809523809524,0.0266363636363636,0.0424,0.0266,0.04,0.088,0.036,0.336179700991601,0.270783695007204,0.363699640605097,251767.368374002,216527.727965442,261049.371193475,0.366279982025109,0.390476509886249,0.374050321671068,1,1,0,9,0.270545454545455,0.3242,0.2456
"HCR-A_Ftrgt-0.4_Btrigger-170000_TACconstr-FALSE_BB-FALSE.rds","base",0.4,170000,"A",FALSE,FALSE,107297,119104.140603392,112929.100292697,119535.363977973,115794.5,115865,116463.5,0.0381904761904762,0.0348181818181818,0.0486,0.0352,0.045,0.077,0.043,0.17331961805243,0.108880451153632,0.182846659515674,241211.425146079,214229.429317561,247516.449483806,0.392638202211889,0.419294808736195,0.389408985122483,1,1,0,8,0.193199381761978,0.228291316526611,0.1338
"HCR-A_Ftrgt-0.4_Btrigger-170000_TACconstr-TRUE_BB-TRUE.rds","base",0.4,170000,"A",TRUE,TRUE,107297,117216.168228651,112516.594413064,121395.775269668,111289.35,105242.85,115680.4,0.0387619047619048,0.0348181818181818,0.0506,0.0356,0.05,0.097,0.046,0.339796809742545,0.288036503116654,0.380663727676137,239792.583245369,211638.92225514,244663.493637248,0.381263089909343,0.411161357330023,0.390858846580804,1,1,0,10,0.193090909090909,0.240448089617924,0.132252901160464
"HCR-A_Ftrgt-0.4_Btrigger-180000_TACconstr-TRUE_BB-TRUE.rds","base",0.4,180000,"A",TRUE,TRUE,107297,117285.785173962,112151.536293064,121527.313126737,111627.25,105196.05,115663.5,0.0377142857142857,0.0337272727272727,0.05,0.0342,0.048,0.097,0.044,0.336673969444077,0.284622265338205,0.376975045196189,241227.401256875,211899.608641972,247878.524162037,0.378575069283326,0.409373782772192,0.38735517685291,1,1,0,8,0.228727272727273,0.278255651130226,0.161864745898359
"HCR-A_Ftrgt-0.4_Btrigger-190000_TACconstr-FALSE_BB-FALSE.rds","base",0.4,190000,"A",FALSE,FALSE,107297,119156.435686756,111942.506492697,120161.203462255,116285.5,115835,116926,0.0376190476190476,0.0343636363636364,0.0478,0.0346,0.042,0.077,0.042,0.182382082550444,0.112712863928333,0.194506045499739,245536.75237588,215273.974621698,253189.091057406,0.388872405519294,0.416085451685506,0.384475387723708,1,1,0,10,0.259454545454545,0.304,0.2018
"HCR-A_Ftrgt-0.4_Btrigger-210000_TACconstr-FALSE_BB-FALSE.rds","base",0.4,210000,"A",FALSE,FALSE,107297,119164.935813476,110578.338492697,121196.595264194,116317.5,115767.5,118294.5,0.0362857142857143,0.0340909090909091,0.045,0.0324,0.041,0.075,0.039,0.195275886309507,0.116618250126792,0.207866878254308,250088.732560158,216661.533915346,260787.6026553,0.383472437839562,0.409610671591108,0.379437915772136,1,1,0,10,0.330484589508137,0.370348139255702,0.3108
"HCR-A_Ftrgt-0.4_Btrigger-210000_TACconstr-TRUE_BB-TRUE.rds","base",0.4,210000,"A",TRUE,TRUE,107297,117445.441215971,110630.63790271,122377.005888428,111756.35,105030,116312.45,0.0358095238095238,0.0333636363636364,0.0466,0.0304,0.047,0.088,0.042,0.333882744612679,0.257344896512533,0.355975828015337,248459.63856033,213989.008376926,259674.15923807,0.371013446451532,0.399218255895065,0.374581786926487,1,1,0,15,0.330787415893799,0.3922,0.309923969587835
"HCR-A_Ftrgt-0.4_Btrigger-220000_TACconstr-TRUE_BB-TRUE.rds","base",0.4,220000,"A",TRUE,TRUE,107297,117245.646350614,108792.879486822,124420.050944465,111080.8,113859.5,118579.45,0.0347142857142857,0.033,0.0444,0.0288,0.051,0.079,0.034,0.332414191188563,0.199283860102285,0.355733180898201,250522.852729368,215208.370972396,264994.771358621,0.367312555085924,0.396130998359041,0.376675860698445,1,1,0,14,0.365727272727273,0.400440264158495,0.578315663132627
"HCR-A_Ftrgt-0.4_Btrigger-230000_TACconstr-FALSE_BB-FALSE.rds","base",0.4,230000,"A",FALSE,FALSE,107297,119148.068367718,109076.796139846,122403.007046733,116259.5,110473,119605,0.033047619047619,0.033,0.0342,0.032,0.041,0.051,0.037,0.207292309718821,0.126051970996211,0.216412935550159,255008.150069145,222807.614554853,265952.948907763,0.375145392189143,0.391749202435924,0.375621346451218,1,1,0,11,0.400127284298573,0.420484096819364,0.631526305261052
"HCR-A_Ftrgt-0.4_Btrigger-230000_TACconstr-TRUE_BB-TRUE.rds","base",0.4,230000,"A",TRUE,TRUE,107297,117283.509573221,108212.922951228,124794.590146123,111333.65,110081.5,119065.6,0.0333333333333333,0.0332727272727273,0.0376,0.0292,0.052,0.064,0.033,0.333145524911182,0.199046437395399,0.347544331961399,253448.069374716,220094.031286196,266850.975330028,0.363127601638977,0.384951259442914,0.3738552475875,1,1,0,14,0.401454545454545,0.418683736747349,0.631326265253051
"HCR-A_Ftrgt-0.4_Btrigger-2e+05_TACconstr-TRUE_BB-TRUE.rds","base",0.4,2e+05,"A",TRUE,TRUE,107297,117396.421678264,111233.935893064,121974.50106075,111661.65,105085.35,116063.35,0.0373333333333333,0.0343636363636364,0.0486,0.0326,0.048,0.093,0.042,0.33459477419437,0.269049652907626,0.360217581593188,246194.825542467,212921.264285135,255599.942812009,0.373663153215218,0.402974499286654,0.379355120041525,1,1,0,10,0.292272727272727,0.356,0.251900760304122
"HCR-A_Ftrgt-0.41_Btrigger-170000_TACconstr-TRUE_BB-TRUE.rds","base",0.41,170000,"A",TRUE,TRUE,107297,117603.991192816,112072.775379878,122078.717052817,111292,107198.1,115640.85,0.0380952380952381,0.0343636363636364,0.054,0.0304,0.046,0.104,0.041,0.339948740997513,0.284622651031911,0.382789002165894,240601.420783312,208817.095436258,248171.794735435,0.390548599794417,0.426502510773402,0.399473367432903,1,1,0,14,0.190636363636364,0.243048609721944,0.138827765553111
"HCR-A_Ftrgt-0.41_Btrigger-180000_TACconstr-TRUE_BB-TRUE.rds","base",0.41,180000,"A",TRUE,TRUE,107297,117700.760184805,111698.661859878,122205.430574303,111573.95,107181,115972.4,0.0379047619047619,0.0346363636363636,0.0532,0.0298,0.046,0.104,0.039,0.337502340285493,0.279698379543568,0.376099245186549,242394.499580716,209319.689292048,251254.595319885,0.388522757412283,0.424774043356896,0.395129618898632,1,1,0,12,0.225656877897991,0.28505701140228,0.173234646929386
"HCR-A_Ftrgt-0.41_Btrigger-190000_TACconstr-TRUE_BB-TRUE.rds","base",0.41,190000,"A",TRUE,TRUE,107297,117745.988770963,111226.793419878,122489.315277613,111980.8,107127.9,116099.65,0.0375238095238095,0.0348181818181818,0.0522,0.0288,0.045,0.102,0.037,0.335476112557232,0.274669375270845,0.369811649235826,244432.282348694,209460.793752664,255131.708344145,0.385968924963043,0.422424562841694,0.391801317407076,1,1,0,8,0.258909090909091,0.317663532706541,0.209641928385677
"HCR-A_Ftrgt-0.41_Btrigger-210000_TACconstr-TRUE_BB-TRUE.rds","base",0.41,210000,"A",TRUE,TRUE,107297,117789.913799985,110101.825317358,123301.378767619,112249.7,106993.9,117008.8,0.0353809523809524,0.0331818181818182,0.048,0.0276,0.043,0.092,0.037,0.33511719084703,0.255488786316107,0.361304328098011,249213.303688028,211175.825077726,262906.834987707,0.380294486745945,0.415735375388982,0.385309562292339,1,1,0,15,0.325454545454545,0.3866,0.319063812762553
"HCR-A_Ftrgt-0.41_Btrigger-220000_TACconstr-TRUE_BB-TRUE.rds","base",0.41,220000,"A",TRUE,TRUE,107297,117621.090369231,108237.59724,125368.637463441,111641.45,115449,118636.95,0.0355238095238095,0.0333636363636364,0.0478,0.028,0.045,0.09,0.034,0.336711305041781,0.200632895347345,0.358690272157694,251256.581406545,212830.42442242,268361.599697309,0.37608987079132,0.412747810111609,0.387090580255254,1,1,0,15,0.362090909090909,0.396679335867173,0.5898
"HCR-A_Ftrgt-0.41_Btrigger-2e+05_TACconstr-TRUE_BB-TRUE.rds","base",0.41,2e+05,"A",TRUE,TRUE,107297,117774.65835487,110700.072292439,122852.474823043,112123.65,107079.3,116413.45,0.0367619047619048,0.0340909090909091,0.0508,0.0286,0.044,0.101,0.037,0.335678967574285,0.265323274098908,0.365874251115716,246811.327911868,210111.15091158,258863.532567546,0.383834300533233,0.417935540943664,0.388542454321545,1,1,0,14,0.291636363636364,0.355471094218844,0.259103641456583
"HCR-A_Ftrgt-0.42_Btrigger-180000_TACconstr-FALSE_BB-FALSE.rds","base",0.42,180000,"A",FALSE,FALSE,107297,118820.458316237,114967.070123319,118679.645664649,115997,120338,115541.5,0.0534761904761905,0.0509090909090909,0.0618,0.0508,0.063,0.097,0.063,0.191697571797936,0.115644243386868,0.204473757268367,231461.287010225,206248.026233002,239907.709999853,0.407051616301555,0.446439164928934,0.39794250241333,1,1,0,16,0.269751795617783,0.3258,0.1764
"HCR-A_Ftrgt-0.42_Btrigger-190000_TACconstr-TRUE_BB-TRUE.rds","base",0.42,190000,"A",TRUE,TRUE,107297,117344.932714299,113420.635513877,121866.456757314,111711.4,109278,115895.55,0.052,0.0481818181818182,0.0646,0.0478,0.067,0.12,0.062,0.337202466653135,0.276482510417305,0.370154950456771,233087.279671115,206545.716432735,244390.387332908,0.390098442535887,0.426810461034253,0.391733540703765,1,1,0,21,0.307181818181818,0.363818290974585,0.214242848569714
"HCR-A_Ftrgt-0.42_Btrigger-210000_TACconstr-TRUE_BB-TRUE.rds","base",0.42,210000,"A",TRUE,TRUE,107297,117417.09177465,112271.079484967,122708.619198669,111442.75,109151.1,116779.85,0.0507142857142857,0.0484545454545455,0.0616,0.0448,0.067,0.115,0.057,0.335710252120718,0.254848389791574,0.363219217197971,238430.422576878,208756.054846778,252414.072470932,0.382494822819224,0.418711263079465,0.382835933071679,1,1,0,21,0.374068012365885,0.432659595757454,0.318263652730546
"HCR-A_Ftrgt-0.42_Btrigger-220000_TACconstr-FALSE_BB-FALSE.rds","base",0.42,220000,"A",FALSE,FALSE,107297,118870.862977867,112188.604246552,120827.529216499,115669,118760,118043.5,0.0494761904761905,0.0487272727272727,0.0546,0.046,0.059,0.085,0.053,0.217986070516795,0.122851553506644,0.233413215285542,241768.342827929,210679.98339157,254576.393271437,0.392174994559219,0.427977356682389,0.384971267171106,1,1,0,20,0.406673333939449,0.4542,0.5814
"HCR-A_Ftrgt-0.42_Btrigger-220000_TACconstr-TRUE_BB-TRUE.rds","base",0.42,220000,"A",TRUE,TRUE,107297,117168.886151499,110319.375263321,125049.802325613,111078.9,117820.6,118706.75,0.0489047619047619,0.0473636363636364,0.059,0.0422,0.065,0.108,0.05,0.335406012690116,0.202059199311626,0.360589357041842,240584.650447415,210043.576996769,256710.955938582,0.378356198154529,0.416741885434097,0.385700612640363,1,1,0,21,0.412256773958902,0.439175670268107,0.591118223644729
"HCR-A_Ftrgt-0.42_Btrigger-240000_TACconstr-FALSE_BB-FALSE.rds","base",0.42,240000,"A",FALSE,FALSE,107297,118892.954793244,110668.409595978,121979.443682388,115282.5,111103,119154,0.0446666666666667,0.0468181818181818,0.0386,0.046,0.056,0.053,0.052,0.23194660145337,0.133278918215112,0.239008709704847,248499.929765894,219401.854888915,258576.3345646,0.383711180059628,0.402976855092183,0.382647148143389,1,1,0,22,0.469721767594108,0.4874974994999,0.698
"HCR-A_Ftrgt-0.42_Btrigger-2e+05_TACconstr-FALSE_BB-FALSE.rds","base",0.42,2e+05,"A",FALSE,FALSE,107297,118891.383527799,113730.366923319,119540.947723086,115916.5,120236,116361,0.0519047619047619,0.0504545454545455,0.0594,0.0476,0.059,0.096,0.055,0.205073672725521,0.118781977415078,0.218331883102484,236830.727391618,207795.570481274,247366.982873692,0.40048995775678,0.440698008406301,0.390852332002258,1,1,0,21,0.342212928448041,0.40128025605121,0.2618
"HCR-A_Ftrgt-0.42_Btrigger-2e+05_TACconstr-TRUE_BB-TRUE.rds","base",0.42,2e+05,"A",TRUE,TRUE,107297,117385.390209734,112872.432662485,122282.31710146,111517.6,109236.4,116164.1,0.0517142857142857,0.0485454545454545,0.0638,0.0466,0.065,0.12,0.061,0.337279353874882,0.269390414347538,0.365035072163246,235782.339015452,207676.415378283,248056.908272937,0.386424296050148,0.422465992701177,0.38650762832163,1,1,0,20,0.342122011091917,0.402641584950971,0.26125225045009
"HCR-A_Ftrgt-0.45_Btrigger-180000_TACconstr-FALSE_BB-FALSE.rds","base",0.45,180000,"A",FALSE,FALSE,107297,118025.041962377,118215.675033823,117018.841531538,114901,126641.5,114008,0.0821428571428571,0.0798181818181818,0.0952,0.0742,0.1,0.138,0.105,0.218620225482992,0.12321211036465,0.230604269492044,216255.722542315,194579.386684013,227212.326641121,0.429625908232403,0.489233478474693,0.410978700873705,1,1,0,40,0.336454545454545,0.409881976395279,0.197039407881576
"HCR-A_Ftrgt-0.45_Btrigger-220000_TACconstr-FALSE_BB-FALSE.rds","base",0.45,220000,"A",FALSE,FALSE,107297,118103.565004959,115315.761446486,119492.379101461,113997.5,125063,115996,0.0747619047619048,0.0758181818181818,0.0826,0.0646,0.097,0.124,0.093,0.247385697344343,0.131698181521528,0.263565813331507,227000.711313423,199348.489074056,243275.64142032,0.410108639930932,0.468624142758414,0.392777399622153,1,1,0,46,0.464454545454545,0.5216,0.597
"HCR-A_Ftrgt-0.45_Btrigger-240000_TACconstr-FALSE_BB-FALSE.rds","base",0.45,240000,"A",FALSE,FALSE,107297,118244.726561864,113918.649619865,120444.541769574,113302,117324.5,116267.5,0.068,0.0735454545454545,0.059,0.0648,0.092,0.084,0.081,0.262131761796199,0.140783318690396,0.271045302686763,233042.884237985,208922.799000734,248073.781872006,0.399565934384526,0.438535507111799,0.38806387155973,1,1,0,50,0.523774888626239,0.556,0.7104
"HCR-A_Ftrgt-0.45_Btrigger-2e+05_TACconstr-FALSE_BB-FALSE.rds","base",0.45,2e+05,"A",FALSE,FALSE,107297,118080.033830373,116881.131722525,118074.570653194,114779.5,126425,114525,0.0794285714285714,0.078,0.092,0.07,0.097,0.137,0.098,0.232781808955472,0.126328076319593,0.250325570989814,221097.902349742,195967.38940348,235803.396553055,0.419777038922326,0.481195104709105,0.401230613504555,1,1,0,45,0.401309209928175,0.47249449889978,0.280856171234247
"HCR-A_Ftrgt-0.451_Btrigger-210000_TACconstr-TRUE_BB-TRUE.rds","base",0.451,210000,"A",TRUE,TRUE,107297,116639.651641863,115668.012378489,121138.650061451,110654,115465.5,114393.95,0.0788095238095238,0.0792727272727273,0.0914,0.0652,0.11,0.152,0.091,0.344892999127037,0.257227318350247,0.364567474848645,222014.817199797,197506.55935099,240807.382440168,0.401565367541848,0.460065029902936,0.389336332481934,1,1,0,57,0.436818181818182,0.507101420284057,0.334666933386677
"HCR-A_Ftrgt-0.5_Btrigger-170000_TACconstr-FALSE_BB-FALSE.rds","base",0.5,170000,"A",FALSE,FALSE,107297,115495.867434375,123092.23461033,114407.587415765,112086,133334.5,110069,0.14552380952381,0.144636363636364,0.1634,0.1296,0.184,0.264,0.197,0.257928973525416,0.200522559759128,0.274645711550388,190993.281709879,176939.65761471,206231.610682448,0.464899473282894,0.566236431710677,0.435793053426063,1,1,0,141,0.394490408218929,0.4846,0.195878351340536
"HCR-A_Ftrgt-0.5_Btrigger-170000_TACconstr-TRUE_BB-TRUE.rds","base",0.5,170000,"A",TRUE,TRUE,107297,113954.791110335,123146.40551058,115726.360964028,108315,125347.5,108056.8,0.150238095238095,0.146181818181818,0.1798,0.1296,0.197,0.31,0.214,0.358637752639375,0.28656905332525,0.386295731826564,189695.258518084,175704.710604954,206408.33355867,0.450073876099687,0.553909262516647,0.428186539004289,1,1,0,157,0.398727272727273,0.499599839935974,0.191
"HCR-A_Ftrgt-0.5_Btrigger-180000_TACconstr-TRUE_BB-TRUE.rds","base",0.5,180000,"A",TRUE,TRUE,107297,114053.61454,122651.808712397,116074.41428418,108572.55,125320.05,107828.65,0.147333333333333,0.144545454545455,0.178,0.1228,0.198,0.301,0.208,0.36029383977558,0.28362331677035,0.38818498436643,192593.776457795,176068.574527517,211671.637398248,0.444542898433131,0.550597978374562,0.418525820197139,1,1,0,171,0.429363636363636,0.5306,0.2218
"HCR-A_Ftrgt-0.5_Btrigger-190000_TACconstr-FALSE_BB-FALSE.rds","base",0.5,190000,"A",FALSE,FALSE,107297,115623.367612222,121781.175138847,115517.176693774,111566.5,132908,110637,0.13952380952381,0.140727272727273,0.16,0.1164,0.187,0.261,0.184,0.275164677844116,0.201973139783463,0.29783900734356,196219.220020983,178020.093365776,215469.101163252,0.453886649769734,0.558663297548564,0.419661289412658,1,1,0,149,0.459405400490954,0.544708941788358,0.26530612244898
"HCR-A_Ftrgt-0.5_Btrigger-190000_TACconstr-TRUE_BB-TRUE.rds","base",0.5,190000,"A",TRUE,TRUE,107297,114182.848414319,122103.486532397,116489.01631272,107938.05,125284.95,108101.3,0.144428571428571,0.142545454545455,0.1756,0.1174,0.203,0.294,0.201,0.362774254867325,0.282305099152666,0.386716848362553,195211.67788984,176360.107742305,216016.860470752,0.439317879309429,0.54737745414536,0.40977617389851,1,1,0,168,0.458272727272727,0.562112422484497,0.2608
"HCR-A_Ftrgt-0.5_Btrigger-210000_TACconstr-FALSE_BB-FALSE.rds","base",0.5,210000,"A",FALSE,FALSE,107297,115684.350178975,120154.534082791,117172.674133538,110537.5,132459,111597.5,0.133857142857143,0.137,0.153,0.1078,0.189,0.244,0.17,0.289412916246707,0.203439177751554,0.319506348697368,201847.023047847,179975.206444993,225955.73845543,0.440268869008561,0.547210825212208,0.405884688835163,1,1,0,155,0.516912165848336,0.5922,0.363545418167267
"HCR-A_Ftrgt-0.5_Btrigger-210000_TACconstr-TRUE_BB-TRUE.rds","base",0.5,210000,"A",TRUE,TRUE,107297,114362.838990313,120778.347255257,117752.054219453,107208.676637553,125086.95,108340.746993028,0.136285714285714,0.136727272727273,0.1664,0.1052,0.2,0.263,0.187,0.365528152767306,0.271258414434495,0.389227773685681,201497.178550562,178339.373640478,225478.097108399,0.428788949064413,0.537304694991828,0.39116684507361,1,1,0,174,0.515865078643513,0.607,0.3582
"HCR-A_Ftrgt-0.5_Btrigger-220000_TACconstr-TRUE_BB-TRUE.rds","base",0.5,220000,"A",TRUE,TRUE,107297,114269.538618963,118500.016335872,120501.942542806,106794.3,127755.45,111066.15,0.13047619047619,0.134090909090909,0.1548,0.0982,0.194,0.229,0.157,0.366061901031259,0.211058012964326,0.383430102621015,204309.698208762,178505.414643477,231464.429206999,0.418203699696751,0.530692930276378,0.394482796556972,1,1,0,171,0.547363636363636,0.609043617446979,0.6272
"HCR-A_Ftrgt-0.5_Btrigger-230000_TACconstr-FALSE_BB-FALSE.rds","base",0.5,230000,"A",FALSE,FALSE,107297,116108.663180738,118936.922899352,118153.803365422,109720,131098,111555.5,0.124142857142857,0.133272727272727,0.1266,0.1016,0.186,0.193,0.16,0.306602987417287,0.159292968828899,0.328832542836029,207979.07657373,187144.735306232,232499.927784075,0.427333468226531,0.520328990658677,0.395337305624716,1,1,0,152,0.563545454545455,0.6324,0.674734946989398
"HCR-A_Ftrgt-0.5_Btrigger-230000_TACconstr-TRUE_BB-TRUE.rds","base",0.5,230000,"A",TRUE,TRUE,107297,114572.512438998,118231.197522244,120403.346802141,106552.5,126698.05,110299,0.124285714285714,0.131181818181818,0.1348,0.0986,0.191,0.199,0.156,0.368314307019917,0.20634312685565,0.377215701559169,208039.479003209,182524.116711283,233397.228931133,0.413559232788723,0.513968165050143,0.389434411605747,1,1,0,173,0.567324302209292,0.62872574514903,0.6786
"HCR-A_Ftrgt-0.5_Btrigger-2e+05_TACconstr-TRUE_BB-TRUE.rds","base",0.5,2e+05,"A",TRUE,TRUE,107297,114257.730259869,121441.870893851,117110.957052429,107381.9,125192.25,108868,0.14047619047619,0.139727272727273,0.1714,0.1112,0.199,0.278,0.194,0.363727171956562,0.277929823651191,0.387887551913532,198270.526397945,176959.876536813,220439.859888415,0.432125176088659,0.54127863502278,0.40137385440412,1,1,0,182,0.486727272727273,0.5858,0.3024
"HCR-A_Ftrgt-0.536_Btrigger-210000_TACconstr-TRUE_BB-TRUE.rds","base",0.536,210000,"A",TRUE,TRUE,107297,112170.331173419,122552.112908788,117893.850966253,103949.1,130509,107607.35,0.177238095238095,0.183272727272727,0.213,0.1282,0.265,0.347,0.224,0.386581667334203,0.275780209346409,0.409399531334722,187786.622632247,168793.584001213,217188.574543688,0.443285189544753,0.56996388822647,0.401547288686686,1,1,0,298,0.562323847622511,0.6434,0.371074214842969
"HCR-A_Ftrgt-0.536_Btrigger-250000_TACconstr-FALSE_BB-FALSE.rds","base",0.536,250000,"A",FALSE,FALSE,107297,114661.177520185,120043.530639401,118177.114339693,105512,130017.5,108711,0.149238095238095,0.166454545454545,0.1364,0.1242,0.224,0.215,0.188,0.358638004813588,0.16624173046797,0.369310880823789,201445.739938514,186001.464978128,230144.52279449,0.423718304122607,0.524596401845166,0.38562427403461,1,1,0,287,0.642090909090909,0.7002,0.783356671334267
"HCR-A1_Ftrgt-0.21_Btrigger-230000_TACconstr-TRUE_BB-TRUE.rds","base",0.21,230000,"A1",TRUE,TRUE,107297,113447.694256433,74910.7572079277,120392.411222004,108062.75,78681.19,114880.95,0.00128571428571429,0,0.0054,0,0,0.016,0,0.359717388489752,0.236966818445113,0.412364334624876,464403.259042805,286146.216642518,465418.535879481,0.205923185888992,0.196106578140024,0.221011419026814,1,1,0,0,0.00436442989634479,0.0348069613922785,0.587635054021609
"HCR-A1_Ftrgt-0.25_Btrigger-170000_TACconstr-TRUE_BB-TRUE.rds","base",0.25,170000,"A1",TRUE,TRUE,107297,115261.149718182,86238.570202009,122156.1362,109249.8,88746.12,116479.75,0.00195238095238095,0,0.0076,6e-04,0,0.016,0.001,0.358357883274785,0.237076276941802,0.407456694225353,392934.010172925,266561.604782029,394285.459518131,0.245306360383989,0.247731227981168,0.263018630232685,1,1,0,0,0.00290909090909091,0.017,0.0908181636327265
"HCR-A1_Ftrgt-0.25_Btrigger-180000_TACconstr-TRUE_BB-TRUE.rds","base",0.25,180000,"A1",TRUE,TRUE,107297,115262.794527273,85993.539102009,122388.58676,109244.2,88746.12,116800.7,0.00195238095238095,0,0.0076,6e-04,0,0.016,0.001,0.358192496488747,0.238161706513527,0.407084661194983,392913.438982483,266692.291001049,394718.030474671,0.245306360383989,0.247412798338841,0.263040217252992,1,1,0,0,0.005,0.0204,0.116423284656931
"HCR-A1_Ftrgt-0.25_Btrigger-190000_TACconstr-TRUE_BB-TRUE.rds","base",0.25,190000,"A1",TRUE,TRUE,107297,115265.038981818,85690.574942009,122678.49094,109288.85,88746.12,117006.05,0.00195238095238095,0,0.0076,6e-04,0,0.016,0.001,0.358317321579903,0.238379266466236,0.407487319365838,393108.439072731,267280.453344755,395440.885468223,0.245248585168383,0.246777351557118,0.262900358805582,1,1,0,0,0.00672727272727273,0.0268,0.154030806161232
"HCR-A1_Ftrgt-0.25_Btrigger-210000_TACconstr-TRUE_BB-TRUE.rds","base",0.25,210000,"A1",TRUE,TRUE,107297,115265.631190909,84836.984402009,123493.33646,109352.55,88746.12,117697.05,0.00185714285714286,0,0.0072,6e-04,0,0.016,0.001,0.357204156515376,0.242687271463409,0.406519502549153,393388.948723204,268511.21966931,398646.81969928,0.245145394646614,0.243082984572012,0.263517584440426,1,1,0,0,0.0154545454545455,0.044,0.260852170434087
"HCR-A1_Ftrgt-0.25_Btrigger-220000_TACconstr-TRUE_BB-TRUE.rds","base",0.25,220000,"A1",TRUE,TRUE,107297,115261.992109091,84262.939822009,124037.02018,109409.85,88746.12,118181.75,0.00171428571428571,0,0.0066,6e-04,0,0.016,0.001,0.356513251549113,0.244639209567146,0.40671160224069,393438.690802513,269738.038214877,401011.910035823,0.24497598943403,0.239610266946822,0.263663576733784,1,1,0,0,0.0204545454545455,0.0512,0.522304460892178
"HCR-A1_Ftrgt-0.25_Btrigger-230000_TACconstr-TRUE_BB-TRUE.rds","base",0.25,230000,"A1",TRUE,TRUE,107297,115251.780072727,83592.744922009,124667.463358888,109455.15,88746.12,118744.6,0.00171428571428571,0,0.0066,6e-04,0,0.016,0.001,0.356580975940975,0.246677601274369,0.406971349588417,393580.911110955,271039.672139476,403219.085032963,0.244908986465172,0.236665599714979,0.263795894914897,1,1,0,0,0.028,0.0646129225845169,0.588317663532707
"HCR-A1_Ftrgt-0.25_Btrigger-240000_TACconstr-TRUE_BB-TRUE.rds","base",0.25,240000,"A1",TRUE,TRUE,107297,115231.826554545,82829.409202009,125385.86702,109506.4,88746.12,119451.55,0.00166666666666667,0,0.0064,6e-04,0,0.016,0.001,0.356798738351077,0.248671244986062,0.406984828781999,393985.779557493,273020.957037454,405740.656979111,0.244728729071903,0.233104894828158,0.264282662096153,1,1,0,0,0.0381818181818182,0.0764,0.645929185837167
"HCR-A1_Ftrgt-0.25_Btrigger-2e+05_TACconstr-TRUE_BB-TRUE.rds","base",0.25,2e+05,"A1",TRUE,TRUE,107297,115266.391072727,85309.169182009,123043.40334,109320.4,88746.12,117376.4,0.0019047619047619,0,0.0074,6e-04,0,0.016,0.001,0.357843140586749,0.238946789934369,0.405642556850489,393169.317859097,267742.310349688,396772.227020936,0.245187518426745,0.245176915439093,0.263090561799579,1,1,0,0,0.00963636363636364,0.0352,0.201440288057612
"HCR-A1_Ftrgt-0.3_Btrigger-170000_TACconstr-TRUE_BB-TRUE.rds","base",0.3,170000,"A1",TRUE,TRUE,107297,116744.272646722,95949.64444,124829.780995932,110636.8,88746.12,119172.35,0.00347619047619048,0.001,0.0102,0.0022,0.003,0.022,0.003,0.352180732121136,0.274846414718175,0.404647479174909,325633.400357888,251711.330642202,330474.342286994,0.29257266199863,0.295227333983822,0.314726966494099,1,1,0,0,0.0250022729339031,0.0410082016403281,0.095
"HCR-A1_Ftrgt-0.3_Btrigger-180000_TACconstr-TRUE_BB-TRUE.rds","base",0.3,180000,"A1",TRUE,TRUE,107297,116737.09472854,95662.06556,125095.994155932,110652.95,88746.12,119357.45,0.00347619047619048,0.001,0.0102,0.0022,0.003,0.022,0.003,0.353156719736558,0.274313829709593,0.405668409317294,325879.231712584,252158.356752812,332053.683136501,0.292150299668112,0.294172203038062,0.314345655225021,1,1,0,0,0.0348213473952177,0.0526105221044209,0.1236
"HCR-A1_Ftrgt-0.3_Btrigger-190000_TACconstr-TRUE_BB-TRUE.rds","base",0.3,190000,"A1",TRUE,TRUE,107297,116727.438455813,95309.68564,125414.840995932,110673.1,88746.12,119694.7,0.00347619047619048,0.00109090909090909,0.01,0.0022,0.003,0.022,0.003,0.353683832139589,0.275567128637327,0.40639477897854,326239.343300045,252711.380450548,333333.467759533,0.292050184877769,0.293353419298628,0.313870647495109,1,1,0,0,0.0470042731157378,0.0672134426885377,0.1584
