file,OM,Ftrgt,Btrigger,HCR,TACconstr,BB,ObsRho,ObsSd,Ftrgt1,Blim,MSYBtrigger,catch_long,catch_short,catch_medium,catch_median_long,catch_median_short,catch_median_medium,risk1_full,risk1_long,risk1_short,risk1_medium,risk3_long,risk3_short,risk3_medium,iav_long,iav_short,iav_medium,iavTAC_long,iavTAC_short,iavTAC_medium,ssb_median_long,ssb_median_short,ssb_median_medium,fbar_median_long,fbar_median_short,fbar_median_medium,recovery_proportion,recovery_time,conv_failed,F_maxed,slope_long,slope_medium,slope_short
MP_whiting_HCR-A_Ftrgt-0.07_Btrigger-120000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.07,120000,A,FALSE,FALSE,0.47,0.17,0.07,119970,166708,15417.5615388005,11774.9552769356,13970.1799805738,14842.3271201717,11418.3886850432,13541.8116865483,0.0413,0.0243,0.0652,0.0514,0.033,0.082,0.06,0.13658324796566,0.201737808549686,0.136485067541053,0.13658324796566,0.152477834321915,0.134621064968861,221698.448337767,173582.173361549,206839.955030908,0.069678574132474,0.0678590623333878,0.0687690179246881,0.988,1,,0,0.0324,0.0732,0.1154
MP_whiting_HCR-A_Ftrgt-0.07_Btrigger-130000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.07,130000,A,FALSE,FALSE,0.47,0.17,0.07,119970,166708,15414.4820452941,11708.0906936351,13945.7510053704,14850.4152762056,11427.6078834497,13546.8800106915,0.04035,0.0232,0.0644,0.0506,0.033,0.081,0.06,0.137523731374939,0.212899391719121,0.138373180624308,0.137531441573966,0.159945940543083,0.136066495238629,221758.453548346,173671.117775346,206939.005595293,0.0696454470704223,0.067555692488094,0.068631822552405,0.988,1,,0,0.0493,0.1014,0.1742
MP_whiting_HCR-A_Ftrgt-0.07_Btrigger-140000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.07,140000,A,FALSE,FALSE,0.47,0.17,0.07,119970,166708,15403.3970830936,11617.0079994345,13911.9379415931,14862.8494062642,11442.4213801878,13558.8382554862,0.0395,0.0225,0.0636,0.0494,0.032,0.077,0.06,0.139495540182734,0.226173854178345,0.141085502755516,0.139480164744192,0.169488869761648,0.138321318816335,221820.731499006,173755.817742828,207106.437130713,0.0695583238607338,0.0671171197064925,0.0684575165921655,0.99,1,,0,0.0769,0.1354,0.2402
MP_whiting_HCR-A_Ftrgt-0.07_Btrigger-150000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.07,150000,A,FALSE,FALSE,0.47,0.17,0.07,119970,166708,15380.6511506766,11496.7828032601,13866.1927429688,14879.3527908188,11444.7411248225,13575.0757988738,0.03815,0.0214,0.0626,0.0472,0.031,0.074,0.059,0.141977394046079,0.241690961684257,0.145353433768572,0.141635455280356,0.177755516324483,0.14299003017525,221862.99500897,173797.208209504,207214.971625211,0.0694245041273437,0.0664852030276393,0.0681645846296109,0.99,1,,0,0.1065,0.1774,0.316
MP_whiting_HCR-A_Ftrgt-0.07_Btrigger-160000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.07,160000,A,FALSE,FALSE,0.47,0.17,0.07,119970,166708,15343.9934652998,11347.7122487534,13804.1840312001,14896.4780710257,11452.4259305784,13590.8702340782,0.0372,0.0206,0.062,0.0456,0.029,0.073,0.059,0.145027314391856,0.257200252287634,0.151152628239998,0.144766592460596,0.190873729571779,0.147693166861638,222058.402875779,173990.715882255,207460.488299895,0.0693187163755776,0.0655442392408129,0.0677125343642846,0.991,1,,0,0.1447,0.2294,0.397
MP_whiting_HCR-A_Ftrgt-0.07_Btrigger-170000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.07,170000,A,FALSE,FALSE,0.47,0.17,0.07,119970,166708,15290.0091954121,11169.9646180794,13723.7721958263,14913.8556459596,11394.6527207038,13613.565612289,0.03595,0.0193,0.0608,0.0444,0.026,0.072,0.058,0.149026428626137,0.272992995584723,0.156630642095248,0.148884145972934,0.20359169604583,0.154632297853217,222345.506973967,174028.338271854,207700.852635106,0.0690939651420586,0.0642111802620668,0.0672729286585443,0.991,1,,0,0.1931,0.2822,0.4796
MP_whiting_HCR-A_Ftrgt-0.07_Btrigger-180000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.07,180000,A,FALSE,FALSE,0.47,0.17,0.07,119970,166708,15217.0406172484,10966.5225833603,13624.9021955322,14940.242771988,11045.884166835,13652.0340214902,0.0347,0.0181,0.0596,0.043,0.023,0.071,0.055,0.154367036614994,0.288043431493589,0.164790588540751,0.153651095248786,0.215538235223264,0.162410892743129,222565.853351013,174183.931735527,208111.357454351,0.0687130978816794,0.0624846045074031,0.0666320953413726,0.991,1,,0,0.2446,0.3424,0.5636
MP_whiting_HCR-A_Ftrgt-0.07_Btrigger-190000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.07,190000,A,FALSE,FALSE,0.47,0.17,0.07,119970,166708,15122.5136912366,10738.2337353611,13504.8050272559,14956.7086405553,10539.0029541333,13694.041198959,0.03355,0.0172,0.0586,0.0412,0.022,0.07,0.053,0.161127700167664,0.298276725725721,0.17341985036566,0.16001925103059,0.226561538613104,0.169579894121826,222997.577304949,174496.522486082,208480.282527856,0.0682567034115056,0.0604158684782669,0.0658502932893392,0.991,1,,0,0.3029,0.4066,0.6338
MP_whiting_HCR-A_Ftrgt-0.07_Btrigger-210000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.07,210000,A,FALSE,FALSE,0.47,0.17,0.07,119970,166708,14869.5186472476,10244.716744783,13197.9255599268,15000.2751426532,9607.94661167994,13387.1961390415,0.03165,0.0167,0.0548,0.0384,0.021,0.068,0.05,0.176582696138621,0.321438958125639,0.190895160113401,0.175918714026029,0.244411215585735,0.184700147986202,224050.611666186,175349.960366613,209391.132345504,0.0668002082599409,0.0560008419290446,0.0634924566479166,0.991,1,,0,0.4271,0.5308,0.753
MP_whiting_HCR-A_Ftrgt-0.07_Btrigger-220000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.07,220000,A,FALSE,FALSE,0.47,0.17,0.07,119970,166708,14712.3456709651,9982.87199578962,13019.8679663093,14922.4106126878,9217.72125551188,12915.0210831391,0.0306,0.0153,0.0544,0.0374,0.02,0.067,0.05,0.184485550103062,0.328995319699588,0.200367513360655,0.183928672458957,0.250718197388545,0.194533146076557,224559.004327384,175626.03802824,209911.204885638,0.0658457337833513,0.0536273104599206,0.0619295856678126,0.991,1,,0,0.4869,0.5866,0.8032
MP_whiting_HCR-A_Ftrgt-0.07_Btrigger-230000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.07,230000,A,FALSE,FALSE,0.47,0.17,0.07,119970,166708,14536.1394874648,9715.76903800777,12825.9916674368,14612.8365495728,8854.06068361838,12446.2094806227,0.02995,0.0147,0.054,0.0364,0.019,0.066,0.05,0.192396569295442,0.337018726232313,0.207541650879841,0.191775528151427,0.257567843420722,0.204131514143104,225055.431551317,175879.048064513,210395.689034457,0.0645898945675176,0.0514635537551147,0.0604008330998602,0.991,1,,0,0.5469,0.6422,0.8446
MP_whiting_HCR-A_Ftrgt-0.07_Btrigger-240000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.07,240000,A,FALSE,FALSE,0.47,0.17,0.07,119970,166708,14343.5888246883,9451.11844399386,12619.3945846797,14116.277666804,8522.9066398274,12008.5342105568,0.0294,0.0143,0.0534,0.0356,0.018,0.065,0.048,0.20140859464898,0.340215146314622,0.216837679070833,0.200980132834541,0.262784797845945,0.211054273816275,225608.227790952,176187.246682388,210942.961518432,0.0631236319422994,0.049504422045559,0.0584054224178328,0.991,1,,0,0.6038,0.6952,0.8746
MP_whiting_HCR-A_Ftrgt-0.07_Btrigger-250000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.07,250000,A,FALSE,FALSE,0.47,0.17,0.07,119970,166708,14137.3428571334,9188.88217849776,12401.4629793585,13635.9215003034,8210.49121032454,11619.0842407521,0.0285,0.0136,0.0524,0.0344,0.017,0.064,0.047,0.208723053097852,0.344712782040291,0.223642486221787,0.208491171590004,0.268235899521713,0.21929560994258,226271.119831013,176502.730364864,211650.128934861,0.0614862482558091,0.0476183563123378,0.0566025004938748,0.992,1,,0,0.6536,0.738,0.9024
MP_whiting_HCR-A_Ftrgt-0.07_Btrigger-260000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.07,260000,A,FALSE,FALSE,0.47,0.17,0.07,119970,166708,13920.7966617979,8932.0665013561,12177.1842710208,13209.9879135908,7926.33433456734,11248.6394985744,0.02775,0.013,0.0516,0.0334,0.017,0.062,0.047,0.216025702726976,0.350583969613889,0.23057332406238,0.215575100275791,0.271646037808399,0.222913441016792,226915.907538626,176762.610596458,212212.254124505,0.0596868054239578,0.0458019004691967,0.054712502067959,0.992,1,,0,0.6956,0.776,0.9214
MP_whiting_HCR-A_Ftrgt-0.07_Btrigger-2e+05_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.07,2e+05,A,FALSE,FALSE,0.47,0.17,0.07,119970,166708,15006.8989065258,10496.6495450651,13360.6720724793,14988.906285928,10044.0059783616,13658.4753505909,0.03255,0.0171,0.0568,0.0392,0.022,0.069,0.052,0.168732244912564,0.3129358355467,0.182472563547218,0.168376980044864,0.238297652570155,0.177916507322866,223574.811266046,174940.021179289,208901.738849186,0.0677306050887373,0.0583204404570267,0.0646513143054499,0.991,1,,0,0.3647,0.475,0.6942
MP_whiting_HCR-A_Ftrgt-0.08_Btrigger-120000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.08,120000,A,FALSE,FALSE,0.47,0.17,0.08,119970,166708,17147.6718867306,13271.1547944563,15578.3348999619,16517.9004187048,12887.3851946833,15116.5250656035,0.0463,0.0283,0.0698,0.0588,0.04,0.089,0.071,0.138219797398669,0.200146127262105,0.137648623144084,0.138418956307967,0.152889622471869,0.134958291854902,217365.692099827,172190.170097369,203308.636703516,0.0794550729225137,0.0775997126759776,0.0784699674371063,0.982,1,,0,0.0376,0.0808,0.1222
MP_whiting_HCR-A_Ftrgt-0.08_Btrigger-130000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.08,130000,A,FALSE,FALSE,0.47,0.17,0.08,119970,166708,17143.8728428724,13193.0820789315,15549.7378758912,16528.8447254703,12893.4689645451,15130.8156292772,0.0454,0.0278,0.0688,0.0572,0.039,0.087,0.069,0.13932395944853,0.211053301951712,0.140202108237672,0.139469932942286,0.160194926389926,0.137585952070874,217483.357802467,172284.896215977,203402.153539447,0.0794139501654404,0.0772483129485835,0.078308604301338,0.983,1,,0,0.0587,0.1108,0.1808
MP_whiting_HCR-A_Ftrgt-0.08_Btrigger-140000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.08,140000,A,FALSE,FALSE,0.47,0.17,0.08,119970,166708,17129.6683895672,13087.5953433048,15510.7558820789,16543.4458840363,12896.9017975605,15146.215529448,0.0438,0.0261,0.0682,0.0548,0.037,0.086,0.065,0.141563788454265,0.223231135404367,0.142337718670176,0.141610595118287,0.169885315195847,0.139282555413058,217572.122974693,172466.975758183,203472.299392899,0.0792866179675282,0.0767665253883855,0.0781194627000095,0.983,1,,0,0.0869,0.1468,0.2498
MP_whiting_HCR-A_Ftrgt-0.08_Btrigger-150000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.08,150000,A,FALSE,FALSE,0.47,0.17,0.08,119970,166708,17102.7998390786,12949.4929344213,15456.6943729078,16566.1220358511,12906.0421065387,15161.1954450429,0.0425,0.0252,0.066,0.0536,0.036,0.083,0.062,0.144000179398168,0.239476549856962,0.147589038529057,0.143972889889857,0.180039721389996,0.145653977967808,217749.591889695,172655.532575597,203614.981164985,0.0791993910104452,0.0759486591408396,0.0776177327834708,0.987,1,,0,0.1189,0.1926,0.325
MP_whiting_HCR-A_Ftrgt-0.08_Btrigger-160000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.08,160000,A,FALSE,FALSE,0.47,0.17,0.08,119970,166708,17059.8877191347,12778.5125118098,15383.8428367741,16594.5971685212,12914.3216964423,15188.0692731719,0.04125,0.024,0.0654,0.0516,0.034,0.081,0.062,0.147353472847752,0.253868934760259,0.153530245084376,0.147170193928071,0.192347975050624,0.150958846801389,217919.123186529,172711.972288099,203837.123248924,0.079050994226578,0.0748029595761522,0.077129627422488,0.987,1,,0,0.1612,0.2446,0.4082
MP_whiting_HCR-A_Ftrgt-0.08_Btrigger-170000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.08,170000,A,FALSE,FALSE,0.47,0.17,0.08,119970,166708,16996.8655693867,12575.7213885016,15291.2070069242,16618.6996166053,12836.5779587082,15224.5469989948,0.03995,0.0227,0.0646,0.0498,0.032,0.078,0.062,0.151783031632456,0.268025192773322,0.160314354960854,0.151196423610203,0.205706063482807,0.157627258443593,218140.963906818,173010.10483478,204081.547108462,0.0787505216457972,0.0732248000171065,0.0765041759749561,0.99,1,,0,0.2109,0.3,0.4912
MP_whiting_HCR-A_Ftrgt-0.08_Btrigger-180000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.08,180000,A,FALSE,FALSE,0.47,0.17,0.08,119970,166708,16911.3466932871,12343.7045904848,15177.0951009366,16646.1918915322,12365.0182525656,15265.5943992302,0.0385,0.0215,0.063,0.048,0.031,0.074,0.061,0.157474589358495,0.284336205125411,0.168806481814958,0.156473015395191,0.218276088019188,0.165421015318099,218486.181987197,173202.66049989,204490.701978371,0.0782913915207178,0.0711565100780772,0.075864118545978,0.991,1,,0,0.2679,0.3636,0.5756
MP_whiting_HCR-A_Ftrgt-0.08_Btrigger-190000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.08,190000,A,FALSE,FALSE,0.47,0.17,0.08,119970,166708,16801.1092010967,12085.5613762289,15038.3984397401,16684.9453747711,11788.1539583875,15300.0453526493,0.03705,0.0204,0.0624,0.045,0.027,0.074,0.058,0.165038879654173,0.29332851560769,0.176910127862215,0.164449729927438,0.227753220361928,0.172876415512622,218907.029905497,173451.747624393,204906.918879911,0.0776618142128136,0.0687514623539681,0.0747433454008493,0.991,1,,0,0.3265,0.4294,0.6424
MP_whiting_HCR-A_Ftrgt-0.08_Btrigger-210000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.08,210000,A,FALSE,FALSE,0.47,0.17,0.08,119970,166708,16508.209595282,11529.2823190954,14689.6394184274,16726.3473054839,10787.6476269925,14776.6039337,0.03455,0.018,0.0594,0.0428,0.023,0.071,0.054,0.180357275203674,0.31252969672364,0.19516175894321,0.179533382287181,0.245357197773916,0.19030243162462,219863.581020707,173992.681202073,206131.463501081,0.0757880191574842,0.0635506306053287,0.0718384281889081,0.991,1,,0,0.4502,0.5508,0.7612
MP_whiting_HCR-A_Ftrgt-0.08_Btrigger-220000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.08,220000,A,FALSE,FALSE,0.47,0.17,0.08,119970,166708,16328.1668366766,11234.9428020412,14488.6684861379,16553.3307377189,10366.2099233672,14241.3806134658,0.03365,0.0175,0.0586,0.041,0.022,0.071,0.053,0.188299259551144,0.32089357398498,0.203809462432052,0.187650087540334,0.251903500320066,0.198137365790514,220531.459585843,174290.794658568,206891.144372062,0.0745589261164421,0.060916217856517,0.0700621360392819,0.991,1,,0,0.512,0.6078,0.8112
MP_whiting_HCR-A_Ftrgt-0.08_Btrigger-230000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.08,230000,A,FALSE,FALSE,0.47,0.17,0.08,119970,166708,16128.9933691585,10935.0240830184,14271.0857299613,16050.7780466413,9968.69686755495,13724.4000765081,0.0325,0.017,0.057,0.039,0.022,0.069,0.051,0.197515346390644,0.3252198113216,0.211974348567959,0.196490131342121,0.257087349743538,0.208178925512841,221235.036165596,174646.277757559,207331.435003546,0.0730650971119596,0.0584685752454174,0.0681939954548667,0.991,1,,0,0.5704,0.6606,0.8494
MP_whiting_HCR-A_Ftrgt-0.08_Btrigger-240000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.08,240000,A,FALSE,FALSE,0.47,0.17,0.08,119970,166708,15912.2635076185,10637.9859926672,14038.741880736,15507.2920666624,9582.82688557869,13274.9891134405,0.03175,0.0167,0.055,0.0386,0.021,0.068,0.05,0.206338932959439,0.330443190448328,0.221421137790954,0.205662151582488,0.262743857612742,0.21587561853059,221878.924643884,174965.304290933,208104.975328323,0.0712329307308125,0.056177568656632,0.0659390181335571,0.991,1,,0,0.6248,0.7134,0.8812
MP_whiting_HCR-A_Ftrgt-0.08_Btrigger-250000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.08,250000,A,FALSE,FALSE,0.47,0.17,0.08,119970,166708,15681.9452548138,10344.709782182,13796.2233812178,15013.0762652089,9238.90280968731,12852.3727398981,0.031,0.0159,0.0544,0.0378,0.021,0.067,0.05,0.212888339986446,0.3374889568516,0.22781295946269,0.212522502355029,0.266539068302531,0.222465041348594,222580.38989554,175349.619328739,208906.558462963,0.0693254856166537,0.0540322884534304,0.0638762583488835,0.991,1,,0,0.6717,0.7544,0.9062
MP_whiting_HCR-A_Ftrgt-0.08_Btrigger-260000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.08,260000,A,FALSE,FALSE,0.47,0.17,0.08,119970,166708,15441.1607940514,10057.7530431384,13546.7096635029,14541.5518415873,8931.17441722953,12452.648270564,0.03015,0.015,0.054,0.0366,0.02,0.066,0.05,0.220634129503661,0.343303276946578,0.232563541608909,0.219850966694229,0.270632960939159,0.22639890524443,223360.030557319,175691.03133249,209508.114318457,0.067335568320365,0.0520761457710118,0.0617552550565787,0.991,1,,0,0.7147,0.7916,0.9246
MP_whiting_HCR-A_Ftrgt-0.08_Btrigger-2e+05_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.08,2e+05,A,FALSE,FALSE,0.47,0.17,0.08,119970,166708,16666.6274025639,11813.4213685429,14873.2681616019,16726.9359455528,11267.843899799,15225.796364921,0.0359,0.0192,0.061,0.0442,0.025,0.073,0.057,0.173194883038907,0.302521511722968,0.187362944699731,0.172420951776893,0.238507391436269,0.180561792606838,219354.420601225,173686.377318754,205492.501742171,0.0769039828851352,0.0662751400533876,0.0733632053052046,0.991,1,,0,0.3882,0.4946,0.7024
MP_whiting_HCR-A_Ftrgt-0.09_Btrigger-120000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.09,120000,A,FALSE,FALSE,0.47,0.17,0.09,119970,166708,18783.8765301652,14725.5712760705,17105.6687831525,18104.0440871765,14317.1696970518,16616.0766843496,0.05225,0.033,0.0758,0.0672,0.046,0.095,0.078,0.140023022110013,0.197067115058289,0.139335635208255,0.140262024446547,0.152851969739685,0.137167585875615,213235.686497002,170882.129946325,199735.435802398,0.0892255354623826,0.0873386737277856,0.0881876858043089,0.98,1,,0,0.0448,0.0888,0.1292
MP_whiting_HCR-A_Ftrgt-0.09_Btrigger-130000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.09,130000,A,FALSE,FALSE,0.47,0.17,0.09,119970,166708,18779.2215041553,14636.1291405899,17072.9661928076,18140.5029809075,14333.1811813979,16630.4967565096,0.0507,0.0318,0.0744,0.0648,0.045,0.094,0.078,0.141153548802817,0.208264430976428,0.141299937367874,0.141232214917205,0.159008484622261,0.13872320966495,213302.545874699,170932.421074935,199768.786261527,0.0891587623958693,0.08685683757469,0.087913549964363,0.98,1,,0,0.069,0.12,0.1868
MP_whiting_HCR-A_Ftrgt-0.09_Btrigger-140000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.09,140000,A,FALSE,FALSE,0.47,0.17,0.09,119970,166708,18762.5123875859,14515.7717951888,17028.2695933387,18158.495657267,14344.1047167732,16656.5801643531,0.04895,0.0304,0.0724,0.0626,0.042,0.089,0.073,0.142999304100941,0.219631533376282,0.144943852207089,0.142967284816819,0.171222900869571,0.14205600938931,213420.732838805,171119.378381279,199956.769094961,0.0890528492566446,0.086288104984321,0.0875659054475175,0.981,1,,0,0.0956,0.1602,0.2578
MP_whiting_HCR-A_Ftrgt-0.09_Btrigger-150000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.09,150000,A,FALSE,FALSE,0.47,0.17,0.09,119970,166708,18731.4029807927,14359.6417944713,16965.5100451506,18182.1426900032,14350.383836848,16675.4103867425,0.04695,0.0291,0.0702,0.0594,0.039,0.087,0.072,0.146096774665407,0.232985366166029,0.149389005012419,0.146036170287864,0.183102512394082,0.147561474555378,213692.748211326,171265.895698398,200129.489355341,0.0889274540003016,0.0853080523768839,0.0871075662038187,0.982,1,,0,0.1322,0.208,0.3344
MP_whiting_HCR-A_Ftrgt-0.09_Btrigger-160000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.09,160000,A,FALSE,FALSE,0.47,0.17,0.09,119970,166708,18680.6422615853,14166.5310307571,16882.6637238955,18206.1272288008,14360.0401904772,16691.2216224118,0.04555,0.028,0.069,0.0572,0.039,0.086,0.069,0.150332318262102,0.247885584912867,0.155736156192503,0.150312948634024,0.19293697767825,0.15398426635241,213914.313024379,171475.123210795,200431.299514443,0.0887015125354896,0.0839628058576026,0.0864522384138227,0.984,1,,0,0.1789,0.2624,0.4186
MP_whiting_HCR-A_Ftrgt-0.09_Btrigger-170000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.09,170000,A,FALSE,FALSE,0.47,0.17,0.09,119970,166708,18606.4668826112,13938.6687800939,16777.8456492299,18237.3075198596,14199.6866294303,16753.4112063633,0.04375,0.0265,0.0668,0.0552,0.036,0.085,0.065,0.155295051013872,0.259071273295832,0.163831967323729,0.155021751671937,0.207261392185698,0.16069157183263,214263.749943686,171752.88054136,200816.845968902,0.0882656693553025,0.0821839168220958,0.0858264790020539,0.985,1,,0,0.2298,0.3204,0.5014
MP_whiting_HCR-A_Ftrgt-0.09_Btrigger-180000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.09,180000,A,FALSE,FALSE,0.47,0.17,0.09,119970,166708,18507.2832282305,13678.1900686725,16648.5177122377,18284.2581666496,13657.9340736521,16809.2472525193,0.0422,0.025,0.066,0.0528,0.036,0.082,0.063,0.161179501763024,0.274579249162026,0.172216077211526,0.16043915325241,0.218760341117577,0.169271322333459,214601.48760552,172052.721092113,201263.386548807,0.0876912534854836,0.0796821518985471,0.0847408928848686,0.987,1,,0,0.2904,0.3828,0.5848
MP_whiting_HCR-A_Ftrgt-0.09_Btrigger-190000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.09,190000,A,FALSE,FALSE,0.47,0.17,0.09,119970,166708,18381.5166668529,13391.6352912924,16490.8688774152,18331.3281391351,13018.7593372483,16827.1310357156,0.0408,0.0239,0.065,0.0504,0.033,0.078,0.062,0.169153122545017,0.282550370251825,0.180074828076134,0.168667991044139,0.230792397444823,0.177068728607793,214980.305433549,172489.647549222,201802.54328041,0.0870144181550069,0.0767476130270934,0.0833644298771294,0.988,1,,0,0.3508,0.4532,0.6502
MP_whiting_HCR-A_Ftrgt-0.09_Btrigger-210000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.09,210000,A,FALSE,FALSE,0.47,0.17,0.09,119970,166708,18051.361399158,12774.4286609093,16102.5221190472,18315.4351522681,11916.8727355184,16063.2983086232,0.0379,0.0215,0.0624,0.0462,0.028,0.074,0.06,0.185138653839146,0.298645379333404,0.19836097486334,0.184084656974329,0.244715470202973,0.193858568056471,216107.393196772,172915.234826938,203048.715085316,0.084689572160617,0.071071591276285,0.0801674058496527,0.991,1,,0,0.476,0.5688,0.768
MP_whiting_HCR-A_Ftrgt-0.09_Btrigger-220000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.09,220000,A,FALSE,FALSE,0.47,0.17,0.09,119970,166708,17849.3053583811,12448.4022461094,15879.1991087167,17968.5040594221,11451.9276718195,15482.9190879804,0.0366,0.0203,0.0614,0.0444,0.027,0.073,0.058,0.193124738097217,0.304369184124195,0.207284546874315,0.192142984601671,0.25239637195845,0.201568639430923,216721.490816936,173214.476546452,203799.923015612,0.0830768821208458,0.0681023324917989,0.0779522598062198,0.991,1,,0,0.5359,0.6284,0.8194
MP_whiting_HCR-A_Ftrgt-0.09_Btrigger-230000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.09,230000,A,FALSE,FALSE,0.47,0.17,0.09,119970,166708,17627.2040354537,12117.3691143837,15638.3761014663,17395.4749515871,11004.6892808135,14943.4159568949,0.0355,0.0188,0.0606,0.0438,0.024,0.073,0.056,0.202687811356701,0.316102850234944,0.217008556103878,0.201955358517167,0.259887959174426,0.212296189848823,217564.958346696,173519.174246812,204577.080268176,0.0812458941391648,0.0653585398901688,0.0757262378023971,0.991,1,,0,0.5926,0.6812,0.8558
MP_whiting_HCR-A_Ftrgt-0.09_Btrigger-240000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.09,240000,A,FALSE,FALSE,0.47,0.17,0.09,119970,166708,17387.3957564032,11789.165263626,15382.1395535449,16820.4730347359,10625.1680629745,14453.7395073074,0.0342,0.0177,0.0592,0.0422,0.022,0.071,0.054,0.210098404282738,0.323680994218108,0.224060563854561,0.209934286056195,0.264566518205424,0.218716832738736,218292.002367124,173916.887360924,205265.485884397,0.0791850830258041,0.0627845969798424,0.0731644203640375,0.991,1,,0,0.6466,0.7278,0.8848
MP_whiting_HCR-A_Ftrgt-0.09_Btrigger-250000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.09,250000,A,FALSE,FALSE,0.47,0.17,0.09,119970,166708,17133.5253581372,11466.2172390576,15116.1036880858,16275.5415725962,10258.8283166251,14022.374759013,0.03345,0.0175,0.0584,0.0404,0.022,0.071,0.053,0.217843722418511,0.331587422427299,0.23144763797538,0.217279193683529,0.268036300192794,0.224720321397653,219156.656900968,174234.432916875,205959.605636364,0.0769367802487374,0.0603653248211726,0.0707570185460471,0.991,1,,0,0.6923,0.77,0.91
