file,OM,Ftrgt,Btrigger,HCR,TACconstr,BB,ObsRho,ObsSd,Ftrgt1,Blim,MSYBtrigger,catch_long,catch_short,catch_medium,catch_median_long,catch_median_short,catch_median_medium,risk1_full,risk1_long,risk1_short,risk1_medium,risk3_long,risk3_short,risk3_medium,iav_long,iav_short,iav_medium,iavTAC_long,iavTAC_short,iavTAC_medium,ssb_median_long,ssb_median_short,ssb_median_medium,fbar_median_long,fbar_median_short,fbar_median_medium,recovery_proportion,recovery_time,conv_failed,F_maxed,slope_long,slope_medium,slope_short
MP_whiting_HCR-A_Ftrgt-0.09_Btrigger-260000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.09,260000,A,FALSE,FALSE,0.47,0.17,0.09,119970,166708,16869.9766015975,11150.6340115414,14842.7483271344,15768.8715349833,9913.52267392796,13613.8001448944,0.0324,0.017,0.0566,0.039,0.021,0.069,0.051,0.224980115885704,0.338181740341599,0.236429319289776,0.224062303101483,0.27119423558313,0.229659707548435,219911.917524271,174620.452967212,206676.516895465,0.0747458873796182,0.0581992367297939,0.0684501564101867,0.991,1,,0,0.7331,0.8066,0.9276
MP_whiting_HCR-A_Ftrgt-0.09_Btrigger-2e+05_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.09,2e+05,A,FALSE,FALSE,0.47,0.17,0.09,119970,166708,18229.4257022871,13089.4600845539,16306.1650350123,18366.9135228475,12433.7504672481,16656.6093620514,0.03925,0.0225,0.0636,0.0484,0.032,0.075,0.061,0.177199677093575,0.292440192154808,0.18961784323655,0.176888116338782,0.237829264619681,0.183805740548013,215541.975686945,172737.609112511,202343.056280782,0.0859124172049301,0.0740124600586912,0.0818722566141746,0.991,1,,0,0.4135,0.5116,0.7108
MP_whiting_HCR-A_Ftrgt-0.1_Btrigger-120000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.1,120000,A,FALSE,FALSE,0.47,0.17,0.1,119970,166708,20332.6495326445,16139.6138841746,18557.2709098218,19618.4619090225,15712.6779003387,18034.4957562182,0.0572,0.0365,0.0824,0.0734,0.052,0.109,0.086,0.141923700588405,0.192923054985126,0.141481186506132,0.141997780110823,0.15170800611336,0.138630468398783,209112.589224403,169387.635062048,196460.245631741,0.0989536455328573,0.0970784438805163,0.0977659032461671,0.975,1,,0,0.0523,0.0978,0.1346
MP_whiting_HCR-A_Ftrgt-0.1_Btrigger-130000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.1,130000,A,FALSE,FALSE,0.47,0.17,0.1,119970,166708,20326.8787331288,16038.608741012,18520.2696104949,19654.3827104082,15728.9040783061,18058.2613262047,0.0562,0.0359,0.0816,0.0714,0.051,0.108,0.084,0.143382353154144,0.202684389230084,0.143791044573036,0.143503043482691,0.159944474813303,0.140625574638317,209262.253495669,169430.050258622,196582.804766663,0.0988458241596283,0.0964641049135724,0.0975065794591402,0.978,1,,0,0.0778,0.1312,0.1942
MP_whiting_HCR-A_Ftrgt-0.1_Btrigger-140000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.1,140000,A,FALSE,FALSE,0.47,0.17,0.1,119970,166708,20307.8974648944,15902.9427540208,18468.9521823536,19690.3506341313,15737.5942595355,18080.476159518,0.05465,0.0348,0.0796,0.0694,0.048,0.103,0.083,0.145298378594991,0.212314155510337,0.146865337188355,0.14531910630806,0.172499763428908,0.144843088827573,209475.145494803,169583.069783947,196757.749774512,0.0987040375503319,0.0957845571379165,0.0970806251710481,0.979,1,,0,0.1077,0.1758,0.2658
MP_whiting_HCR-A_Ftrgt-0.1_Btrigger-150000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.1,150000,A,FALSE,FALSE,0.47,0.17,0.1,119970,166708,20271.4702973064,15728.5288105612,18398.0340660159,19717.3926942497,15742.0230306374,18135.0423487471,0.05275,0.0333,0.0774,0.067,0.045,0.1,0.082,0.148696992708185,0.22216555728885,0.152493966140473,0.14860590381233,0.183433050771193,0.150742108763595,209680.364046414,169805.467391432,197022.465253654,0.0985837233937456,0.0946891418488508,0.0964439530326571,0.979,1,,0,0.148,0.2226,0.3432
MP_whiting_HCR-A_Ftrgt-0.1_Btrigger-160000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.1,160000,A,FALSE,FALSE,0.47,0.17,0.1,119970,166708,20211.8082462726,15513.2643644276,18305.1250902122,19758.877154557,15740.8861117313,18166.3675901913,0.05,0.0313,0.0744,0.063,0.042,0.095,0.075,0.152522448461708,0.235514512600501,0.15907279188489,0.152574829785782,0.195350572302637,0.156578098816094,210078.981545591,170029.608018136,197324.638431173,0.0981987690462535,0.0930653679970705,0.0957814267455668,0.981,1,,0,0.1969,0.2776,0.428
MP_whiting_HCR-A_Ftrgt-0.1_Btrigger-170000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.1,170000,A,FALSE,FALSE,0.47,0.17,0.1,119970,166708,20126.7610149917,15260.3378481366,18187.9232298982,19784.8434773488,15546.298789868,18213.9497754946,0.0481,0.0299,0.0722,0.0604,0.04,0.091,0.073,0.158236422847502,0.248392287620001,0.166393553761325,0.158127667346316,0.20867621962294,0.16394336987653,210393.65906024,170300.963126688,197769.885488246,0.0975940943154848,0.0909274859095195,0.0949660645554112,0.982,1,,0,0.251,0.3394,0.5134
MP_whiting_HCR-A_Ftrgt-0.1_Btrigger-180000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.1,180000,A,FALSE,FALSE,0.47,0.17,0.1,119970,166708,20013.1784250726,14972.1133082527,18043.7675460634,19835.2584276234,14869.2005771433,18283.3889843096,0.04655,0.0285,0.071,0.0582,0.038,0.089,0.07,0.164967254883354,0.259183298867142,0.175966209616953,0.164796793388235,0.22052146370422,0.172102784314977,210971.977416949,170730.342166178,198253.811502111,0.0970355627479116,0.0880238022575786,0.0936097737211082,0.984,1,,0,0.3113,0.4036,0.5946
MP_whiting_HCR-A_Ftrgt-0.1_Btrigger-190000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.1,190000,A,FALSE,FALSE,0.47,0.17,0.1,119970,166708,19871.1024719832,14657.8413875796,17867.4710090294,19884.3607503749,14175.4313124295,18286.7121399954,0.0446,0.0272,0.068,0.056,0.037,0.086,0.066,0.172607847421036,0.267794628118728,0.18422383849882,0.17211006425339,0.231849905342866,0.180170148959697,211386.715745604,171188.526876449,198921.754817109,0.0960634639806824,0.0848539926608358,0.0919792380317397,0.985,1,,0,0.3717,0.4742,0.6594
MP_whiting_HCR-A_Ftrgt-0.1_Btrigger-210000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.1,210000,A,FALSE,FALSE,0.47,0.17,0.1,119970,166708,19503.1040460594,13981.4292366956,17441.3557082208,19797.0592914802,12998.4053107234,17235.9776178329,0.0411,0.0242,0.0652,0.0508,0.033,0.078,0.062,0.189598508492947,0.286206903693357,0.202729319986864,0.189074955554347,0.247811945674259,0.197433286952325,212570.827376471,171902.040870551,200332.243489525,0.0932656469654212,0.0784577484662471,0.0881206200479908,0.988,1,,0,0.5,0.5878,0.7762
MP_whiting_HCR-A_Ftrgt-0.1_Btrigger-220000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.1,220000,A,FALSE,FALSE,0.47,0.17,0.1,119970,166708,19281.4441590961,13624.8634025485,17196.4422444336,19291.1552558346,12504.5302922544,16652.1862958918,0.0397,0.0231,0.0636,0.049,0.033,0.075,0.061,0.198548127515219,0.296543679150662,0.211694969410401,0.19782202345041,0.254293447147005,0.20609739951905,213338.127158055,172212.857922029,200934.364970957,0.0914429215797679,0.0751675685957867,0.0857271403074872,0.991,1,,0,0.5577,0.6448,0.8256
MP_whiting_HCR-A_Ftrgt-0.1_Btrigger-230000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.1,230000,A,FALSE,FALSE,0.47,0.17,0.1,119970,166708,19038.5949808838,13263.8069808592,16933.4070932412,18642.6003543896,12040.6816386872,16107.554898505,0.0385,0.022,0.063,0.047,0.031,0.074,0.061,0.207028510602097,0.305072490582101,0.220751166554332,0.206250876101723,0.260177491637252,0.215762881940544,214040.465967158,172555.576054001,201619.598170945,0.0893130814840428,0.0721365135025156,0.0830222199243763,0.991,1,,0,0.6136,0.698,0.8618
MP_whiting_HCR-A_Ftrgt-0.1_Btrigger-240000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.1,240000,A,FALSE,FALSE,0.47,0.17,0.1,119970,166708,18777.056738369,12906.3369106903,16655.2693117079,18046.8410018655,11614.0390661678,15598.9665622714,0.0373,0.0209,0.062,0.0454,0.027,0.074,0.059,0.21456066829791,0.313885089928538,0.227253301549858,0.21456066829791,0.26577931877566,0.221810416603991,214916.358823871,172950.282769891,202420.815959823,0.0868008752813884,0.0693737311895965,0.0802463978664139,0.991,1,,0,0.6651,0.7416,0.889
MP_whiting_HCR-A_Ftrgt-0.1_Btrigger-250000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.1,250000,A,FALSE,FALSE,0.47,0.17,0.1,119970,166708,18501.4197945567,12555.1270344993,16366.76312703,17502.7453584058,11206.0602899716,15119.8813964598,0.0362,0.0197,0.0612,0.0442,0.025,0.073,0.057,0.221450290654898,0.322931594860753,0.234404218999153,0.221059765189298,0.268466299105003,0.22752952115443,215831.89738099,173210.912717492,203390.449237283,0.0844460131820449,0.0668002888172572,0.0776034579224527,0.991,1,,0,0.7085,0.7828,0.9134
MP_whiting_HCR-A_Ftrgt-0.1_Btrigger-260000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.1,260000,A,FALSE,FALSE,0.47,0.17,0.1,119970,166708,18215.8308232714,12212.1966968366,16070.8531603791,16987.027953817,10821.6665000415,14681.7699586554,0.03485,0.0182,0.0598,0.0432,0.023,0.071,0.054,0.22871793710942,0.32898912807326,0.238534506677802,0.22838781288971,0.270733771761839,0.231974273973447,216619.336363117,173510.986856443,204173.867618596,0.0819004195299735,0.0643152270565309,0.0750734925101226,0.991,1,,0,0.7492,0.819,0.9302
MP_whiting_HCR-A_Ftrgt-0.1_Btrigger-2e+05_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.1,2e+05,A,FALSE,FALSE,0.47,0.17,0.1,119970,166708,19700.7155438564,14326.5827859612,17664.5244519674,19897.6566392603,13551.4179975813,17908.7659965743,0.043,0.0259,0.0666,0.0536,0.037,0.083,0.064,0.180281208761648,0.277060559957755,0.192325076259917,0.180006900231642,0.241286601612655,0.186912993379233,212005.36033742,171556.571805293,199627.567340216,0.0947999318986181,0.0816602232522167,0.090272206185322,0.987,1,,0,0.4376,0.5306,0.7192
MP_whiting_HCR-A_Ftrgt-0.11_Btrigger-120000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.11,120000,A,FALSE,FALSE,0.47,0.17,0.11,119970,166708,21800.3630289544,17514.4861714678,19937.4439348436,21066.3825982752,17082.9967968919,19388.9985239976,0.0634,0.0416,0.089,0.0814,0.061,0.116,0.093,0.143117011372749,0.183749246111798,0.142640509746077,0.143227686230894,0.152666017723802,0.140785451510149,205452.97415266,167842.026914374,193399.47540771,0.108634206954661,0.106624364450623,0.107294897540257,0.968,1,,0,0.0585,0.1062,0.1428
MP_whiting_HCR-A_Ftrgt-0.11_Btrigger-130000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.11,130000,A,FALSE,FALSE,0.47,0.17,0.11,119970,166708,21793.7337214587,17401.5451449701,19895.5431915717,21081.0432201672,17105.5312574344,19416.1176312135,0.0612,0.0393,0.0874,0.0788,0.057,0.113,0.091,0.145127090016735,0.192288475622272,0.145824549386351,0.145209408503283,0.161616876326971,0.143365920832465,205555.295685625,168017.478333175,193471.273583142,0.108549967610581,0.105991608173374,0.106958440004068,0.97,1,,0,0.0872,0.1428,0.2042
MP_whiting_HCR-A_Ftrgt-0.11_Btrigger-140000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.11,140000,A,FALSE,FALSE,0.47,0.17,0.11,119970,166708,21771.8718591387,17250.5488421063,19836.8130963098,21127.3999003128,17125.0608821163,19454.1250917793,0.059,0.0376,0.0856,0.0752,0.053,0.111,0.089,0.147633066757929,0.202723857177482,0.1492026839351,0.147741698597854,0.173067980395304,0.147196679110305,205694.684415562,168190.066094281,193696.838274562,0.108405580870739,0.105277196469261,0.106426800649201,0.975,1,,0,0.1202,0.1886,0.2748
MP_whiting_HCR-A_Ftrgt-0.11_Btrigger-150000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.11,150000,A,FALSE,FALSE,0.47,0.17,0.11,119970,166708,21728.7980300808,17057.2630120305,19758.4463746557,21158.5927764477,17133.2227320621,19512.5865808025,0.0571,0.0365,0.0834,0.072,0.051,0.108,0.085,0.151144822359127,0.211928689336793,0.154430112444222,0.151088175974891,0.184663811860195,0.151993530580345,206054.314642992,168392.774710964,193976.296649252,0.108094429774145,0.104024032012997,0.105796261236673,0.977,1,,0,0.1629,0.2376,0.3544
MP_whiting_HCR-A_Ftrgt-0.11_Btrigger-160000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.11,160000,A,FALSE,FALSE,0.47,0.17,0.11,119970,166708,21659.9276375389,16819.9396898393,19655.6174282528,21193.0975383339,17105.5312574344,19580.9632181623,0.05575,0.0358,0.0812,0.0702,0.05,0.103,0.084,0.15570687643554,0.221561467238928,0.161818406617722,0.155706876435541,0.196499219192786,0.158501552916119,206345.026087654,168627.569104522,194304.363834887,0.107621846054845,0.102342378209311,0.10497194170292,0.978,1,,0,0.2155,0.294,0.4392
MP_whiting_HCR-A_Ftrgt-0.11_Btrigger-170000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.11,170000,A,FALSE,FALSE,0.47,0.17,0.11,119970,166708,21563.8839084144,16541.4358475976,19525.9083936084,21267.8726335627,16812.3677737837,19638.7545426916,0.0532,0.0337,0.0786,0.0668,0.045,0.099,0.08,0.161635608714001,0.234994297719903,0.169800198208305,0.161544530807642,0.209281703840636,0.166896234530773,206820.486754375,168952.498743629,194711.51043635,0.106963308186747,0.0999025068744494,0.10390683127655,0.978,1,,0,0.2707,0.357,0.5248
MP_whiting_HCR-A_Ftrgt-0.11_Btrigger-180000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.11,180000,A,FALSE,FALSE,0.47,0.17,0.11,119970,166708,21435.7595371864,16226.7726550183,19366.2204450472,21312.8660060484,16076.4487068823,19700.6386127113,0.05065,0.0318,0.0754,0.0636,0.042,0.095,0.076,0.169045302762049,0.244855190552446,0.179342981287177,0.168991637958454,0.22213076855211,0.17490826041811,207323.81400833,169376.900323981,195364.134269031,0.106188559674811,0.0963743652459284,0.102369734443635,0.98,1,,0,0.3342,0.4238,0.6018
MP_whiting_HCR-A_Ftrgt-0.11_Btrigger-190000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.11,190000,A,FALSE,FALSE,0.47,0.17,0.11,119970,166708,21277.5128571416,15885.4432898878,19172.2732447198,21369.2150532266,15346.6050648784,19584.0510030532,0.0483,0.0302,0.0728,0.06,0.041,0.091,0.072,0.17674223818618,0.255652973935536,0.186299382270343,0.17608259705396,0.234112385920168,0.181930735352737,207898.022995291,169819.680272301,196145.808055744,0.104997841805528,0.0928759129380839,0.100411148718248,0.982,1,,0,0.3952,0.493,0.6686
MP_whiting_HCR-A_Ftrgt-0.11_Btrigger-210000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.11,210000,A,FALSE,FALSE,0.47,0.17,0.11,119970,166708,20871.5723890399,15151.5699499426,18710.9853791863,21111.68386381,14075.2138141173,18400.6273414365,0.04475,0.0272,0.0686,0.056,0.037,0.087,0.066,0.19409166024086,0.276926248420054,0.205518554078401,0.193752284125241,0.249809521753606,0.200328123898138,209217.698311969,170721.573573334,197510.978001827,0.101694730292185,0.0855854165545193,0.0961613710634053,0.985,1,,0,0.5219,0.6088,0.7832
MP_whiting_HCR-A_Ftrgt-0.11_Btrigger-220000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.11,220000,A,FALSE,FALSE,0.47,0.17,0.11,119970,166708,20630.6502408547,14766.104052387,18445.4262212708,20499.4640308017,13511.7114102707,17789.5307462713,0.04325,0.026,0.067,0.054,0.037,0.083,0.065,0.202354278267253,0.286200985762027,0.215636583373551,0.201975486177645,0.257194736286388,0.210391241296922,210134.5715837,171195.908997286,198104.52289706,0.099598798901302,0.0820870510292434,0.0933067769347939,0.987,1,,0,0.5796,0.6634,0.8316
MP_whiting_HCR-A_Ftrgt-0.11_Btrigger-230000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.11,230000,A,FALSE,FALSE,0.47,0.17,0.11,119970,166708,20367.7762549839,14376.2011308408,18161.1408798908,19781.5810609344,13018.1137195817,17200.0403169868,0.042,0.0251,0.066,0.0518,0.035,0.079,0.064,0.211078125680131,0.296436187772351,0.225334629999992,0.210777930520107,0.26103563040797,0.218596838567164,210961.791074395,171547.295613378,198899.496447483,0.0972048119757528,0.078814660846419,0.0901302885557987,0.988,1,,0,0.6342,0.7142,0.867
MP_whiting_HCR-A_Ftrgt-0.11_Btrigger-240000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.11,240000,A,FALSE,FALSE,0.47,0.17,0.11,119970,166708,20086.2222752389,13990.7971006303,17862.380947224,19193.4522392848,12578.9883865155,16658.2345164675,0.04,0.0233,0.0638,0.0496,0.033,0.076,0.061,0.21970813322361,0.305954589513785,0.230949334942039,0.219431382865891,0.265622982166892,0.225851135784249,211802.318607774,171969.974111843,199824.508952382,0.0943431620315229,0.0758442920237784,0.0871638685262227,0.99,1,,0,0.6829,0.7586,0.8932
MP_whiting_HCR-A_Ftrgt-0.11_Btrigger-250000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.11,250000,A,FALSE,FALSE,0.47,0.17,0.11,119970,166708,19791.1829438222,13612.7687448599,17552.5620948137,18622.3674694079,12153.350781459,16166.8924823242,0.03875,0.0223,0.063,0.0474,0.032,0.074,0.061,0.225727537297071,0.313919342036553,0.237267270636802,0.225370990715629,0.269620020124844,0.230051962091239,212666.76606033,172333.393349192,200702.476695279,0.0915106099828134,0.0730045539282908,0.0841877928290703,0.991,1,,0,0.726,0.7952,0.9164
MP_whiting_HCR-A_Ftrgt-0.11_Btrigger-260000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.11,260000,A,FALSE,FALSE,0.47,0.17,0.11,119970,166708,19486.2435554436,13243.6222512899,17236.9222303205,18074.2647519581,11756.7514203612,15696.5033017405,0.03765,0.0212,0.0624,0.0458,0.029,0.074,0.059,0.232264602288529,0.320267253528219,0.241118948249639,0.23149792406022,0.27176254743391,0.234669042868054,213579.952033301,172761.750832641,201514.284780068,0.0887183513625641,0.0702975484288869,0.0814661693873918,0.991,1,,0,0.7647,0.8282,0.9338
MP_whiting_HCR-A_Ftrgt-0.11_Btrigger-2e+05_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.11,2e+05,A,FALSE,FALSE,0.47,0.17,0.11,119970,166708,21088.3989680454,15526.077047593,18952.7270546088,21355.6233587516,14686.418905631,19064.7601814563,0.04665,0.0285,0.0714,0.0582,0.039,0.09,0.071,0.185312874556954,0.266032361347422,0.197055026096198,0.184781201929275,0.244610845646677,0.19214388695428,208556.299840671,170269.199216863,196662.644870384,0.103466338588108,0.0893061681576968,0.0983858425653915,0.984,1,,0,0.4602,0.5474,0.7284
MP_whiting_HCR-A_Ftrgt-0.12_Btrigger-120000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.12,120000,A,FALSE,FALSE,0.47,0.17,0.12,119970,166708,23190.0473359237,18851.4993640621,21250.6010502021,22432.337742383,18413.0947843514,20695.5297138713,0.07045,0.0486,0.0938,0.0908,0.066,0.123,0.108,0.145026715505128,0.173924630807946,0.144632806539709,0.145066544557573,0.153395251210506,0.142550816550347,201828.69300442,166456.983458061,190304.245596665,0.118299183851448,0.116311249278955,0.116786077832433,0.965,1,,0,0.0679,0.1148,0.1486
MP_whiting_HCR-A_Ftrgt-0.12_Btrigger-130000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.12,130000,A,FALSE,FALSE,0.47,0.17,0.12,119970,166708,23182.3811890886,18726.2131961935,21203.211181406,22458.7628837787,18425.574280724,20716.921929776,0.0676,0.0457,0.0914,0.0876,0.063,0.119,0.105,0.14685166426428,0.182126039745195,0.147236826170267,0.14697580278461,0.162622455904706,0.145251882718279,201996.813569144,166587.257318079,190444.024166201,0.118174749826308,0.115643775758215,0.116415538635464,0.967,1,,0,0.098,0.1552,0.2112
MP_whiting_HCR-A_Ftrgt-0.12_Btrigger-140000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.12,140000,A,FALSE,FALSE,0.47,0.17,0.12,119970,166708,23157.2616722791,18559.6206368753,21137.3337550034,22496.4098099153,18441.6234581902,20770.0223275494,0.06475,0.0423,0.0898,0.0846,0.06,0.116,0.1,0.149594870098725,0.191445529688564,0.152180727133013,0.149608017308186,0.173797061153474,0.15021585354173,202186.643917394,166873.67710911,190591.988551314,0.117919720472134,0.114745124803908,0.115879758477542,0.969,1,,0,0.1333,0.2018,0.2832
MP_whiting_HCR-A_Ftrgt-0.12_Btrigger-150000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.12,150000,A,FALSE,FALSE,0.47,0.17,0.12,119970,166708,23108.3037208658,18347.2420549273,21050.9645084122,22539.3999470964,18463.4014085823,20828.468656673,0.0623,0.0399,0.0884,0.081,0.056,0.114,0.097,0.153375029881853,0.201958052971592,0.15730825096425,0.153414661494922,0.1858453483369,0.154235103884261,202489.596505935,167101.071024309,190765.630027493,0.117576173214168,0.113422984124319,0.114986943815162,0.971,1,,0,0.1804,0.2548,0.3632
MP_whiting_HCR-A_Ftrgt-0.12_Btrigger-160000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.12,160000,A,FALSE,FALSE,0.47,0.17,0.12,119970,166708,23030.9964911232,18087.7789044731,20938.4752003427,22598.5049708108,18422.1878222353,20888.2936929271,0.06035,0.0385,0.086,0.0784,0.053,0.11,0.094,0.159020908175596,0.211999902430351,0.165084900497402,0.15911293831982,0.197798109456166,0.161835449827154,202909.626642848,167290.839799657,191279.415455411,0.117016652802476,0.111402900688988,0.114049337807159,0.976,1,,0,0.2315,0.3126,0.45
MP_whiting_HCR-A_Ftrgt-0.12_Btrigger-170000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.12,170000,A,FALSE,FALSE,0.47,0.17,0.12,119970,166708,22922.8471598805,17783.9182627972,20796.597819843,22660.0809889291,18070.4292307937,20972.5847789334,0.05805,0.0371,0.0838,0.0742,0.05,0.107,0.091,0.16539602687519,0.221558238017378,0.173453676511544,0.16539602687519,0.211326283896622,0.170295003411021,203422.204779351,167625.785108548,191856.285959009,0.116285905256268,0.108535942661916,0.112612630786399,0.977,1,,0,0.2937,0.3778,0.5342
MP_whiting_HCR-A_Ftrgt-0.12_Btrigger-180000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.12,180000,A,FALSE,FALSE,0.47,0.17,0.12,119970,166708,22780.459322979,17444.0159901004,20621.0008466055,22731.4484210872,17263.2561332495,21017.6194843374,0.0555,0.0361,0.0804,0.0694,0.049,0.101,0.086,0.172480263054548,0.234420021820188,0.182000418639609,0.172401627966723,0.225326458010135,0.177843916815958,203925.567259002,168026.20929465,192403.924920503,0.115202514296742,0.104659247091855,0.110923151743091,0.978,1,,0,0.3544,0.445,0.6096
MP_whiting_HCR-A_Ftrgt-0.12_Btrigger-190000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.12,190000,A,FALSE,FALSE,0.47,0.17,0.12,119970,166708,22606.4159739895,17075.9618003013,20410.4571252447,22798.6366379121,16453.7532192729,20814.9776707883,0.05305,0.0339,0.0772,0.0672,0.044,0.097,0.082,0.180730375857621,0.247375830312745,0.190566950347338,0.180587206266336,0.236172384758933,0.185158703138044,204604.669356824,168640.316828136,192959.998491309,0.113787001194917,0.100823397536641,0.108848145481423,0.978,1,,0,0.4192,0.5068,0.6766
MP_whiting_HCR-A_Ftrgt-0.12_Btrigger-210000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.12,210000,A,FALSE,FALSE,0.47,0.17,0.12,119970,166708,22164.3132260072,16286.8356522728,19914.0245221385,22298.4714942056,15120.8583830464,19464.9542786708,0.04815,0.0302,0.0724,0.0598,0.041,0.09,0.072,0.198061786945502,0.270545534540155,0.209060351872966,0.197747167814871,0.252577068608583,0.203752096148102,206165.530267644,169546.097763134,194474.801749417,0.109911655463915,0.0927105562903008,0.103734399835734,0.983,1,,0,0.5423,0.6276,0.789
MP_whiting_HCR-A_Ftrgt-0.12_Btrigger-220000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.12,220000,A,FALSE,FALSE,0.47,0.17,0.12,119970,166708,21904.3051631819,15873.2460973154,19629.6616621916,21560.5116092322,14538.7012571928,18815.5282497289,0.04655,0.0287,0.0706,0.0582,0.039,0.09,0.071,0.206697439560904,0.279989984572724,0.21989273342041,0.206259907410432,0.257974713974785,0.214181675809433,207010.894404057,170078.570954651,195390.319559556,0.107669927466029,0.0889759026145848,0.100510223167368,0.984,1,,0,0.5996,0.6814,0.8378
MP_whiting_HCR-A_Ftrgt-0.12_Btrigger-230000_TACconstr-FALSE_BB-FALSE_ObsRho-0.47_ObsSd-0.17.rds,MP_whiting,0.12,230000,A,FALSE,FALSE,0.47,0.17,0.12,119970,166708,21621.9687868195,15455.7914317879,19325.8811260595,20859.3939379313,13995.1264100725,18192.1953153309,0.0447,0.0273,0.0682,0.056,0.037,0.085,0.066,0.215923488091833,0.289557394093637,0.227864631823315,0.215423818783041,0.261924008436663,0.222580075428014,207884.66775204,170453.250402264,196365.460658161,0.104680830603779,0.0853706504683363,0.0971032392084208,0.985,1,,0,0.6532,0.7286,0.8726
