"file","OM","Ftrgt","Btrigger","HCR","TACconstr","BB","Blim","catch_long","catch_short","catch_medium","catch_median_long","catch_median_short","catch_median_medium","risk1_full","risk1_long","risk1_short","risk1_medium","risk3_long","risk3_short","risk3_medium","iav_long","iav_short","iav_medium","ssb_median_long","ssb_median_short","ssb_median_medium","recovery_proportion","recovery_time","conv_failed","F_maxed","F0","fbar_median_long","fbar_median_short","fbar_median_medium","slope_long","slope_medium","slope_short","HPC"
"cod4_HCR-A_Ftrgt-0.17_Btrigger-210000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.17,210000,"A",FALSE,FALSE,107000,46827.9242,27075.9146,44446.6934,45638.5,27314,43454.5,0.01025,0,0.041,0,0,0.185,0,0.0839717042171432,0.391843274100274,0.11189712274875,326786.518551939,209902.563626455,307770.296967094,1,2,0,0,NA,0.171522908415891,0.134569594904676,0.168910684995456,0.0096,0.0196,0.5252,"POD"
"cod4_HCR-A_Ftrgt-0.17_Btrigger-2e+05_TACconstr-FALSE_BB-FALSE.rds","cod4",0.17,2e+05,"A",FALSE,FALSE,107000,46820.2573,27245.5422,44381.2692,45621.5,27639,43383.5,0.01035,0,0.0414,0,0,0.185,0,0.0836045543040986,0.375148899330675,0.111489088905363,326721.192499386,208386.817478578,307222.992826742,1,2,0,0,NA,0.171544818283561,0.136176114029855,0.168833047686581,0.0052,0.0116,0.5004,"POD"
"cod4_HCR-A_Ftrgt-0.18_Btrigger-110000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.18,110000,"A",FALSE,FALSE,107000,47755.0996,29838.9074,45081.423,46449,26842,44081,0.0118,0,0.0472,0,0,0.185,0,0.0832428990828146,0.254080855896111,0.114402648657908,313352.893842646,189241.823590668,292506.503825945,1,2,0,0,NA,0.181389764752606,0.157778841051771,0.178336446304201,0,0,0.0714,"POD"
"cod4_HCR-A_Ftrgt-0.18_Btrigger-120000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.18,120000,"A",FALSE,FALSE,107000,47762.4748,29730.5272,45119.397,46475.5,27115,44109,0.0117,0,0.0468,0,0,0.185,0,0.0835654229937483,0.273255448817481,0.113974868320003,313366.558321159,191102.032298184,292926.590033844,1,2,0,0,NA,0.181429289934883,0.156297352583101,0.17832297451758,0,0,0.3224,"POD"
"cod4_HCR-A_Ftrgt-0.18_Btrigger-130000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.18,130000,"A",FALSE,FALSE,107000,47772.6481,29576.0366,45174.2896,46498.5,27546.5,44211.5,0.01135,0,0.0454,0,0,0.185,0,0.0835850918970115,0.304435339868267,0.113436361432558,313401.742035276,193569.083911832,293311.885773332,1,2,0,0,NA,0.181435905717566,0.154535504329557,0.178374176135137,0,0,0.3636,"POD"
"cod4_HCR-A_Ftrgt-0.18_Btrigger-140000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.18,140000,"A",FALSE,FALSE,107000,47783.1993,29413.6758,45235.535,46495.5,28026.5,44291,0.0111,0,0.0444,0,0,0.185,0,0.0841373328365007,0.319964613530262,0.113025142983556,313471.609734201,195957.362222139,293861.692284341,1,2,0,0,NA,0.181485907496934,0.152475756127313,0.178503063844635,0,0,0.3946,"POD"
"cod4_HCR-A_Ftrgt-0.18_Btrigger-150000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.18,150000,"A",FALSE,FALSE,107000,47793.416,29247.4936,45303.6754,46502.5,28344,44324.5,0.0108,0,0.0432,0,0,0.185,0,0.0845514896144469,0.330531328454173,0.112735175251199,313475.537211911,197964.753891895,294603.116378122,1,2,0,0,NA,0.181515966802546,0.150338922536376,0.178624290109811,0,0,0.4134,"POD"
"cod4_HCR-A_Ftrgt-0.18_Btrigger-160000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.18,160000,"A",FALSE,FALSE,107000,47802.8596,29087.8784,45368.725,46521.5,28518,44345,0.01075,0,0.043,0,0,0.185,0,0.084537600899979,0.341454545573846,0.112478325080325,313532.747720699,200008.191877585,295149.872917868,1,2,0,0,NA,0.181501329571276,0.149095628691537,0.178657029001965,0,6e-04,0.4284,"POD"
"cod4_HCR-A_Ftrgt-0.18_Btrigger-170000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.18,170000,"A",FALSE,FALSE,107000,47812.796,28928.9844,45434.1824,46534,28792,44420.5,0.01065,0,0.0426,0,0,0.185,0,0.0847999232675463,0.348672239238696,0.112348786380657,313572.014952563,201766.188481989,295837.982552979,1,2,0,0,NA,0.181591029204768,0.147954185852507,0.178722205659687,8e-04,0.0024,0.4454,"POD"
"cod4_HCR-A_Ftrgt-0.18_Btrigger-180000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.18,180000,"A",FALSE,FALSE,107000,47822.5126,28771.9912,45499.6734,46570.5,28934.5,44457,0.0105,0,0.042,0,0,0.185,0,0.0852355099229926,0.352871722929914,0.112384199016526,313579.315432069,203322.632154168,296522.767277071,1,2,0,0,NA,0.181644551146018,0.146584459990615,0.17886748895635,0.0023,0.0062,0.4644,"POD"
"cod4_HCR-A_Ftrgt-0.18_Btrigger-190000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.18,190000,"A",FALSE,FALSE,107000,47830.6768,28612.618,45564.9724,46592.5,28948,44513.5,0.0104,0,0.0416,0,0,0.185,0,0.0853571030290721,0.363994256570716,0.112530566776635,313635.334357725,204739.956539467,297182.441384683,1,2,0,0,NA,0.181672563142612,0.145132396017382,0.178897179974468,0.0047,0.0106,0.4844,"POD"
"cod4_HCR-A_Ftrgt-0.18_Btrigger-210000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.18,210000,"A",FALSE,FALSE,107000,47842.5081,28271.852,45697.4846,46616,28353,44648,0.01035,0,0.0414,0,0,0.185,0,0.0860537110010148,0.395407420716461,0.113622625780022,313903.812327727,207669.233413381,298305.660881907,1,2,0,0,NA,0.181496966218191,0.14135395975724,0.178786307959257,0.0164,0.0282,0.533,"POD"
"cod4_HCR-A_Ftrgt-0.18_Btrigger-2e+05_TACconstr-FALSE_BB-FALSE.rds","cod4",0.18,2e+05,"A",FALSE,FALSE,107000,47837.1328,28446.49,45630.5968,46614,28775.5,44573.5,0.01035,0,0.0414,0,0,0.185,0,0.0857492945066886,0.37742077612336,0.112922237356812,313764.038639432,206114.905148676,297757.529911651,1,2,0,0,NA,0.181582548757721,0.143360758902345,0.178947202955305,0.0095,0.0178,0.5074,"POD"
"cod4_HCR-A_Ftrgt-0.19_Btrigger-110000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.19,110000,"A",FALSE,FALSE,107000,48667.5951,31001.9216,46217.2026,47329.5,27851.5,45155.5,0.012,0,0.048,0,0,0.185,0,0.0849110853447978,0.247668122038944,0.115410186804148,301167.700493308,186513.452100766,283183.763652047,1,2,0,0,NA,0.191384409294116,0.166621260815455,0.188389851395284,0,0,0.0722,"POD"
"cod4_HCR-A_Ftrgt-0.19_Btrigger-120000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.19,120000,"A",FALSE,FALSE,107000,48674.7735,30895.5482,46257.039,47330,28170.5,45200.5,0.0118,0,0.0472,0,0,0.185,0,0.0850541560040865,0.269289892163364,0.11498298395446,301142.79512269,188621.609024388,283520.541982722,1,2,0,0,NA,0.191412818398573,0.164945910718978,0.188489390732097,0,0,0.324,"POD"
"cod4_HCR-A_Ftrgt-0.19_Btrigger-130000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.19,130000,"A",FALSE,FALSE,107000,48685.814,30744.8924,46311.676,47353.5,28583.5,45251,0.0117,0,0.0468,0,0,0.185,0,0.0856321948084494,0.302236335068622,0.114535387413303,301156.007237799,191042.037325843,284044.677679972,1,2,0,0,NA,0.191479918352335,0.163064322677518,0.188510801835023,0,0,0.3656,"POD"
"cod4_HCR-A_Ftrgt-0.19_Btrigger-140000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.19,140000,"A",FALSE,FALSE,107000,48696.1552,30584.6634,46375.0216,47361,29044,45286.5,0.01135,0,0.0454,0,0,0.185,0,0.0858226750544008,0.317270799561523,0.114119877540931,301223.854762635,193386.965785572,284786.718483305,1,2,0,0,NA,0.191537013862237,0.160634901023106,0.188588150359945,0,0,0.3982,"POD"
"cod4_HCR-A_Ftrgt-0.19_Btrigger-150000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.19,150000,"A",FALSE,FALSE,107000,48707.2191,30421.205,46443.5092,47406.5,29438.5,45366.5,0.01105,0,0.0442,0,0,0.185,0,0.0861305125491349,0.330805447699773,0.113821313377655,301308.431885516,195669.530204532,285420.029817514,1,2,0,0,NA,0.191544087127043,0.158527927113552,0.188790556393841,0,2e-04,0.417,"POD"
"cod4_HCR-A_Ftrgt-0.19_Btrigger-160000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.19,160000,"A",FALSE,FALSE,107000,48716.9166,30260.3786,46511.8906,47401,29629,45428,0.0108,0,0.0432,0,0,0.185,0,0.0862911423370997,0.340573234216439,0.113675528941227,301263.400407494,197469.726401405,285995.651714428,1,2,0,0,NA,0.191606791637501,0.157302129234048,0.188862741829038,7e-04,0.0018,0.4332,"POD"
"cod4_HCR-A_Ftrgt-0.19_Btrigger-170000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.19,170000,"A",FALSE,FALSE,107000,48726.9125,30102.987,46578.3516,47413,29919,45464,0.0107,0,0.0428,0,0,0.185,0,0.0863366649843605,0.347818852167597,0.113628430322267,301378.699239247,199294.462365881,286484.078294288,1,2,0,0,NA,0.191657420564191,0.155566512671043,0.188925381258795,0.002,0.004,0.4504,"POD"
"cod4_HCR-A_Ftrgt-0.19_Btrigger-180000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.19,180000,"A",FALSE,FALSE,107000,48736.0052,29943.3378,46646.3504,47450.5,30014,45499,0.01065,0,0.0426,0,0,0.185,0,0.0869265297143738,0.354293582047473,0.113784812085025,301440.569197629,201099.58069797,287079.940967662,1,2,0,0,NA,0.191673720532696,0.154059348928854,0.188973742504329,0.0038,0.0078,0.4704,"POD"
"cod4_HCR-A_Ftrgt-0.19_Btrigger-190000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.19,190000,"A",FALSE,FALSE,107000,48743.6365,29781.008,46713.9636,47454.5,29966,45586,0.0105,0,0.042,0,0,0.185,0,0.0869444380070473,0.364534480382793,0.114068644210069,301485.515624706,202755.142086997,287773.309524625,1,2,0,0,NA,0.191661126195171,0.152445697264289,0.188967503373388,0.0085,0.0146,0.4908,"POD"
"cod4_HCR-A_Ftrgt-0.19_Btrigger-210000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.19,210000,"A",FALSE,FALSE,107000,48752.5633,29430.0836,46843.0482,47504,29390,45739.5,0.01035,0,0.0414,0,0,0.185,0,0.0881167931053935,0.398988436288749,0.11573181470661,301827.847789981,205662.960443371,289170.470451231,1,2,0,0,NA,0.191511698252099,0.148511710656689,0.188767788988272,0.0263,0.04,0.5408,"POD"
"cod4_HCR-A_Ftrgt-0.19_Btrigger-2e+05_TACconstr-FALSE_BB-FALSE.rds","cod4",0.19,2e+05,"A",FALSE,FALSE,107000,48749.4825,29610.1032,46780.0534,47477,29730,45649.5,0.0104,0,0.0416,0,0,0.185,0,0.0875749882862785,0.382972447188948,0.114690890723487,301651.313826807,204305.026494555,288417.33458008,1,2,0,0,NA,0.191563635613809,0.15056855525756,0.188755745509959,0.0159,0.0236,0.5126,"POD"
"cod4_HCR-A_Ftrgt-0.198_Btrigger-150000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.198,150000,"A",FALSE,FALSE,107000,49369.4795,31333.2134,47288.7418,48022.5,30257,46145.5,0.0113,0,0.0452,0,0,0.185,0,0.0872638343388061,0.328664788917756,0.114758381018665,292163.74285121,193440.169759758,277903.289316631,1,2,0,0,FALSE,0.199635366717715,0.164936622288203,0.196963863530509,2e-04,6e-04,0.4208,"UEA"
"cod4_HCR-A_Ftrgt-0.198_Btrigger-170000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.198,170000,"A",FALSE,FALSE,107000,49389.3274,31013.185,47428.5866,48032,30757.5,46275.5,0.0108,0,0.0432,0,0,0.185,0,0.0878141944116542,0.349082609757115,0.114758257059934,292227.998571846,197709.473431259,279227.03581258,1,2,0,0,FALSE,0.199581599112215,0.161539336165861,0.197013155598576,0.0028,0.0062,0.4546,"UEA"
"cod4_HCR-A_Ftrgt-0.198_Btrigger-190000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.198,190000,"A",TRUE,TRUE,107000,49452.56784,29889.17924,49266.3709,47452,28958.45,47929.7,0.0106,0,0.0424,0,0,0.185,0,0.337583102723091,0.505399753950584,0.3820418311498,292208.547220496,200803.682005027,281574.347271969,1,2,0,0,FALSE,0.197456132826892,0.145492530929354,0.206040131402435,0.0134,0.0218,0.496,"UEA"
"cod4_HCR-A_Ftrgt-0.2_Btrigger-110000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.2,110000,"A",FALSE,FALSE,107000,49486.0235,32126.5576,47262.5762,48110.5,28871,46165,0.0123,0,0.0492,0,0,0.185,0,0.0863291841123017,0.243593377880254,0.116471742011249,289844.761904421,184212.966767055,273845.165853535,1,2,0,0,FALSE,0.201400640248618,0.175351909827086,0.198530833656399,0,0,0.0734,"UEA"
"cod4_HCR-A_Ftrgt-0.2_Btrigger-110000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.2,110000,"A",TRUE,TRUE,107000,49481.19461,32533.11296,48604.22054,47403.3,32872.3,46894.65,0.0185,0,0.074,0,0,0.185,0,0.350173737467096,0.28,0.427526611887331,288759.694913379,166718.462618614,270344.668963592,1,3,0,0,FALSE,0.199337147610279,0.185100108371497,0.208548408220667,0,0,0.1134,"UEA"
"cod4_HCR-A_Ftrgt-0.2_Btrigger-120000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.2,120000,"A",FALSE,FALSE,107000,49493.0716,32023.6534,47302.0534,48139.5,29213.5,46195,0.012,0,0.048,0,0,0.185,0,0.0868698666315492,0.265180628499129,0.116052538655378,289886.909844474,186092.287000515,274392.084417843,1,2,0,0,NA,0.201413819997068,0.173472220274311,0.198622388356654,0,0,0.3264,"POD"
"cod4_HCR-A_Ftrgt-0.2_Btrigger-130000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.2,130000,"A",FALSE,FALSE,107000,49503.5922,31876.9656,47357.682,48121,29628,46206,0.0117,0,0.0468,0,0,0.185,0,0.0871515890685639,0.299813396014676,0.115672907865904,289926.341115862,188465.65984046,274973.259439134,1,2,0,0,FALSE,0.201424229255688,0.17133020895082,0.19870742949727,0,0,0.3678,"UEA"
"cod4_HCR-A_Ftrgt-0.2_Btrigger-130000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.2,130000,"A",TRUE,TRUE,107000,49556.70083,31099.75906,49103.38512,47514.85,28230.45,47683.3,0.0117,0,0.0468,0,0,0.185,0,0.344167510984413,0.391522397154236,0.40281355939473,289533.595356255,188670.591654416,275830.755285763,1,2,0,0,FALSE,0.199663373549382,0.160024866797623,0.208713161361022,0,0,0.3678,"UEA"
"cod4_HCR-A_Ftrgt-0.2_Btrigger-140000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.2,140000,"A",FALSE,FALSE,107000,49515.3217,31717.881,47423.497,48138.5,30098.5,46239.5,0.0116,0,0.0464,0,0,0.185,0,0.0875513274798349,0.31437522895969,0.115310824008521,289978.186880692,190908.550557308,275524.521631608,1,2,0,0,NA,0.2015457111751,0.168924428987671,0.198753045993576,0,0,0.4006,"POD"
"cod4_HCR-A_Ftrgt-0.2_Btrigger-150000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.2,150000,"A",FALSE,FALSE,107000,49525.8731,31557.8554,47491.7586,48166.5,30468,46322,0.0113,0,0.0452,0,0,0.185,0,0.0877256326750213,0.328416323892272,0.114994923972098,290040.610768861,193019.63846947,276293.539942569,1,2,0,0,FALSE,0.201624925123846,0.166554427822915,0.19907308779717,4e-04,6e-04,0.4212,"UEA"
"cod4_HCR-A_Ftrgt-0.2_Btrigger-150000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.2,150000,"A",TRUE,TRUE,107000,49574.73952,30790.72324,49212.19442,47530.9,28157.85,47811.1,0.0113,0,0.0452,0,0,0.185,0,0.341998393611597,0.440370377899917,0.395645195347414,289679.751847244,193303.001395769,276790.709137405,1,2,0,0,FALSE,0.19956447495547,0.154330808584539,0.208920441203677,6e-04,0.001,0.4212,"UEA"
"cod4_HCR-A_Ftrgt-0.2_Btrigger-160000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.2,160000,"A",FALSE,FALSE,107000,49536.2988,31397.5084,47562.7152,48168.5,30688.5,46397.5,0.01105,0,0.0442,0,0,0.185,0,0.0878942347411787,0.340042410720812,0.114956106298834,290061.041347861,195102.725606848,276929.419659092,1,2,0,0,NA,0.201558219499689,0.165074029983448,0.199023478490098,0.0013,0.0026,0.4386,"POD"
"cod4_HCR-A_Ftrgt-0.2_Btrigger-170000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.2,170000,"A",FALSE,FALSE,107000,49545.6644,31238.3216,47631.7264,48189,30974,46460,0.0108,0,0.0432,0,0,0.185,0,0.0882851495134949,0.349131289836757,0.115057978411552,290100.652795999,197258.578326723,277504.752460231,1,2,0,0,FALSE,0.201580292155827,0.163046473744052,0.199088932690174,0.0031,0.0064,0.4552,"UEA"
"cod4_HCR-A_Ftrgt-0.2_Btrigger-170000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.2,170000,"A",TRUE,TRUE,107000,49591.92326,30455.90296,49349.56286,47563.65,28729.25,47965,0.0108,0,0.0432,0,0,0.185,0,0.339886963091944,0.486414770946689,0.389002408773421,289810.300583119,197169.774243259,278513.049998318,1,2,0,0,FALSE,0.199541559211927,0.149741952811311,0.2087113926493,0.0038,0.007,0.4552,"UEA"
"cod4_HCR-A_Ftrgt-0.2_Btrigger-180000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.2,180000,"A",FALSE,FALSE,107000,49554.5007,31078.4558,47699.7956,48197.5,31009.5,46509.5,0.0107,0,0.0428,0,0,0.185,0,0.0882356015937232,0.356706201030421,0.115368311976546,290225.128531613,199030.822498081,278184.279511084,1,2,0,0,NA,0.201593970109749,0.161523211332938,0.199202022841402,0.0076,0.0122,0.4758,"POD"
"cod4_HCR-A_Ftrgt-0.2_Btrigger-190000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.2,190000,"A",FALSE,FALSE,107000,49561.3161,30913.33,47766.0778,48232,30934,46579.5,0.01065,0,0.0426,0,0,0.185,0,0.0889863226658377,0.368977891340604,0.115924600294591,290324.978871655,200692.422678223,278758.008769017,1,2,0,0,FALSE,0.201636273036719,0.159753564822995,0.199028839696125,0.0144,0.0206,0.4984,"UEA"
"cod4_HCR-A_Ftrgt-0.2_Btrigger-190000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.2,190000,"A",TRUE,TRUE,107000,49608.00594,30107.94048,49475.75534,47600.25,29125.4,48144.8,0.01065,0,0.0426,0,0,0.185,0,0.336874093176699,0.504344013363002,0.381174989123807,289896.925072173,200452.190080306,279725.226627479,1,2,0,0,FALSE,0.199292069107432,0.146933164304015,0.208058318635311,0.0154,0.023,0.498,"UEA"
"cod4_HCR-A_Ftrgt-0.2_Btrigger-210000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.2,210000,"A",FALSE,FALSE,107000,49563.2303,30553.0186,47892.872,48294,30303,46766.5,0.0104,0,0.0416,0,0,0.185,0,0.0901615440333203,0.402026996744412,0.118308102434766,290591.401242428,203723.775596648,280391.791648543,1,2,0,0,NA,0.201412317418471,0.155211551460429,0.198835463837359,0.0406,0.0526,0.5486,"POD"
"cod4_HCR-A_Ftrgt-0.2_Btrigger-2e+05_TACconstr-FALSE_BB-FALSE.rds","cod4",0.2,2e+05,"A",FALSE,FALSE,107000,49565.0761,30739.2076,47830.9648,48251.5,30649,46671.5,0.0105,0,0.042,0,0,0.185,0,0.0891993466226318,0.384943904088414,0.116851595290647,290495.327338535,202121.717901797,279387.459944722,1,2,0,0,NA,0.201561388122372,0.157662840369426,0.198930711499902,0.0252,0.0358,0.5206,"POD"
"cod4_HCR-A_Ftrgt-0.21_Btrigger-110000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.21,110000,"A",FALSE,FALSE,107000,50216.8591,33214.1654,48222.7398,48816,29782,47054,0.0125,0,0.05,0,0,0.185,0,0.0882187193808315,0.239810705092526,0.117601236191838,279258.90997549,181825.079480819,265385.118093909,1,2,0,0,NA,0.211440593261258,0.184158443000707,0.208719863415495,0,0,0.0746,"POD"
"cod4_HCR-A_Ftrgt-0.21_Btrigger-120000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.21,120000,"A",FALSE,FALSE,107000,50224.5982,33113.6898,48263.0854,48826,30177.5,47067,0.0123,0,0.0492,0,0,0.185,0,0.0882613279299275,0.261162948565089,0.117229173970336,279235.051523991,183885.443975749,265845.165883575,1,2,0,0,NA,0.211458329192597,0.182122480580716,0.208889233653286,0,0,0.3284,"POD"
"cod4_HCR-A_Ftrgt-0.21_Btrigger-130000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.21,130000,"A",FALSE,FALSE,107000,50236.4148,32972.2562,48316.7756,48827,30650.5,47108.5,0.01185,0,0.0474,0,0,0.185,0,0.088823766204552,0.29401463277146,0.11683256589426,279263.979288083,186380.919123779,266289.56688542,1,2,0,0,NA,0.21152213086436,0.179808716114677,0.208867626274929,0,0,0.3712,"POD"
"cod4_HCR-A_Ftrgt-0.21_Btrigger-140000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.21,140000,"A",FALSE,FALSE,107000,50247.4993,32816.1306,48384.0318,48851.5,31103,47174,0.0117,0,0.0468,0,0,0.185,0,0.089352353043231,0.313222649647139,0.116561889066716,279230.232159462,188773.306984205,266978.841494705,1,2,0,0,NA,0.211552577491875,0.177104570818473,0.209084524171398,0,2e-04,0.4048,"POD"
"cod4_HCR-A_Ftrgt-0.21_Btrigger-150000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.21,150000,"A",FALSE,FALSE,107000,50258.6867,32656.9578,48455.1112,48864.5,31492,47229.5,0.0114,0,0.0456,0,0,0.185,0,0.0894795438360061,0.325615385909645,0.116406740730119,279204.444116964,191224.820942063,267459.572728448,1,2,0,0,NA,0.211576295280826,0.174645950110048,0.209240172711723,9e-04,0.002,0.4246,"POD"
"cod4_HCR-A_Ftrgt-0.21_Btrigger-160000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.21,160000,"A",FALSE,FALSE,107000,50268.6667,32499.4046,48526.0408,48885.5,31708,47282,0.0112,0,0.0448,0,0,0.185,0,0.0898942220323057,0.339314629511186,0.116418866466587,279258.768296953,192908.73294309,268278.786443086,1,2,0,0,NA,0.211690775887823,0.172796271514835,0.209287501793834,0.0027,0.0054,0.445,"POD"
"cod4_HCR-A_Ftrgt-0.21_Btrigger-170000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.21,170000,"A",FALSE,FALSE,107000,50277.235,32338.67,48598.8892,48899.5,31872,47359.5,0.01095,0,0.0438,0,0,0.185,0,0.0902225608625007,0.349202476521928,0.116702205017914,279334.696087162,194863.769058685,268792.75318242,1,2,0,0,NA,0.21172392653979,0.170411578836124,0.209391304006728,0.0064,0.0102,0.4628,"POD"
"cod4_HCR-A_Ftrgt-0.21_Btrigger-180000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.21,180000,"A",FALSE,FALSE,107000,50285.6201,32176.5454,48664.519,48928,31907.5,47423.5,0.0108,0,0.0432,0,0,0.185,0,0.0907028666253443,0.35863137344619,0.117224574271679,279387.07554516,196852.308888164,269443.187127608,1,2,0,0,NA,0.2115941729352,0.1687973129803,0.209269592624717,0.0132,0.0178,0.4816,"POD"
"cod4_HCR-A_Ftrgt-0.21_Btrigger-190000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.21,190000,"A",FALSE,FALSE,107000,50290.44,32010.0716,48728.4944,48943,31799,47500,0.01065,0,0.0426,0,0,0.185,0,0.0907855781093738,0.374070590084291,0.118121494064406,279592.936039218,198752.043632335,270106.717175447,1,2,0,0,NA,0.211627167571426,0.167180090024241,0.209278870290049,0.0231,0.0298,0.5036,"POD"
"cod4_HCR-A_Ftrgt-0.21_Btrigger-210000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.21,210000,"A",FALSE,FALSE,107000,50283.374,31640.8122,48847.7698,49010.5,31111,47704,0.0105,0,0.042,0,0,0.185,0,0.0925097957077932,0.403941600133972,0.121165493282846,280133.511407872,201986.636826581,272076.575662235,1,2,0,0,NA,0.211272584587628,0.162019755879876,0.208807898024032,0.0599,0.0692,0.5582,"POD"
"cod4_HCR-A_Ftrgt-0.21_Btrigger-2e+05_TACconstr-FALSE_BB-FALSE.rds","cod4",0.21,2e+05,"A",FALSE,FALSE,107000,50291.0571,31832.622,48788.726,48981.5,31563.5,47596.5,0.01065,0,0.0426,0,0,0.185,0,0.0915502713548061,0.389888840727887,0.119411540143938,279852.475641488,200356.608493051,270979.015533677,1,2,0,0,NA,0.21146022966798,0.164909828705949,0.209094767047095,0.0385,0.0466,0.5296,"POD"
"cod4_HCR-A_Ftrgt-0.22_Btrigger-110000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.22,110000,"A",FALSE,FALSE,107000,50868.1453,34267.473,49102.4364,49424,30726,47910.5,0.0128,0,0.0512,0,0,0.185,0,0.0899295529787822,0.234454835945997,0.118795705923056,268728.510293707,179666.40337991,257186.820287473,1,2,0,0,NA,0.221576541546451,0.192929403225511,0.218968578295603,0,0,0.076,"POD"
"cod4_HCR-A_Ftrgt-0.22_Btrigger-120000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.22,120000,"A",FALSE,FALSE,107000,50877.3476,34170.0278,49141.287,49426,31079.5,47923,0.0124,0,0.0496,0,0,0.185,0,0.090206394276481,0.256842902395512,0.118442476952815,268718.849380399,181583.268793873,257611.521163716,1,2,0,0,NA,0.221600304475176,0.190762983279055,0.218928456050139,0,0,0.3308,"POD"
"cod4_HCR-A_Ftrgt-0.22_Btrigger-130000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.22,130000,"A",FALSE,FALSE,107000,50888.8289,34031.9566,49197.5146,49475.5,31623,47967,0.012,0,0.048,0,0,0.185,0,0.0906289668156116,0.290457510675572,0.118113731989722,268748.882120251,184385.164045546,257994.148694621,1,2,0,0,NA,0.221552317632394,0.188146115810764,0.219287088516489,0,0,0.3742,"POD"
"cod4_HCR-A_Ftrgt-0.22_Btrigger-140000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.22,140000,"A",FALSE,FALSE,107000,50900.8908,33877.8336,49265.3118,49480,32006,48009.5,0.0118,0,0.0472,0,0,0.185,0,0.0907904998652811,0.310654777878845,0.117901617958263,268781.891253418,186919.768907682,258779.449549781,1,2,0,0,NA,0.221593769972431,0.185361557507232,0.219346189507563,7e-04,0.001,0.4096,"POD"
"cod4_HCR-A_Ftrgt-0.22_Btrigger-150000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.22,150000,"A",FALSE,FALSE,107000,50911.79,33722.4454,49337.0616,49508.5,32415.5,48068,0.0117,0,0.0468,0,0,0.185,0,0.0910794085679971,0.324086232531655,0.117903837979035,268740.77863771,189022.029846237,259306.097005711,1,2,0,0,NA,0.221715620359442,0.182729281574915,0.219554363686832,0.0022,0.003,0.4292,"POD"
