"file","OM","Ftrgt","Btrigger","HCR","TACconstr","BB","Blim","catch_long","catch_short","catch_medium","catch_median_long","catch_median_short","catch_median_medium","risk1_full","risk1_long","risk1_short","risk1_medium","risk3_long","risk3_short","risk3_medium","iav_long","iav_short","iav_medium","ssb_median_long","ssb_median_short","ssb_median_medium","recovery_proportion","recovery_time","conv_failed","F_maxed","F0","fbar_median_long","fbar_median_short","fbar_median_medium","slope_long","slope_medium","slope_short","HPC","iavTAC_long","iavTAC_short","iavTAC_medium"
"cod4_HCR-A_Ftrgt-0.36_Btrigger-190000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.36,190000,"A",TRUE,TRUE,107000,54498.29406,43800.6563,55820.53766,51934.4,39274.6,52446.95,0.02245,0.0134,0.0522,0.0108,0.016,0.185,0.014,0.256572595597372,0.433777983659716,0.285719212753174,179982.236605277,171480.518208881,180453.895820629,0.999,2,0,0,FALSE,0.3284174326872,0.252025845202103,0.338191261444328,0.5654,0.5494,0.6616,"UEA",0.180209705037628,0.261967256890145,0.227810332531168
"cod4_HCR-A_Ftrgt-0.36_Btrigger-210000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.36,210000,"A",TRUE,TRUE,107000,54382.64073,43341.9387,55132.235,52181,38422.5,52239,0.01725,0.0072,0.0486,0.006,0.01,0.185,0.008,0.241919913458108,0.457492258715829,0.276142395594417,186526.95520319,176081.706917787,185898.926284114,1,2,0,0,FALSE,0.318294453771131,0.23963984910631,0.323775051346812,0.6832,0.6836,0.7258,"UEA",0.194397769612287,0.285626926179345,0.244316980111977
"cod4_HCR-A_Ftrgt-0.36_Btrigger-2e+05_TACconstr-TRUE_BB-TRUE.rds","cod4",0.36,2e+05,"A",TRUE,TRUE,107000,54450.99086,43587.679,55466.01056,52060.2,39050,52460.6,0.0198,0.0101,0.05,0.009,0.014,0.185,0.012,0.249065753814123,0.445742799573993,0.279042455317457,183113.358768969,173820.633230989,182980.921462427,0.999,2,0,0,FALSE,0.323832674555122,0.246180674584813,0.330876831614135,0.6264,0.6214,0.6944,"UEA",0.187627998921325,0.273923902193961,0.236705560676562
"cod4_HCR-A_Ftrgt-0.369_Btrigger-190000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.369,190000,"A",TRUE,TRUE,107000,54568.46309,44372.85854,55728.11,52148.2,39614.65,52476.2,0.02505,0.0165,0.0526,0.0146,0.02,0.185,0.018,0.256703621217113,0.42939000833814,0.285486315385404,177054.921044683,170234.979225136,177027.699277684,0.998,2,0,0,FALSE,0.334222310021234,0.257505729735781,0.34313916882187,0.5951,0.5874,0.674,"UEA",0.188946169434679,0.260030921258463,0.236377291681565
"cod4_HCR-A_Ftrgt-0.37_Btrigger-110000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.37,110000,"A",TRUE,TRUE,107000,54753.32683,46022.50702,56806.86478,52291.75,41336.42,54879.7,0.0736,0.0636,0.1132,0.054,0.081,0.185,0.07,0.320796783022024,0.28,0.377512465789313,161218.035040179,145718.787366618,163323.20368186,0.985,3,0,0,FALSE,0.367955917776195,0.322385458082,0.384177600087756,0.0568,0.053,0.143,"UEA",0.137981675812224,0.138275301789139,0.16235974386593
"cod4_HCR-A_Ftrgt-0.37_Btrigger-120000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.37,120000,"A",FALSE,FALSE,107000,54702.1727,46616.222,55092.9982,53096.5,42725,53314.5,0.0646,0.055,0.0986,0.0498,0.063,0.185,0.057,0.123560221361785,0.212657686392535,0.155579813904674,162525.809009969,149221.76182263,163576.49162594,0.989,3,0,0,FALSE,0.370466469827383,0.325142538212311,0.373614577694784,0.1059,0.0864,0.4296,"UEA",0.123607197439963,0.155655691825611,0.157313851075567
"cod4_HCR-A_Ftrgt-0.37_Btrigger-130000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.37,130000,"A",FALSE,FALSE,107000,54702.7472,46468.5704,55121.8028,53306,43054,53604,0.05805,0.0507,0.0854,0.0454,0.057,0.185,0.049,0.128720048700248,0.242184793190043,0.161225446412883,163236.029725102,152764.802862569,164167.394912117,0.99,3,0,0,FALSE,0.369318621876587,0.31707327785145,0.373272676137433,0.1633,0.1378,0.4832,"UEA",0.12876530031793,0.17631988969664,0.164275203720332
"cod4_HCR-A_Ftrgt-0.37_Btrigger-130000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.37,130000,"A",TRUE,TRUE,107000,54735.95667,45469.59636,57039.3471,52243.9,40443.25,55384.45,0.05905,0.0534,0.0864,0.043,0.067,0.185,0.053,0.30755895098325,0.301302348373478,0.354763584656262,162600.131424091,152414.135803486,165582.783179575,0.992,3,0,0,FALSE,0.3617429612418,0.302157711283525,0.379620229650264,0.166,0.1428,0.4828,"UEA",0.145084404040159,0.177854765419246,0.173889591721898
"cod4_HCR-A_Ftrgt-0.37_Btrigger-140000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.37,140000,"A",FALSE,FALSE,107000,54696.8208,46307.2802,55098.6876,53642,42835,53875,0.05135,0.0445,0.0748,0.0416,0.05,0.185,0.049,0.135893485704507,0.265898500907831,0.168772921440367,164425.377104085,156576.59671581,165568.06049451,0.991,3,0,0,FALSE,0.366877920966814,0.30806706412873,0.371845684854205,0.2345,0.1948,0.5282,"UEA",0.136106053042334,0.189785093393591,0.173195601323555
"cod4_HCR-A_Ftrgt-0.37_Btrigger-140000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.37,140000,"A",TRUE,TRUE,107000,54726.25239,45330.17942,56938.65278,51872.4,40838.45,55100.25,0.0521,0.0464,0.0758,0.0398,0.053,0.185,0.054,0.298158269100638,0.336998097023697,0.340930254129416,163871.869962826,156138.86362683,167070.12859543,0.992,3,0,0,FALSE,0.357697552174198,0.293105091843693,0.374816808307733,0.234,0.2076,0.5266,"UEA",0.15080845233699,0.190916116736233,0.183502930994684
"cod4_HCR-A_Ftrgt-0.37_Btrigger-150000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.37,150000,"A",FALSE,FALSE,107000,54685.0487,46138.9498,55018.2804,54036,42470,54137,0.04465,0.0376,0.0672,0.0362,0.043,0.185,0.041,0.143399563355918,0.287302434583339,0.177760727938822,166230.40476886,159836.314025052,166890.463995565,0.992,2,0,0,FALSE,0.364114139221945,0.298493528496268,0.368485933286863,0.3113,0.2644,0.5612,"UEA",0.143402560774374,0.207181184123734,0.183565080058998
"cod4_HCR-A_Ftrgt-0.37_Btrigger-150000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.37,150000,"A",TRUE,TRUE,107000,54705.22785,45177.90704,56787.50578,51432.15,40642,54289.75,0.04515,0.0384,0.0678,0.036,0.049,0.185,0.044,0.289197369680712,0.355733354691107,0.326562950536019,165886.907995753,159427.773205959,168601.893409585,0.993,2,0,0,FALSE,0.352577874832385,0.285202673947495,0.370144379835574,0.3093,0.2782,0.5596,"UEA",0.158310536210203,0.208174139398242,0.194438045264528
"cod4_HCR-A_Ftrgt-0.37_Btrigger-160000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.37,160000,"A",FALSE,FALSE,107000,54665.4317,45960.6846,54892.8712,54411,41879,54309.5,0.0387,0.0308,0.0612,0.032,0.038,0.185,0.038,0.152409106429302,0.304796077294627,0.18822209306998,168402.593203811,162836.172287474,168511.723022167,0.994,2,0,0,FALSE,0.360073084555371,0.288927720970588,0.3655743708158,0.3855,0.3446,0.59,"UEA",0.152348620833784,0.221100179510522,0.19534191961966
"cod4_HCR-A_Ftrgt-0.37_Btrigger-160000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.37,160000,"A",TRUE,TRUE,107000,54684.88635,45017.46966,56570.60832,51380.5,40600,53350.35,0.03945,0.0323,0.0616,0.0316,0.044,0.185,0.039,0.278127902502502,0.376007740057282,0.313122627993138,168288.952445078,162381.809821631,170142.697563902,0.995,2,0,0,FALSE,0.348146340370282,0.278820890461771,0.363272370711055,0.3873,0.3564,0.5882,"UEA",0.165773087783075,0.22146947678283,0.206364896266307
"cod4_HCR-A_Ftrgt-0.37_Btrigger-170000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.37,170000,"A",FALSE,FALSE,107000,54644.3829,45772.202,54713.283,54563,41103.5,54536.5,0.03355,0.0247,0.0578,0.027,0.03,0.185,0.033,0.16181394179902,0.327338991429119,0.199833910243265,170859.893065372,165649.661358297,170445.210968408,0.996,2,0,0,FALSE,0.355612464516572,0.27947943060299,0.360833378246625,0.4616,0.427,0.614,"UEA",0.16230867391436,0.233554195541179,0.208328043378993
"cod4_HCR-A_Ftrgt-0.37_Btrigger-170000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.37,170000,"A",TRUE,TRUE,107000,54658.15613,44833.0303,56319.80712,51509.55,40166.5,52747.5,0.0339,0.0259,0.058,0.0258,0.033,0.185,0.034,0.268976679989474,0.396434499684956,0.30080015681934,170781.945602237,164902.179799563,172055.334490297,0.997,2,0,0,FALSE,0.343698915217717,0.271036813767922,0.35663091161643,0.4642,0.4396,0.6116,"UEA",0.172715245865587,0.234329290351397,0.217584146848525
"cod4_HCR-A_Ftrgt-0.37_Btrigger-180000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.37,180000,"A",FALSE,FALSE,107000,54617.3248,45562.8348,54507.6374,54344,40472.5,54289.5,0.03,0.0212,0.0554,0.0222,0.026,0.185,0.026,0.170143908127899,0.349215220959507,0.211309173756537,173778.053603441,168326.010062074,172832.964137615,0.997,2,0,0,FALSE,0.350319602003633,0.270691768338576,0.354848905128623,0.5336,0.5078,0.6456,"UEA",0.170183082067008,0.248831755798785,0.220903745024132
"cod4_HCR-A_Ftrgt-0.37_Btrigger-180000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.37,180000,"A",TRUE,TRUE,107000,54609.66996,44640.71036,56028.18894,51814.5,39825.95,52501.55,0.0293,0.0207,0.0556,0.0202,0.026,0.185,0.023,0.262743719067784,0.40920706401511,0.292686326141691,173484.615843693,167567.421137548,174348.337388503,0.997,2,0,0,FALSE,0.339266122700838,0.264496011604469,0.350555885045834,0.532,0.5168,0.6432,"UEA",0.180909445598905,0.248480305373278,0.228239801705876
"cod4_HCR-A_Ftrgt-0.37_Btrigger-190000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.37,190000,"A",TRUE,TRUE,107000,54574.65419,44437.90022,55715.51018,52177,39679.5,52491.3,0.02545,0.017,0.0526,0.0152,0.021,0.185,0.02,0.256436820120101,0.428753080002191,0.285531656324927,176705.441808476,170121.801461976,176605.639317596,0.998,2,0,0,FALSE,0.334816498293505,0.25786893994101,0.343199199219983,0.5974,0.5916,0.6766,"UEA",0.189229816847036,0.259950296589139,0.237410673141908
"cod4_HCR-A_Ftrgt-0.37_Btrigger-210000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.37,210000,"A",TRUE,TRUE,107000,54456.84041,43968.82478,55030.15694,52248.3,38922,52190.8,0.0192,0.0098,0.0496,0.0076,0.015,0.185,0.01,0.243773070532792,0.451930085201073,0.279211067293197,183230.215717665,174569.92114053,182504.591885093,1,2,0,0,FALSE,0.323397122577416,0.244481848510698,0.328607561289359,0.7125,0.7108,0.7404,"UEA",0.201126169433097,0.285815145952956,0.25398508381059
"cod4_HCR-A_Ftrgt-0.37_Btrigger-2e+05_TACconstr-TRUE_BB-TRUE.rds","cod4",0.37,2e+05,"A",TRUE,TRUE,107000,54518.79067,44218.02626,55365.12972,52249.3,39263.15,52475.7,0.0223,0.0134,0.051,0.0114,0.017,0.185,0.013,0.249896542433761,0.441422875894871,0.281268630133784,180003.080670832,172200.119224718,179318.733819661,0.999,2,0,0,FALSE,0.328946498864073,0.251366498436357,0.336187909975792,0.6564,0.66,0.707,"UEA",0.195144451042369,0.273097630361118,0.246444620604108
"cod4_HCR-A_Ftrgt-0.38_Btrigger-110000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.38,110000,"A",FALSE,FALSE,107000,54730.7296,47402.722,55058.0902,52978.5,42938.5,53179.5,0.0838,0.0741,0.1192,0.0678,0.086,0.185,0.076,0.123047271098682,0.185984110281287,0.155851802749805,157546.251649645,144555.417678962,158451.659012727,0.975,3,0,0,FALSE,0.381146135930393,0.341449479982806,0.383521242374755,0.0774,0.063,0.1612,"UEA",0.123093197102837,0.135946913049652,0.156974843583578
"cod4_HCR-A_Ftrgt-0.38_Btrigger-130000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.38,130000,"A",FALSE,FALSE,107000,54732.0091,47099.161,55140.9994,53496.5,43526.5,53700.5,0.06795,0.0624,0.0906,0.0564,0.072,0.185,0.064,0.133946693870543,0.240256396232551,0.167555845389743,158996.242014048,150820.238981207,159950.919087383,0.984,3,0,0,FALSE,0.378311415596738,0.325543167628235,0.382962403432813,0.1933,0.1658,0.495,"UEA",0.134082598928633,0.173851798403913,0.171136096317694
"cod4_HCR-A_Ftrgt-0.38_Btrigger-140000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.38,140000,"A",FALSE,FALSE,107000,54730.5969,46931.337,55098.0088,53883.5,43211.5,53994.5,0.0602,0.0553,0.0786,0.0516,0.061,0.185,0.058,0.141366423845843,0.262276996316204,0.175873976089141,160453.044670713,154691.571440836,161424.614820192,0.986,3,0,0,FALSE,0.375215861671217,0.315948389059069,0.380738791757054,0.2698,0.229,0.541,"UEA",0.141538929887308,0.187639276554527,0.181004410939021
"cod4_HCR-A_Ftrgt-0.38_Btrigger-140000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.38,140000,"A",TRUE,TRUE,107000,54748.23922,45964.34106,56911.38842,51768.8,41291.5,54895.95,0.061,0.0567,0.0796,0.051,0.069,0.185,0.063,0.294979986528159,0.325749432314393,0.337392584418804,159921.594289271,154244.681245897,162754.54509158,0.99,3,0,0,FALSE,0.36536118477311,0.301437777566194,0.382981504794963,0.2676,0.2394,0.5388,"UEA",0.156079050132453,0.188877822191167,0.191826754997938
"cod4_HCR-A_Ftrgt-0.38_Btrigger-150000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.38,150000,"A",FALSE,FALSE,107000,54721.6463,46757.464,55001.6192,54324.5,42841.5,54301,0.05215,0.0462,0.07,0.0462,0.053,0.185,0.055,0.150363527966944,0.284272128220105,0.1858818738303,162497.690249657,158228.424896858,162811.159529281,0.989,2,0,0,FALSE,0.371788591855797,0.306039076409296,0.376983822035352,0.3478,0.3036,0.575,"UEA",0.150390363487398,0.20345667092145,0.192557147901494
"cod4_HCR-A_Ftrgt-0.38_Btrigger-150000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.38,150000,"A",TRUE,TRUE,107000,54745.21361,45810.34668,56726.85116,51358.35,41198.1,53952,0.05275,0.0476,0.0708,0.045,0.058,0.185,0.054,0.285018415369663,0.352149209076112,0.322797944059093,162192.168318238,157593.306599055,164389.210591421,0.992,2,0,0,FALSE,0.359867902559561,0.293057608584737,0.376777221500716,0.3456,0.3178,0.5726,"UEA",0.163722016888926,0.204680893096477,0.203938109756222
"cod4_HCR-A_Ftrgt-0.38_Btrigger-160000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.38,160000,"A",FALSE,FALSE,107000,54711.7029,46574.5546,54852.5344,54572.5,42190,54500.5,0.0439,0.0374,0.0628,0.038,0.042,0.185,0.052,0.159716226629761,0.302299066139509,0.197547873672667,164957.425074824,161190.041248761,164509.042612252,0.993,2,0,0,FALSE,0.367489575169256,0.295504860023119,0.373028553448663,0.4243,0.387,0.6004,"UEA",0.160034400963351,0.220742272209813,0.205742398836
"cod4_HCR-A_Ftrgt-0.38_Btrigger-160000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.38,160000,"A",TRUE,TRUE,107000,54723.69623,45638.58244,56504.15918,51527.55,40963.5,52901.2,0.04495,0.039,0.0634,0.0384,0.05,0.185,0.045,0.276344744484846,0.370815799704371,0.309630913461573,164817.937456295,160565.86744494,166310.109484189,0.994,2,0,0,FALSE,0.355696320678738,0.286138874986671,0.369794482723875,0.4236,0.3986,0.5988,"UEA",0.171628314587376,0.221264265908144,0.215432036470528
"cod4_HCR-A_Ftrgt-0.38_Btrigger-170000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.38,170000,"A",FALSE,FALSE,107000,54698.8201,46380.2524,54656.8032,54596.5,41474,54538,0.03785,0.0299,0.0592,0.0324,0.036,0.185,0.039,0.170633403626421,0.323697401615335,0.209585550784677,167536.072097002,163968.931503444,166656.280745663,0.995,2,0,0,FALSE,0.362438567416366,0.285698610406629,0.367703720607077,0.5005,0.4726,0.6292,"UEA",0.170874214720847,0.231958398376113,0.219171650868435
"cod4_HCR-A_Ftrgt-0.38_Btrigger-170000_TACconstr-TRUE_BB-FALSE.rds","cod4",0.38,170000,"A",TRUE,FALSE,107000,54698.8201,46380.2524,54656.8032,54596.5,41474,54538,0.03785,0.0299,0.0592,0.0324,0.036,0.185,0.039,0.170633403626421,0.323697401615335,0.209585550784677,167536.072097002,163968.931503444,166656.280745663,0.995,2,0,0,NA,0.362438567416366,0.285698610406629,0.367703720607077,0.5005,0.4726,0.6292,"UEA",0.170874214720847,0.231958398376113,0.219171650868435
"cod4_HCR-A_Ftrgt-0.38_Btrigger-170000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.38,170000,"A",TRUE,TRUE,107000,54702.55299,45457.67954,56220.57862,51833.1,40596.2,52515.05,0.039,0.0319,0.0596,0.0326,0.044,0.185,0.04,0.267788781425068,0.388778110407822,0.300038078812703,167488.187756948,163422.746396154,168355.437058995,0.996,2,0,0,FALSE,0.350493563642195,0.277848352257332,0.3630815372294,0.4991,0.48,0.6266,"UEA",0.181077012995843,0.231938925515867,0.227691643884052
"cod4_HCR-A_Ftrgt-0.38_Btrigger-180000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.38,180000,"A",FALSE,FALSE,107000,54679.2832,46167.1684,54439.1954,54219,40720.5,54123.5,0.03375,0.0257,0.0568,0.0268,0.033,0.185,0.033,0.179582424623605,0.345876232620238,0.221547089512029,170573.979052637,166771.35733829,169194.524576875,0.997,2,0,0,FALSE,0.356873307865868,0.275941889506179,0.360648110729403,0.565,0.5476,0.6588,"UEA",0.179360269613049,0.247768838091844,0.232207023569029
"cod4_HCR-A_Ftrgt-0.38_Btrigger-180000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.38,180000,"A",TRUE,TRUE,107000,54673.05643,45254.54638,55927.65412,52207.2,40266.5,52556.6,0.03365,0.0256,0.057,0.0264,0.032,0.185,0.035,0.262545532772492,0.40433089937254,0.293805348997005,170326.11567037,165888.365203476,170640.742966856,0.997,2,0,0,FALSE,0.346116968927698,0.269857557046764,0.355917343946618,0.5646,0.5538,0.6564,"UEA",0.190301274305766,0.246476665530871,0.238259598226148
"cod4_HCR-A_Ftrgt-0.38_Btrigger-190000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.38,190000,"A",FALSE,FALSE,107000,54645.3362,45926.1606,54224.3416,53546.5,40267,53282.5,0.02885,0.0203,0.0534,0.0214,0.024,0.185,0.026,0.188820386772565,0.367366404189776,0.232358765062829,173650.686793773,169422.321294542,172203.137677408,0.998,2,0,0,FALSE,0.349641590708325,0.267381012413174,0.351952467997097,0.6272,0.6156,0.6908,"UEA",0.188820386772566,0.258718343186728,0.243623783549375
"cod4_HCR-A_Ftrgt-0.38_Btrigger-190000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.38,190000,"A",TRUE,TRUE,107000,54636.89712,45050.50434,55586.39924,52268.2,40015,52556.25,0.02895,0.0213,0.0536,0.0196,0.028,0.185,0.024,0.255874036116126,0.423208517801991,0.288022331056849,173381.797868601,168332.648507623,173191.11899606,0.998,2,0,0,FALSE,0.34081423072303,0.262640524881874,0.34820396196322,0.6267,0.6264,0.6888,"UEA",0.196292273986914,0.257129041861922,0.248640011779747
"cod4_HCR-A_Ftrgt-0.38_Btrigger-210000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.38,210000,"A",TRUE,TRUE,107000,54522.60245,44569.12314,54924.73308,52336.85,39196.5,52038,0.022,0.0129,0.05,0.0122,0.017,0.185,0.016,0.246548959916683,0.445636008086765,0.283690911755369,180268.920650612,172919.098265594,178930.199087285,0.999,2,0,0,FALSE,0.328682086248925,0.248971494876914,0.332766289783033,0.7394,0.7394,0.7522,"UEA",0.207895273143108,0.283281223229223,0.263260081611005
"cod4_HCR-A_Ftrgt-0.38_Btrigger-2e+05_TACconstr-TRUE_BB-TRUE.rds","cod4",0.38,2e+05,"A",TRUE,TRUE,107000,54595.88987,44825.63304,55238.28082,52279,39521.5,52303.4,0.0257,0.0175,0.0522,0.0156,0.026,0.185,0.019,0.25051805510397,0.435391696867093,0.285286090270675,176788.273750215,170769.13235865,176103.648959612,0.998,2,0,0,FALSE,0.334498799132507,0.256462228193006,0.341278229799095,0.683,0.6894,0.7212,"UEA",0.202938763010272,0.273008065879288,0.256476713587113
"cod4_HCR-A_Ftrgt-0.39_Btrigger-130000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.39,130000,"A",FALSE,FALSE,107000,54749.996,47706.1554,55126.3266,53629,43974.5,53790.5,0.07985,0.0757,0.0956,0.0724,0.084,0.185,0.08,0.138475817664189,0.239764062696366,0.174379905923291,155036.895937383,149333.28717699,155972.856985491,0.982,3,0,0,FALSE,0.386837329861488,0.334082464671971,0.392304168193141,0.2269,0.1942,0.508,"UEA",0.138514824389861,0.172560650477493,0.178579987425497
"cod4_HCR-A_Ftrgt-0.39_Btrigger-150000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.39,150000,"A",FALSE,FALSE,107000,54752.8605,47352.3516,54951.387,54523,43114.5,54427,0.061,0.0572,0.0742,0.0554,0.064,0.185,0.063,0.1566663561766,0.279952592804762,0.194743020956833,159230.120879353,156686.058326256,158864.468780045,0.989,3,0,0,FALSE,0.379718206248191,0.313179182522761,0.385964579015268,0.3821,0.3438,0.5872,"UEA",0.15683680457354,0.201730899384996,0.202331836252194
"cod4_HCR-A_Ftrgt-0.39_Btrigger-150000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.39,150000,"A",TRUE,TRUE,107000,54766.4402,46415.31924,56648.71504,51410.4,41679.45,53427.9,0.0621,0.0583,0.0754,0.0564,0.068,0.185,0.072,0.281825056827341,0.347152026916357,0.319038233163642,158768.613096534,155894.784662427,160620.423844687,0.992,3,0,0,FALSE,0.367629115069645,0.301755194027581,0.383166230963825,0.3836,0.3562,0.5856,"UEA",0.169839956443713,0.202101634241081,0.213227449656896
"cod4_HCR-A_Ftrgt-0.39_Btrigger-160000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.39,160000,"A",FALSE,FALSE,107000,54751.0315,47165.8206,54781.2426,54736,42522.5,54620,0.05115,0.046,0.0648,0.0478,0.055,0.185,0.058,0.167369333013736,0.301461212617352,0.20722117910094,161538.009144634,159767.077178995,160826.2100595,0.992,2,0,0,FALSE,0.374755432248106,0.302344861507567,0.380443587211304,0.4589,0.4294,0.6132,"UEA",0.167760092553994,0.220212576828425,0.216495903750516
"cod4_HCR-A_Ftrgt-0.39_Btrigger-160000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.39,160000,"A",TRUE,TRUE,107000,54755.62936,46235.92146,56406.32476,51685.85,41387.95,52730.8,0.0522,0.0473,0.0656,0.0486,0.056,0.185,0.06,0.272461667680434,0.368248879612686,0.307865115664884,161449.546255496,158837.733100917,162537.376174381,0.993,2,0,0,FALSE,0.36219900337374,0.293323219328117,0.377272684254003,0.4605,0.44,0.6112,"UEA",0.179059665153988,0.220136917325935,0.225679702995525
"cod4_HCR-A_Ftrgt-0.39_Btrigger-170000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.39,170000,"A",FALSE,FALSE,107000,54746.8797,46964.6156,54574.8592,54448.5,41774.5,54439,0.0439,0.0369,0.061,0.0408,0.045,0.185,0.053,0.177607461223534,0.321147358537816,0.219697648261113,164508.901451379,162540.163156386,163218.487470937,0.995,2,0,0,FALSE,0.36892185706716,0.29206740355736,0.37396440716618,0.532,0.5114,0.6406,"UEA",0.177506581957422,0.231276323860964,0.230341315060918
"cod4_HCR-A_Ftrgt-0.39_Btrigger-170000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.39,170000,"A",TRUE,TRUE,107000,54730.27941,46047.839,56125.3225,51959.15,41011,52650.5,0.0444,0.0381,0.0616,0.0398,0.049,0.185,0.048,0.268585569845941,0.383262354869792,0.300402017726571,164286.499233391,161458.449354295,164737.746434103,0.995,2,0,0,FALSE,0.357387960490284,0.284112047358631,0.369615011118442,0.5313,0.5182,0.6388,"UEA",0.189462605482694,0.230560732675699,0.237503516795904
"cod4_HCR-A_Ftrgt-0.39_Btrigger-180000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.39,180000,"A",FALSE,FALSE,107000,54732.6974,46752.8688,54347.4538,54037,40923.5,53771.5,0.0381,0.0303,0.0582,0.0336,0.037,0.185,0.043,0.189020639274987,0.339771394205403,0.231628279353994,167331.084203257,165036.452098007,165826.364406058,0.996,2,0,0,FALSE,0.362217013202495,0.281833158567357,0.365255667346829,0.5951,0.5832,0.6748,"UEA",0.18915289658132,0.247019542888456,0.24329572677081
"cod4_HCR-A_Ftrgt-0.39_Btrigger-180000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.39,180000,"A",TRUE,TRUE,107000,54716.86042,45846.0378,55812.88018,52356,40686.5,52573.7,0.03885,0.0318,0.0584,0.0334,0.04,0.185,0.041,0.260773632163749,0.400858415961082,0.294709410197496,167213.61052221,164300.0507367,167065.23421632,0.996,2,0,0,FALSE,0.352804782252322,0.275649087139342,0.3612122352044,0.5972,0.5938,0.6706,"UEA",0.197417832109149,0.243641555565202,0.248660300822246
"cod4_HCR-A_Ftrgt-0.39_Btrigger-190000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.39,190000,"A",TRUE,TRUE,107000,54691.24671,45641.90534,55439.8817,52438.5,40181,52512.15,0.0336,0.0259,0.0558,0.0268,0.033,0.185,0.033,0.255859781185205,0.415887041850521,0.289913736896161,170421.196181357,166856.940102032,169871.001155201,0.997,2,0,0,FALSE,0.345969463234409,0.267634061886902,0.353563757955435,0.6584,0.6638,0.7026,"UEA",0.203897376047906,0.25658912262282,0.25784360877354
"cod4_HCR-A_Ftrgt-0.39_Btrigger-210000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.39,210000,"A",TRUE,TRUE,107000,54589.05326,45150.97872,54804.23194,52133.5,39383,51791.5,0.02455,0.0162,0.0508,0.015,0.02,0.185,0.019,0.24717768955815,0.442460346441097,0.288074925020618,177533.750209549,171591.028876658,176051.787187035,0.999,2,0,0,FALSE,0.333737632146969,0.253957574550761,0.337201462017906,0.7651,0.7654,0.7632,"UEA",0.214610850411471,0.283672331029793,0.273268055623953
"cod4_HCR-A_Ftrgt-0.39_Btrigger-2e+05_TACconstr-TRUE_BB-TRUE.rds","cod4",0.39,2e+05,"A",TRUE,TRUE,107000,54646.87621,45406.3592,55119.90518,52363.5,39746.5,52265.05,0.02855,0.0204,0.0526,0.0208,0.028,0.185,0.027,0.252920535953746,0.43065861079327,0.289052628483274,173904.369914856,169363.484879128,173007.029141123,0.998,2,0,0,FALSE,0.339976201066353,0.261219194736688,0.346173441115784,0.7116,0.7144,0.7344,"UEA",0.210169839053934,0.270004627193165,0.266457642896775
