"file","OM","Ftrgt","Btrigger","HCR","TACconstr","BB","Blim","catch_long","catch_short","catch_medium","catch_median_long","catch_median_short","catch_median_medium","risk1_full","risk1_long","risk1_short","risk1_medium","risk3_long","risk3_short","risk3_medium","iav_long","iav_short","iav_medium","ssb_median_long","ssb_median_short","ssb_median_medium","recovery_proportion","recovery_time","conv_failed","F_maxed","F0","fbar_median_long","fbar_median_short","fbar_median_medium","slope_long","slope_medium","slope_short","HPC","iavTAC_long","iavTAC_short","iavTAC_medium"
"cod4_alt1_F0.rds","cod4_alt1",0,0,"F0",FALSE,FALSE,107000,0,0,0,0,0,0,0.00785,0,0.0314,0,0,0.153,0,0,0,0,1210889.50596342,285288.716783754,848222.085531697,1,2,NA,0,NA,0,0,0,0,0,0,"UEA",NA,NA,NA
"cod4_alt1_HCR-A_Ftrgt-0.31_Btrigger-150000_TACconstr-FALSE_BB-FALSE.rds","cod4_alt1",0.31,150000,"A",FALSE,FALSE,107000,97022.4121,57221.0486,92192.1146,91081.5,50006.5,86423.5,0.00995,0,0.0394,4e-04,0,0.153,0.001,0.12693926704924,0.443050839798422,0.168336696672536,345681.533059847,204171.2958846,322649.637065891,1,2,0,0,NA,0.306821433104327,0.250378777476011,0.303683085633655,0.0018,0.0048,0.421,"UEA",0.126070490148584,0.29969804279045,0.166794761460923
"cod4_alt1_HCR-A_Ftrgt-0.38_Btrigger-170000_TACconstr-FALSE_BB-FALSE.rds","cod4_alt1",0.38,170000,"A",FALSE,FALSE,107000,98418.7835,64199.2808,94843.8384,91874.5,56835,88295.5,0.01145,0.0014,0.041,0.002,0.003,0.153,0.003,0.149582870291956,0.431895284405745,0.197562345243128,279259.680442044,195037.043284184,266379.866589674,1,2,0,0,FALSE,0.3741739807098,0.293632292496376,0.372915235946392,0.0596,0.0702,0.4944,"UEA",0.148533925130851,0.310211391998172,0.199701883951196
"cod4_alt1_HCR-A_Ftrgt-0.4_Btrigger-190000_TACconstr-TRUE_BB-TRUE.rds","cod4_alt1",0.4,190000,"A",TRUE,TRUE,107000,98559.10731,64319.97276,98118.25264,91511.9,55402.75,91763.75,0.0114,0.0018,0.04,0.002,0.004,0.153,0.004,0.31129243177671,0.465179614761205,0.360157893765488,264922.20816979,196086.180034051,257426.358577357,1,2,0,0,NA,0.382777727969021,0.281910698094762,0.393138072273,0.1489,0.1802,0.546,"UEA",0.177919749522128,0.333246265789613,0.237348521365457
"cod4_alt1_HCR-A_Ftrgt-0.41_Btrigger-190000_TACconstr-TRUE_BB-TRUE.rds","cod4_alt1",0.41,190000,"A",TRUE,TRUE,107000,98570.65394,65165.3519,98103.31824,91518.7,56000.5,91836.6,0.01235,0.0027,0.0404,0.0036,0.005,0.153,0.005,0.31055668482213,0.453597949413849,0.360895474884812,258250.183003661,194466.763763168,251962.04511659,1,2,0,0,FALSE,0.390748850324406,0.288703313927361,0.401274343945664,0.1739,0.2024,0.5542,"UEA",0.183544025826748,0.333135984284396,0.246110023458934
"cod4_alt1_HCR-B_Ftrgt-0.36_Btrigger-130000_TACconstr-TRUE_BB-TRUE.rds","cod4_alt1",0.36,130000,"B",TRUE,TRUE,107000,98257.92546,60673.65092,97883.52224,90697.1,52460.65,90507.9,0.01185,8e-04,0.045,8e-04,0.002,0.153,0.002,0.323649448527836,0.324672999359192,0.395535834908589,294912.039700076,189140.209666879,282130.749889082,1,2,0,0,FALSE,0.352250834170134,0.290623549586087,0.36590610216821,0.0051,0.009,0.3708,"UEA",0.154122779141005,0.302990067377296,0.197658303023909
"cod4_alt1_HCR-B_Ftrgt-0.38_Btrigger-160000_TACconstr-FALSE_BB-FALSE.rds","cod4_alt1",0.38,160000,"B",FALSE,FALSE,107000,98421.2666,64387.4278,94665.2746,91880,57794.5,87953.5,0.01175,0.0017,0.0416,0.002,0.003,0.153,0.004,0.14915057478377,0.405216932413585,0.20271715416566,279028.213140945,194765.202197045,266102.277788844,1,2,0,0,FALSE,0.374802330524274,0.300546405624517,0.372348171063757,0.0389,0.0506,0.466,"UEA",0.148126541251027,0.352321033969328,0.206093353511964
"cod4_alt1_HCR-C_Ftrgt-0.36_Btrigger-140000_TACconstr-TRUE_BB-TRUE.rds","cod4_alt1",0.36,140000,"C",TRUE,TRUE,107000,98251.66448,60541.66356,98067.67552,90642.15,51482.3,90780.3,0.01205,7e-04,0.0458,0.001,0.002,0.153,0.002,0.325827288126387,0.361453503712918,0.395009025810769,294925.669531233,189624.543933054,282020.194293325,1,2,0,0,FALSE,0.352109217333901,0.282957332589973,0.366441213685723,0.0099,0.016,0.4148,"UEA",0.15224555603505,0.283010382015093,0.189573254808512
"cod4_alt1_HCR-C_Ftrgt-0.38_Btrigger-170000_TACconstr-FALSE_BB-FALSE.rds","cod4_alt1",0.38,170000,"C",FALSE,FALSE,107000,98418.7835,64199.2808,94843.8384,91874.5,56835,88295.5,0.01145,0.0014,0.041,0.002,0.003,0.153,0.003,0.149582870291956,0.431895284405745,0.197562345243128,279259.680442044,195037.043284184,266379.866589674,1,2,0,0,FALSE,0.3741739807098,0.293632292496376,0.372915235946392,0.0596,0.0702,0.4944,"UEA",0.148533925130851,0.310211391998172,0.199701883951196
"cod4_alt2_F0.rds","cod4_alt2",0,0,"F0",FALSE,FALSE,108000,0,0,0,0,0,0,0.0138,0,0.0552,0,0,0.269,0,0,0,0,709652.607755985,247548.021881973,543346.801808656,1,2,NA,0,NA,0,0,0,0,0,0,"UEA",NA,NA,NA
"cod4_alt2_HCR-A_Ftrgt-0.31_Btrigger-150000_TACconstr-FALSE_BB-FALSE.rds","cod4_alt2",0.31,150000,"A",FALSE,FALSE,108000,55683.9957,43836.9756,56623.6794,54152,41880,55144,0.037,0.0237,0.0798,0.0208,0.029,0.269,0.025,0.130348836171925,0.318588936088904,0.15987902517798,186449.94852426,169662.770136372,189853.533035534,0.998,2,0,0,NA,0.309482424817676,0.24686227549175,0.314235505967125,0.1561,0.1148,0.474,"UEA",0.129794397958347,0.220466171113765,0.16034627280454
"cod4_alt2_HCR-A_Ftrgt-0.38_Btrigger-170000_TACconstr-FALSE_BB-FALSE.rds","cod4_alt2",0.38,170000,"A",FALSE,FALSE,108000,55847.788726678,48598.0968,56111.3658,55360,44615,56219,0.0809,0.0756,0.0902,0.0822,0.087,0.269,0.098,0.197681299125681,0.343208295829745,0.241858724483052,160584.162265052,162525.322909069,159333.486546401,0.988,2,0,1,FALSE,0.355969325492279,0.281495779907051,0.36699243886828,0.5421,0.4998,0.605,"UEA",0.197196343830591,0.236431939249612,0.251925691565233
"cod4_alt2_HCR-A_Ftrgt-0.4_Btrigger-190000_TACconstr-TRUE_BB-TRUE.rds","cod4_alt2",0.4,190000,"A",TRUE,TRUE,108000,55842.338048859,48506.6953,56681.82924,53009.7,43450.5,53434.4,0.0774,0.0718,0.0856,0.0804,0.08,0.269,0.094,0.279165528753275,0.431629672789563,0.329002172128018,160777.077735304,163644.026450547,158749.876445339,0.992,2,0,1,NA,0.344572173708804,0.269963116128932,0.357040023892752,0.7043,0.6918,0.6908,"UEA",0.233891864992505,0.260510757207018,0.304979952391497
"cod4_alt2_HCR-A_Ftrgt-0.41_Btrigger-190000_TACconstr-TRUE_BB-TRUE.rds","cod4_alt2",0.41,190000,"A",TRUE,TRUE,108000,55849.8780312497,49087.64794,56461.53754,52990.35,43688,53201,0.08715,0.0826,0.0882,0.0952,0.094,0.269,0.114,0.284310765983608,0.426944003296013,0.33467366185456,158232.871210465,162293.704494946,155893.841857024,0.991,2,0,1,FALSE,0.349461095460374,0.275713209660983,0.36078320936525,0.7242,0.716,0.7052,"UEA",0.243512044130776,0.260559881914834,0.317260533330049
"cod4_alt2_HCR-B_Ftrgt-0.36_Btrigger-130000_TACconstr-TRUE_BB-TRUE.rds","cod4_alt2",0.36,130000,"B",TRUE,TRUE,108000,55829.76179,46587.509,58829.18326,54212.4,43064.8,57515.55,0.08655,0.0843,0.1052,0.0724,0.103,0.269,0.103,0.344275578500533,0.336049685359796,0.451631934994711,161464.063425023,156824.191668952,163921.452291637,0.984,3,0,0,FALSE,0.355208004685189,0.289974623678717,0.376700589609454,0.1822,0.1526,0.423,"UEA",0.173915480268651,0.207272588615681,0.282331783431247
"cod4_alt2_HCR-B_Ftrgt-0.38_Btrigger-160000_TACconstr-FALSE_BB-FALSE.rds","cod4_alt2",0.38,160000,"B",FALSE,FALSE,108000,55824.419508267,48952.7748,55967.4372,56248.5,46639,56529.5,0.08645,0.0824,0.0926,0.0884,0.093,0.269,0.101,0.193734078575931,0.400208045396829,0.307333276607752,159366.015315718,162042.934280628,158035.314421436,0.989,2,0,1,FALSE,0.363968896169001,0.293403744048124,0.373620003910843,0.4563,0.4148,0.5506,"UEA",0.192763838420573,0.254301757362297,0.334305461712317
"cod4_alt2_HCR-C_Ftrgt-0.36_Btrigger-140000_TACconstr-TRUE_BB-TRUE.rds","cod4_alt2",0.36,140000,"C",TRUE,TRUE,108000,55834.3498,46478.62384,59061.28702,53512.65,42134.1,57198.3,0.0877,0.0852,0.1052,0.0752,0.106,0.269,0.109,0.320422634813756,0.365651301465285,0.386997264198045,160478.22516322,156445.957382345,163688.71105675,0.984,2,0,0,FALSE,0.350817652794338,0.280082900008583,0.373242515701414,0.2658,0.2262,0.49,"UEA",0.171884298499126,0.203485812842837,0.200697972714484
"cod4_alt2_HCR-C_Ftrgt-0.38_Btrigger-170000_TACconstr-FALSE_BB-FALSE.rds","cod4_alt2",0.38,170000,"C",FALSE,FALSE,108000,55848.008826678,48598.0968,56111.3658,55360,44615,56219,0.0809,0.0756,0.0902,0.0822,0.087,0.269,0.098,0.197681299125681,0.343208295829745,0.241858724483052,160584.162265052,162525.322909069,159333.486546401,0.988,2,0,1,FALSE,0.355969325492279,0.281495779907051,0.36699243886828,0.5421,0.4998,0.605,"UEA",0.197196343830591,0.236431939249612,0.251925691565233
"cod4_alt3_F0.rds","cod4_alt3",0,0,"F0",FALSE,FALSE,107000,0,0,0,0,0,0,0.0095,0,0.038,0,0,0.183,0,0,0,0,407684.784705093,238838.782506713,415047.166690407,1,2,NA,0,NA,0,0,0,0,0,0,"UEA",NA,NA,NA
"cod4_alt3_HCR-A_Ftrgt-0.31_Btrigger-150000_TACconstr-FALSE_BB-FALSE.rds","cod4_alt3",0.31,150000,"A",FALSE,FALSE,107000,48684.532,41246.466,48655.4476,47795.5,38828,47674,0.02305,0.0115,0.0556,0.0136,0.017,0.183,0.018,0.121401623362084,0.305806951151079,0.155580432470832,184190.261880005,168210.717006565,181675.550605356,0.998,2,0,0,NA,0.300872357000695,0.255589226623727,0.308166999988645,0.1847,0.1568,0.503,"UEA",0.121156449354658,0.211866720433651,0.159342455716236
"cod4_alt3_HCR-A_Ftrgt-0.38_Btrigger-170000_TACconstr-FALSE_BB-FALSE.rds","cod4_alt3",0.38,170000,"A",FALSE,FALSE,107000,51835.0668,45627.8738,50325.1834,51704,40723,50034.5,0.0428,0.0335,0.061,0.0432,0.04,0.183,0.052,0.179700830710342,0.323449346529651,0.235205040337626,166340.760243635,161667.848966391,160933.081208447,0.996,2,0,0,NA,0.348740906700574,0.286773600127201,0.351507381822309,0.544,0.5586,0.6426,"UEA",0.179858580208665,0.234223389048056,0.247011305907277
"cod4_alt3_HCR-A_Ftrgt-0.4_Btrigger-190000_TACconstr-TRUE_BB-TRUE.rds","cod4_alt3",0.4,190000,"A",TRUE,TRUE,107000,51850.35285,45419.2585,50778.40832,49561.3,39469,47812.9,0.0417,0.0334,0.0576,0.0424,0.042,0.183,0.051,0.257169916431968,0.414066826688997,0.307523006545487,166750.546367393,162809.700310785,161386.433986752,0.997,2,0,0,NA,0.337700072386526,0.276414201927743,0.337370039649106,0.7141,0.754,0.7326,"UEA",0.215269331689118,0.260555110048191,0.294881178304706
"cod4_alt3_HCR-B_Ftrgt-0.36_Btrigger-130000_TACconstr-TRUE_BB-TRUE.rds","cod4_alt3",0.36,130000,"B",TRUE,TRUE,107000,51672.00069,44107.61522,52948.84432,50188.05,40698.7,51954.4,0.04875,0.0395,0.0746,0.0414,0.054,0.183,0.052,0.335896502101021,0.320215613102643,0.445203254163821,165974.658790992,157126.08839722,164360.782740412,0.997,3,0,0,NA,0.34522274918042,0.297066225903765,0.365004203943531,0.1616,0.1618,0.4576,"UEA",0.157577391899771,0.193098777108855,0.277537469300979
"cod4_alt3_HCR-B_Ftrgt-0.38_Btrigger-160000_TACconstr-FALSE_BB-FALSE.rds","cod4_alt3",0.38,160000,"B",FALSE,FALSE,107000,52021.1858,46063.2934,50364.4492,52480,43041,50706.5,0.0473,0.0389,0.0622,0.0492,0.045,0.183,0.06,0.176934298840597,0.392971026178573,0.303978638404842,164338.696116276,162111.26796439,159000.106637166,0.997,2,0,0,NA,0.356841160201313,0.301167008899207,0.359088669131258,0.451,0.4664,0.5788,"UEA",0.176596793502359,0.241358230026647,0.331592866933273
"cod4_alt3_HCR-C_Ftrgt-0.36_Btrigger-140000_TACconstr-TRUE_BB-TRUE.rds","cod4_alt3",0.36,140000,"C",TRUE,TRUE,107000,51684.73612,43959.38168,53241.90572,49656.3,39148.25,51702.8,0.0494,0.0398,0.0764,0.0416,0.055,0.183,0.058,0.320439305187591,0.351235011196791,0.376346327505716,165785.216715349,155910.245732129,164653.452623334,0.996,3,0,0,NA,0.339781570838747,0.28600339146199,0.361224601907086,0.2483,0.2456,0.5246,"UEA",0.154728412080023,0.19484940325023,0.193422129795556
"cod4_alt3_HCR-C_Ftrgt-0.38_Btrigger-170000_TACconstr-FALSE_BB-FALSE.rds","cod4_alt3",0.38,170000,"C",FALSE,FALSE,107000,51835.0668,45627.8738,50325.1834,51704,40723,50034.5,0.0428,0.0335,0.061,0.0432,0.04,0.183,0.052,0.179700830710342,0.323449346529651,0.235205040337626,166340.760243635,161667.848966391,160933.081208447,0.996,2,0,0,NA,0.348740906700574,0.286773600127201,0.351507381822309,0.544,0.5586,0.6426,"UEA",0.179858580208665,0.234223389048056,0.247011305907277
"cod4_F0.rds","cod4",0,0,"F0",FALSE,FALSE,107000,0,0,0,0,0,0,0.0096,0,0.0384,0,0,0.185,0,0,0,0,701275.021402033,245097.541526179,541239.600254921,1,2,NA,0,NA,0,0,0,0,0,0,"UEA",NA,NA,NA
"cod4_HCR-A_Ftrgt-0.1_Btrigger-110000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.1,110000,"A",FALSE,FALSE,107000,35837.7168,18934.3914,31934.137,34965,17362.5,31493.5,0.01035,0,0.0414,0,0,0.185,0,0.0716035232624834,0.28711077364175,0.109329054459733,438135.539394403,212023.973256762,380870.804315287,1,2,0,0,FALSE,0.100758321964029,0.0883141632928771,0.0983633075139846,0,0,0.0676,"UEA",0.0710738869326182,0.20654534044083,0.103168081483614
"cod4_HCR-A_Ftrgt-0.1_Btrigger-110000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.1,110000,"A",TRUE,TRUE,107000,35777.34958,22120.24676,32336.00156,34366.55,19306.94,31187.2,0.0169,0,0.0676,0,0,0.185,0,0.369542846715007,0.307545177270328,0.452263349833518,435302.338003175,179716.855855084,366645.146481376,1,3,0,0,FALSE,0.0989567889129325,0.0965981663862802,0.104010649596819,0,0,0.108,"UEA",0.0734404275455436,0.351770737515281,0.11068016682972
"cod4_HCR-A_Ftrgt-0.1_Btrigger-130000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.1,130000,"A",FALSE,FALSE,107000,35847.5069,18662.7676,32005.7284,34989.5,17698,31579.5,0.01015,0,0.0406,0,0,0.185,0,0.0719782244307938,0.326402169217657,0.108542299181787,438255.472937789,214525.270558599,381737.87132659,1,2,0,0,FALSE,0.100760205144587,0.0864749761848574,0.0984636432859589,0,0,0.357,"UEA",0.0714129341118738,0.241533721399234,0.102921409618579
"cod4_HCR-A_Ftrgt-0.1_Btrigger-130000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.1,130000,"A",TRUE,TRUE,107000,35896.15729,18158.36302,33200.6791,34485.9,16704.05,32201.5,0.01015,0,0.0406,0,0,0.185,0,0.364659658190956,0.45528707497963,0.431877888564126,438135.854091098,214390.724732576,381575.806199994,1,2,0,0,FALSE,0.0991539161409509,0.0801400433658374,0.104073122926985,0,0,0.357,"UEA",0.0744141735768911,0.243443227950442,0.105481462612825
"cod4_HCR-A_Ftrgt-0.1_Btrigger-150000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.1,150000,"A",FALSE,FALSE,107000,35860.3926,18352.6596,32088.7238,35005,18030.5,31639,0.0101,0,0.0404,0,0,0.185,0,0.0723002305999178,0.340995936992453,0.107779039737954,438498.930792909,217433.351767645,382926.127448309,1,2,0,0,FALSE,0.100772971489136,0.0844505331848696,0.0984888520558226,0,0,0.3952,"UEA",0.0714965961087436,0.23904699986064,0.102595700643361
"cod4_HCR-A_Ftrgt-0.1_Btrigger-150000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.1,150000,"A",TRUE,TRUE,107000,35907.79137,17851.84498,33273.47258,34494.2,16763.2,32283.35,0.0101,0,0.0404,0,0,0.185,0,0.363421684519594,0.502945656836103,0.429386700863056,438337.543967433,217278.009885302,382669.544107887,1,2,0,0,FALSE,0.0991151172036741,0.0774887837524705,0.104237346551498,0,0,0.3952,"UEA",0.0753372154482558,0.242725533418873,0.105299410420373
"cod4_HCR-A_Ftrgt-0.1_Btrigger-170000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.1,170000,"A",FALSE,FALSE,107000,35871.6278,18080.5848,32165.9698,35015,18280,31701,0.01005,0,0.0402,0,0,0.185,0,0.0722065435820468,0.343494295247688,0.107149150178149,438632.73995278,219463.534159704,383954.586811272,1,2,0,0,FALSE,0.100764988598335,0.0833930875851433,0.0986008862933237,0,0,0.4132,"UEA",0.0716563091411582,0.239577078536802,0.102289040496918
"cod4_HCR-A_Ftrgt-0.1_Btrigger-170000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.1,170000,"A",TRUE,TRUE,107000,35918.47624,17575.97838,33346.04738,34522.35,16795.05,32367.85,0.01005,0,0.0402,0,0,0.185,0,0.362066894319468,0.528872312066603,0.427333913090111,438491.489063199,219462.358373264,383958.508371365,1,2,0,0,FALSE,0.0991282004870206,0.0752095291213118,0.104237867135445,0,0,0.4132,"UEA",0.0752679476572598,0.242184012557828,0.105323117402385
"cod4_HCR-A_Ftrgt-0.1_Btrigger-190000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.1,190000,"A",FALSE,FALSE,107000,35883.9166,17838.4858,32234.0252,35047.5,18481,31741,0.00995,0,0.0398,0,0,0.185,0,0.0723187006913683,0.352146836116128,0.106579388410591,438738.696977882,221402.507397708,384668.123090213,1,2,0,0,FALSE,0.100777102872814,0.0829623015087851,0.0986742369339706,0,0,0.4424,"UEA",0.0716857406807647,0.240768919748262,0.102055871238217
"cod4_HCR-A_Ftrgt-0.1_Btrigger-190000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.1,190000,"A",TRUE,TRUE,107000,35928.22175,17326.52086,33413.97902,34552,17049.35,32435.6,0.00995,0,0.0398,0,0,0.185,0,0.361474460202765,0.536432046495161,0.425652894907767,438536.444229257,221514.294992151,385104.02811744,1,2,0,0,FALSE,0.0991898950607093,0.0742505129009497,0.104308398956711,0,0,0.4424,"UEA",0.0756343191979281,0.244802462928721,0.105133436765062
"cod4_HCR-A_Ftrgt-0.198_Btrigger-150000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.198,150000,"A",FALSE,FALSE,107000,49369.4795,31333.2134,47288.7418,48022.5,30257,46145.5,0.0113,0,0.0452,0,0,0.185,0,0.0872638343388061,0.328664788917756,0.114758381018665,292163.74285121,193440.169759758,277903.289316631,1,2,0,0,FALSE,0.199635366717715,0.164936622288203,0.196963863530509,2e-04,6e-04,0.4208,"UEA",0.0870954441524692,0.229328589272642,0.113467530016354
"cod4_HCR-A_Ftrgt-0.198_Btrigger-170000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.198,170000,"A",FALSE,FALSE,107000,49389.3274,31013.185,47428.5866,48032,30757.5,46275.5,0.0108,0,0.0432,0,0,0.185,0,0.0878141944116542,0.349082609757115,0.114758257059934,292227.998571846,197709.473431259,279227.03581258,1,2,0,0,FALSE,0.199581599112215,0.161539336165861,0.197013155598576,0.0028,0.0062,0.4546,"UEA",0.0876536071091061,0.238396368110187,0.113874761587079
"cod4_HCR-A_Ftrgt-0.198_Btrigger-190000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.198,190000,"A",TRUE,TRUE,107000,49452.56784,29889.17924,49266.3709,47452,28958.45,47929.7,0.0106,0,0.0424,0,0,0.185,0,0.337583102723091,0.505399753950584,0.3820418311498,292208.547220496,200803.682005027,281574.347271969,1,2,0,0,FALSE,0.197456132826892,0.145492530929354,0.206040131402435,0.0134,0.0218,0.496,"UEA",0.0983459183645583,0.245862812715138,0.123052624761518
"cod4_HCR-A_Ftrgt-0.2_Btrigger-110000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.2,110000,"A",FALSE,FALSE,107000,49486.0235,32126.5576,47262.5762,48110.5,28871,46165,0.0123,0,0.0492,0,0,0.185,0,0.0863291841123017,0.243593377880254,0.116471742011249,289844.761904421,184212.966767055,273845.165853535,1,2,0,0,FALSE,0.201400640248618,0.175351909827086,0.198530833656399,0,0,0.0734,"UEA",0.0859169634027159,0.177462073611517,0.113667924666992
"cod4_HCR-A_Ftrgt-0.2_Btrigger-110000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.2,110000,"A",TRUE,TRUE,107000,49481.19461,32533.11296,48604.22054,47403.3,32872.3,46894.65,0.0185,0,0.074,0,0,0.185,0,0.350173737467096,0.28,0.427526611887331,288759.694913379,166718.462618614,270344.668963592,1,3,0,0,FALSE,0.199337147610279,0.185100108371497,0.208548408220667,0,0,0.1134,"UEA",0.0932464119209694,0.27168308281898,0.11954159266736
"cod4_HCR-A_Ftrgt-0.2_Btrigger-130000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.2,130000,"A",FALSE,FALSE,107000,49503.5922,31876.9656,47357.682,48121,29628,46206,0.0117,0,0.0468,0,0,0.185,0,0.0871515890685639,0.299813396014676,0.115672907865904,289926.341115862,188465.65984046,274973.259439134,1,2,0,0,FALSE,0.201424229255688,0.17133020895082,0.19870742949727,0,0,0.3678,"UEA",0.0868245842451573,0.220338495041321,0.113760061592662
"cod4_HCR-A_Ftrgt-0.2_Btrigger-130000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.2,130000,"A",TRUE,TRUE,107000,49556.70083,31099.75906,49103.38512,47514.85,28230.45,47683.3,0.0117,0,0.0468,0,0,0.185,0,0.344167510984413,0.391522397154236,0.40281355939473,289533.595356255,188670.591654416,275830.755285763,1,2,0,0,FALSE,0.199663373549382,0.160024866797623,0.208713161361022,0,0,0.3678,"UEA",0.0953810916560685,0.225545404274552,0.119701214548305
"cod4_HCR-A_Ftrgt-0.2_Btrigger-150000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.2,150000,"A",FALSE,FALSE,107000,49525.8731,31557.8554,47491.7586,48166.5,30468,46322,0.0113,0,0.0452,0,0,0.185,0,0.0877256326750213,0.328416323892272,0.114994923972098,290040.610768861,193019.63846947,276293.539942569,1,2,0,0,FALSE,0.201624925123846,0.166554427822915,0.19907308779717,4e-04,6e-04,0.4212,"UEA",0.0876829309722377,0.229498989054659,0.113763930796749
"cod4_HCR-A_Ftrgt-0.2_Btrigger-150000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.2,150000,"A",TRUE,TRUE,107000,49574.73952,30790.72324,49212.19442,47530.9,28157.85,47811.1,0.0113,0,0.0452,0,0,0.185,0,0.341998393611597,0.440370377899917,0.395645195347414,289679.751847244,193303.001395769,276790.709137405,1,2,0,0,FALSE,0.19956447495547,0.154330808584539,0.208920441203677,6e-04,0.001,0.4212,"UEA",0.0966405615413986,0.233168152937912,0.120568334947161
"cod4_HCR-A_Ftrgt-0.2_Btrigger-170000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.2,170000,"A",FALSE,FALSE,107000,49545.6644,31238.3216,47631.7264,48189,30974,46460,0.0108,0,0.0432,0,0,0.185,0,0.0882851495134949,0.349131289836757,0.115057978411552,290100.652795999,197258.578326723,277504.752460231,1,2,0,0,FALSE,0.201580292155827,0.163046473744052,0.199088932690174,0.0031,0.0064,0.4552,"UEA",0.0881543999053895,0.23653362018388,0.114241307136884
"cod4_HCR-A_Ftrgt-0.2_Btrigger-170000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.2,170000,"A",TRUE,TRUE,107000,49591.92326,30455.90296,49349.56286,47563.65,28729.25,47965,0.0108,0,0.0432,0,0,0.185,0,0.339886963091944,0.486414770946689,0.389002408773421,289810.300583119,197169.774243259,278513.049998318,1,2,0,0,FALSE,0.199541559211927,0.149741952811311,0.2087113926493,0.0038,0.007,0.4552,"UEA",0.0974818583389097,0.239335166197724,0.121693919524315
"cod4_HCR-A_Ftrgt-0.2_Btrigger-190000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.2,190000,"A",FALSE,FALSE,107000,49561.3161,30913.33,47766.0778,48232,30934,46579.5,0.01065,0,0.0426,0,0,0.185,0,0.0889863226658377,0.368977891340604,0.115924600294591,290324.978871655,200692.422678223,278758.008769017,1,2,0,0,FALSE,0.201636273036719,0.159753564822995,0.199028839696125,0.0144,0.0206,0.4984,"UEA",0.0889447913986572,0.245247488163721,0.115496172539363
"cod4_HCR-A_Ftrgt-0.2_Btrigger-190000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.2,190000,"A",TRUE,TRUE,107000,49608.00594,30107.94048,49475.75534,47600.25,29125.4,48144.8,0.01065,0,0.0426,0,0,0.185,0,0.336874093176699,0.504344013363002,0.381174989123807,289896.925072173,200452.190080306,279725.226627479,1,2,0,0,FALSE,0.199292069107432,0.146933164304015,0.208058318635311,0.0154,0.023,0.498,"UEA",0.0986155186410767,0.246650240730232,0.123560274240159
"cod4_HCR-A_Ftrgt-0.3_Btrigger-110000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.3,110000,"A",FALSE,FALSE,107000,53944.2958,41620.9676,53691.46,52231.5,37452.5,52099,0.023,0.0065,0.0722,0.0068,0.009,0.185,0.01,0.10339623627763,0.20194778190933,0.131328896155314,201906.077956538,161390.596903694,200515.81976703,0.998,3,0,0,FALSE,0.301837232233184,0.265059840548124,0.301807501556501,0.0038,0.0048,0.1028,"UEA",0.10336796108338,0.145753034533543,0.130722952841452
"cod4_HCR-A_Ftrgt-0.3_Btrigger-110000_TACconstr-TRUE_BB-TRUE.rds","cod4",0.3,110000,"A",TRUE,TRUE,107000,53991.59031,40991.45908,55483.60376,51486.55,38201.76,53391.25,0.02725,0.0072,0.089,0.0056,0.012,0.185,0.008,0.333501705930686,0.28,0.401849801586857,200926.900617982,154595.265668704,200059.124245193,0.998,3,0,0,FALSE,0.299910293563221,0.269474184528821,0.313666250919074,0.0048,0.0076,0.125,"UEA",0.116571966810951,0.169529134096927,0.138152962622078
"cod4_HCR-A_Ftrgt-0.3_Btrigger-130000_TACconstr-FALSE_BB-FALSE.rds","cod4",0.3,130000,"A",FALSE,FALSE,107000,53959.688,41395.4672,53821.7954,52263,38535.5,52231.5,0.0195,0.0061,0.0598,0.006,0.009,0.185,0.007,0.105324160935023,0.260840162175118,0.132844464234074,201984.19397462,167019.450727808,201065.293005946,0.998,2,0,0,FALSE,0.301692350065058,0.255974518069137,0.302121446566773,0.025,0.0212,0.4174,"UEA",0.105301658156606,0.188176075278362,0.133353966436345
