file,OM,Ftrgt,Btrigger,HCR,TACconstr,BB,ObsRho,ObsSd,Ftrgt1,Blim,MSYBtrigger,catch_long,catch_short,catch_medium,catch_median_long,catch_median_short,catch_median_medium,risk1_full,risk1_long,risk1_short,risk1_medium,risk3_long,risk3_short,risk3_medium,iav_long,iav_short,iav_medium,iavTAC_long,iavTAC_short,iavTAC_medium,ssb_median_long,ssb_median_short,ssb_median_medium,fbar_median_long,fbar_median_short,fbar_median_medium,recovery_proportion,recovery_time,conv_failed,F_maxed,slope_long,slope_medium,slope_short
MP_saithe_HCR-A_Ftrgt-0.21_Btrigger-270000_TACconstr-FALSE_BB-FALSE_ObsRho--0.12_ObsSd-0.04.rds,MP_saithe,0.21,270000,A,FALSE,FALSE,-0.12,0.04,0.21,107297,149098,113781.945800363,77579.4550714767,107576.437079448,111280.183577785,79249.5097593328,105104.48283521,5e-04,0,0.002,0,0,0.01,0,0.111400370101308,0.314215103351917,0.11456984891156,0.111400370101309,0.237316871986057,0.114834021586372,492087.004678744,322458.957125333,459977.277437707,0.203899649458517,0.190609076862959,0.200411612408879,1,1,,0,0.0088,0.0178,0.382
MP_saithe_HCR-A_Ftrgt-0.21_Btrigger-2e+05_TACconstr-FALSE_BB-FALSE_ObsRho--0.12_ObsSd-0.04.rds,MP_saithe,0.21,2e+05,A,FALSE,FALSE,-0.12,0.04,0.21,107297,149098,113724.456900937,78628.6054404932,106981.843051858,111170.384447489,76644.4527951615,104416.277427254,5e-04,0,0.002,0,0,0.01,0,0.110980299627078,0.265144645117073,0.114624792728273,0.110931514905098,0.196524275242348,0.114732651963345,491635.473438099,310509.243006424,455462.17282443,0.203936619876209,0.197837409189831,0.200612889492196,1,1,,0,1e-04,4e-04,0.1604
MP_saithe_HCR-A_Ftrgt-0.22_Btrigger-140000_TACconstr-FALSE_BB-FALSE_ObsRho--0.12_ObsSd-0.04.rds,MP_saithe,0.22,140000,A,FALSE,FALSE,-0.12,0.04,0.22,107297,149098,114688.724983417,81283.7872501276,108152.80814746,112208.283372462,78255.1558596046,105511.603013378,0.00065,0,0.0026,0,0,0.01,0,0.113398669368339,0.231818756165228,0.117390013187591,0.113235835969462,0.175982249179516,0.117430968180674,470958.015476772,302426.91633399,438001.672889778,0.213573212793658,0.208754618596088,0.210247027222526,1,1,,0,0,0,0.0338
MP_saithe_HCR-A_Ftrgt-0.22_Btrigger-150000_TACconstr-FALSE_BB-FALSE_ObsRho--0.12_ObsSd-0.04.rds,MP_saithe,0.22,150000,A,FALSE,FALSE,-0.12,0.04,0.22,107297,149098,114690.225813611,81262.2276845188,108166.552395267,112208.283372462,78313.434826588,105545.834854242,0.00065,0,0.0026,0,0,0.01,0,0.113398669368339,0.233582782053332,0.117358896060186,0.113235835969462,0.178117479365874,0.117457767175599,470958.015476772,302647.637823926,438243.124787687,0.213573212793658,0.208684084939493,0.210247027222526,1,1,,0,0,0,0.0452
MP_saithe_HCR-A_Ftrgt-0.22_Btrigger-160000_TACconstr-FALSE_BB-FALSE_ObsRho--0.12_ObsSd-0.04.rds,MP_saithe,0.22,160000,A,FALSE,FALSE,-0.12,0.04,0.22,107297,149098,114692.237981532,81231.8838975511,108186.262641812,112209.210319219,78366.3012950485,105545.834854242,6e-04,0,0.0024,0,0,0.01,0,0.113340509558761,0.236263221574028,0.117347674961946,0.113235835969462,0.180124069925677,0.117472835657868,470971.437181102,303029.210924473,438394.281286326,0.213571770709425,0.20859103578254,0.21018384058186,1,1,,0,1e-04,0,0.0636
MP_saithe_HCR-A_Ftrgt-0.22_Btrigger-170000_TACconstr-FALSE_BB-FALSE_ObsRho--0.12_ObsSd-0.04.rds,MP_saithe,0.22,170000,A,FALSE,FALSE,-0.12,0.04,0.22,107297,149098,114694.925408016,81189.9112710989,108213.564502095,112210.125347853,78418.6649074074,105550.880804581,6e-04,0,0.0024,0,0,0.01,0,0.11326795937581,0.241551395512731,0.117464186204088,0.113235835969462,0.183605189996053,0.117481517697267,471004.269391954,304031.059363566,438724.071491508,0.213571332378447,0.208356338796074,0.21018384058186,1,1,,0,1e-04,0,0.085
MP_saithe_HCR-A_Ftrgt-0.22_Btrigger-180000_TACconstr-FALSE_BB-FALSE_ObsRho--0.12_ObsSd-0.04.rds,MP_saithe,0.22,180000,A,FALSE,FALSE,-0.12,0.04,0.22,107297,149098,114698.258644891,81136.6661067576,108247.462935139,112210.930205062,78551.3550888981,105652.082025607,6e-04,0,0.0024,0,0,0.01,0,0.113236798018768,0.24620605374875,0.117341526720317,0.113199363103842,0.187105639992858,0.117459505830127,471048.403910635,304369.534975056,438999.785249599,0.213570886718119,0.208199969379575,0.210166418408906,1,1,,0,1e-04,0,0.105
MP_saithe_HCR-A_Ftrgt-0.22_Btrigger-190000_TACconstr-FALSE_BB-FALSE_ObsRho--0.12_ObsSd-0.04.rds,MP_saithe,0.22,190000,A,FALSE,FALSE,-0.12,0.04,0.22,107297,149098,114702.308948261,81071.416889546,108288.36535935,112223.497244978,78776.6907532458,105742.080794317,6e-04,0,0.0024,0,0,0.01,0,0.113235835969462,0.25210655985326,0.117244393006894,0.113199363103842,0.190264903296646,0.117245980212678,471051.076023178,305397.103457364,439426.343647077,0.21357249100712,0.207882182576278,0.210113537540199,1,1,,0,1e-04,4e-04,0.1296
MP_saithe_HCR-A_Ftrgt-0.22_Btrigger-210000_TACconstr-FALSE_BB-FALSE_ObsRho--0.12_ObsSd-0.04.rds,MP_saithe,0.22,210000,A,FALSE,FALSE,-0.12,0.04,0.22,107297,149098,114713.674102677,80889.0393473258,108399.18510103,112233.50445671,79236.5044223491,105823.232861122,5e-04,0,0.002,0,0,0.01,0,0.113498756465925,0.261579675334234,0.117052545257902,0.113419729613561,0.199051953610001,0.117362217664947,471063.317556193,307302.040462182,440212.350544939,0.213579471078458,0.206910205128812,0.21011597469563,1,1,,0,0.001,0.0034,0.198
MP_saithe_HCR-A_Ftrgt-0.22_Btrigger-220000_TACconstr-FALSE_BB-FALSE_ObsRho--0.12_ObsSd-0.04.rds,MP_saithe,0.22,220000,A,FALSE,FALSE,-0.12,0.04,0.22,107297,149098,114720.573284894,80772.3415754209,108469.134211989,112245.091592629,79489.3218401028,105887.169698909,5e-04,0,0.002,0,0,0.01,0,0.113380912090536,0.267673290640126,0.117358896060186,0.113380912090536,0.205348991624578,0.117535044272566,471091.632193395,308446.840073546,440527.061788893,0.213584699600042,0.205889935371675,0.209983991771061,1,1,,0,0.0016,0.0042,0.231
MP_saithe_HCR-A_Ftrgt-0.22_Btrigger-230000_TACconstr-FALSE_BB-FALSE_ObsRho--0.12_ObsSd-0.04.rds,MP_saithe,0.22,230000,A,FALSE,FALSE,-0.12,0.04,0.22,107297,149098,114728.14526829,80636.424258544,108549.692750646,112254.357726614,79785.9117726461,106053.356265234,5e-04,0,0.002,0,0,0.01,0,0.11347221510539,0.274053404184664,0.117205118309599,0.113531605362933,0.212049274057522,0.117558799513212,471145.68550542,309883.517013969,441195.982254142,0.213590782506557,0.204873940319382,0.209982786832719,1,1,,0,0.0028,0.0066,0.2656
MP_saithe_HCR-A_Ftrgt-0.22_Btrigger-240000_TACconstr-FALSE_BB-FALSE_ObsRho--0.12_ObsSd-0.04.rds,MP_saithe,0.22,240000,A,FALSE,FALSE,-0.12,0.04,0.22,107297,149098,114736.245117444,80485.3257207841,108635.575793596,112272.4935381,80250.4751624375,106136.56654591,5e-04,0,0.002,0,0,0.01,0,0.113595373174209,0.282112771435855,0.117037184603547,0.113632286757373,0.217398420558157,0.117507948494921,471201.250316312,311492.797152599,441799.04334488,0.21359369953072,0.20382857709509,0.209948618929942,1,1,,0,0.0047,0.01,0.296
MP_saithe_HCR-A_Ftrgt-0.22_Btrigger-250000_TACconstr-FALSE_BB-FALSE_ObsRho--0.12_ObsSd-0.04.rds,MP_saithe,0.22,250000,A,FALSE,FALSE,-0.12,0.04,0.22,107297,149098,114744.884298328,80317.4764577909,108729.11790295,112294.144128732,80740.4085776944,106243.744347827,5e-04,0,0.002,0,0,0.01,0,0.113915621212281,0.288835688992928,0.117482667363643,0.113953451904228,0.222122627228337,0.117519228845345,471304.833136486,313531.457350095,442389.808538425,0.213564393410526,0.202847423970773,0.209919930904684,1,1,,0,0.0068,0.0142,0.334
MP_saithe_HCR-A_Ftrgt-0.22_Btrigger-260000_TACconstr-FALSE_BB-FALSE_ObsRho--0.12_ObsSd-0.04.rds,MP_saithe,0.22,260000,A,FALSE,FALSE,-0.12,0.04,0.22,107297,149098,114753.855771277,80132.9017788498,108831.441488215,112322.196521166,81262.2273880531,106327.963631138,5e-04,0,0.002,0,0,0.01,0,0.11406670659156,0.296466861491416,0.117584220456184,0.114242409216568,0.228490109585915,0.117662295782967,471427.444881614,315575.439269352,443075.236686354,0.213523884359302,0.201290786451571,0.209777599701679,1,1,,0,0.0102,0.019,0.3632
MP_saithe_HCR-A_Ftrgt-0.22_Btrigger-270000_TACconstr-FALSE_BB-FALSE_ObsRho--0.12_ObsSd-0.04.rds,MP_saithe,0.22,270000,A,FALSE,FALSE,-0.12,0.04,0.22,107297,149098,114763.269168514,79933.3567462233,108939.68155609,112342.845480151,81854.4367371536,106440.817278206,5e-04,0,0.002,0,0,0.01,0,0.114407814095187,0.306541887581446,0.118407603920911,0.114520991478339,0.234896914759458,0.117729326048089,471635.402614116,317761.824500534,443919.816228937,0.213492240083566,0.19954205779345,0.209818065988139,1,1,,0,0.0146,0.025,0.3918
MP_saithe_HCR-A_Ftrgt-0.22_Btrigger-2e+05_TACconstr-FALSE_BB-FALSE_ObsRho--0.12_ObsSd-0.04.rds,MP_saithe,0.22,2e+05,A,FALSE,FALSE,-0.12,0.04,0.22,107297,149098,114707.495337469,80990.1278631882,108338.471366835,112228.687998941,79039.112181766,105789.206683337,0.00055,0,0.0022,0,0,0.01,0,0.113360242250591,0.257533766442355,0.117111684246655,0.113269694302603,0.194375539883763,0.117399851053269,471059.565610696,306089.487316488,439851.992631711,0.213575046526467,0.207520869445585,0.210126822510509,1,1,,0,6e-04,8e-04,0.1632
MP_saithe_HCR-A_Ftrgt-0.23_Btrigger-140000_TACconstr-FALSE_BB-FALSE_ObsRho--0.12_ObsSd-0.04.rds,MP_saithe,0.23,140000,A,FALSE,FALSE,-0.12,0.04,0.23,107297,149098,115554.179598955,83548.332299952,109358.364141316,113034.741784614,80544.9330191634,106829.120310316,0.00065,0,0.0026,0,0,0.01,0,0.116324821897494,0.226382167300684,0.119966199200206,0.116334087622393,0.174157266159232,0.119952232135748,452008.983689916,297240.435183929,422475.453110722,0.223244658142201,0.21823667317752,0.21963049186427,1,1,,0,1e-04,0,0.0346
MP_saithe_HCR-A_Ftrgt-0.23_Btrigger-150000_TACconstr-FALSE_BB-FALSE_ObsRho--0.12_ObsSd-0.04.rds,MP_saithe,0.23,150000,A,FALSE,FALSE,-0.12,0.04,0.23,107297,149098,115555.663495963,83527.1360867439,109372.510211259,113034.741784614,80582.9230365052,106813.670774212,0.00065,0,0.0026,0,0,0.01,0,0.116281032174987,0.227846904918258,0.119877088229511,0.116324821897494,0.175813001459613,0.119877088229511,452008.983689916,297563.877545836,422759.735539779,0.223244658142201,0.21811448510061,0.219608271361847,1,1,,0,1e-04,0,0.0464
MP_saithe_HCR-A_Ftrgt-0.23_Btrigger-160000_TACconstr-FALSE_BB-FALSE_ObsRho--0.12_ObsSd-0.04.rds,MP_saithe,0.23,160000,A,FALSE,FALSE,-0.12,0.04,0.23,107297,149098,115557.627742168,83497.6112417232,109392.48127026,113037.859198838,80636.2788908874,106841.112359209,0.00065,0,0.0026,0,0,0.01,0,0.116290819844913,0.230663876389841,0.119877088229511,0.116325486256773,0.176638621249038,0.11982065061235,452051.160916951,297825.143025904,422994.725942179,0.223244318569012,0.218032675527562,0.219599893616265,1,1,,0,1e-04,0,0.0638
MP_saithe_HCR-A_Ftrgt-0.23_Btrigger-170000_TACconstr-FALSE_BB-FALSE_ObsRho--0.12_ObsSd-0.04.rds,MP_saithe,0.23,170000,A,FALSE,FALSE,-0.12,0.04,0.23,107297,149098,115560.235465454,83456.822033069,109419.842075398,113046.223055365,80764.6037200449,106873.049153496,6e-04,0,0.0024,0,0,0.01,0,0.116258284182572,0.234087264494531,0.119952232135748,0.116327211911278,0.178999669084885,0.119934110816207,452064.173391633,298452.956722767,423441.806471419,0.223242587684566,0.217871265869594,0.219607610914433,1,1,,0,1e-04,0,0.0866
MP_saithe_HCR-A_Ftrgt-0.23_Btrigger-180000_TACconstr-FALSE_BB-FALSE_ObsRho--0.12_ObsSd-0.04.rds,MP_saithe,0.23,180000,A,FALSE,FALSE,-0.12,0.04,0.23,107297,149098,115563.571556015,83404.8829415396,109454.021506893,113048.236845223,80866.7256961223,106900.307069834,6e-04,0,0.0024,0,0,0.01,0,0.11625350008511,0.238565820065036,0.119952232135748,0.116327211911278,0.183293377471868,0.119968889440273,452064.173391633,299288.535403527,423820.635016795,0.223241127863079,0.217726644773682,0.219612853691155,1,1,,0,3e-04,4e-04,0.1064
MP_saithe_HCR-A_Ftrgt-0.23_Btrigger-190000_TACconstr-FALSE_BB-FALSE_ObsRho--0.12_ObsSd-0.04.rds,MP_saithe,0.23,190000,A,FALSE,FALSE,-0.12,0.04,0.23,107297,149098,115567.903042496,83340.0842556055,109495.669852179,113050.470206611,81125.7443001788,106982.985942405,6e-04,0,0.0024,0,0,0.01,0,0.116264806019545,0.243770929583456,0.119962908074523,0.116327211911278,0.187334895737843,0.119979217104288,452064.173391633,299912.713858042,423992.251492305,0.223239888868597,0.217507886905384,0.219523659629194,1,1,,0,7e-04,0.001,0.1316
MP_saithe_HCR-A_Ftrgt-0.23_Btrigger-210000_TACconstr-FALSE_BB-FALSE_ObsRho--0.12_ObsSd-0.04.rds,MP_saithe,0.23,210000,A,FALSE,FALSE,-0.12,0.04,0.23,107297,149098,115578.960439501,83158.1043802228,109607.658714984,113059.179190845,81500.5484708865,107099.433597211,0.00055,0,0.0022,0,0,0.01,0,0.116351372091378,0.254996798137673,0.119740712742047,0.11637225512538,0.19719845314395,0.120017999731889,452117.988204361,302374.186230762,424641.045232326,0.223232418180592,0.216350172738934,0.219460188122878,1,1,,0,0.0017,0.0044,0.2014
MP_saithe_HCR-A_Ftrgt-0.23_Btrigger-220000_TACconstr-FALSE_BB-FALSE_ObsRho--0.12_ObsSd-0.04.rds,MP_saithe,0.23,220000,A,FALSE,FALSE,-0.12,0.04,0.23,107297,149098,115585.306797094,83040.5177946662,109678.875932815,113065.489625946,81794.6822695312,107126.67495912,5e-04,0,0.002,0,0,0.01,0,0.11642300245797,0.26072022466806,0.119952232135748,0.116555449342546,0.203914068431946,0.119952232135748,452227.342828829,304078.393554365,425084.637562809,0.223244658142201,0.215215562965082,0.219414561976858,1,1,,0,0.0033,0.0072,0.2366
MP_saithe_HCR-A_Ftrgt-0.23_Btrigger-230000_TACconstr-FALSE_BB-FALSE_ObsRho--0.12_ObsSd-0.04.rds,MP_saithe,0.23,230000,A,FALSE,FALSE,-0.12,0.04,0.23,107297,149098,115592.695513521,82904.6072642262,109758.797076347,113075.724660976,82120.069650529,107276.487559954,5e-04,0,0.002,0,0,0.01,0,0.116524369471585,0.266312027537345,0.119927776987288,0.116561558126617,0.209510647818309,0.119927776987288,452337.654259415,305191.702410944,425860.371718784,0.223254695374572,0.214032503417911,0.219446625826792,1,1,,0,0.005,0.0102,0.2702
MP_saithe_HCR-A_Ftrgt-0.23_Btrigger-240000_TACconstr-FALSE_BB-FALSE_ObsRho--0.12_ObsSd-0.04.rds,MP_saithe,0.23,240000,A,FALSE,FALSE,-0.12,0.04,0.23,107297,149098,115599.662943273,82753.4483126608,109844.345775031,113091.777119403,82560.9159360377,107413.303559566,5e-04,0,0.002,0,0,0.01,0,0.116653648395448,0.273381515819587,0.11996250907902,0.116653648395449,0.215706870996529,0.11996250907902,452498.107277333,307119.360885786,426110.469663909,0.223206904089834,0.212962203745119,0.219385630758883,1,1,,0,0.0082,0.0146,0.3024
MP_saithe_HCR-A_Ftrgt-0.23_Btrigger-250000_TACconstr-FALSE_BB-FALSE_ObsRho--0.12_ObsSd-0.04.rds,MP_saithe,0.23,250000,A,FALSE,FALSE,-0.12,0.04,0.23,107297,149098,115607.419874781,82583.125929608,109938.294952993,113092.379005423,83084.2390237676,107566.910895317,5e-04,0,0.002,0,0,0.01,0,0.116806146713799,0.281401788698366,0.12024892878275,0.116846083831409,0.222031006077836,0.120239439840533,452653.986873126,309091.625780241,426694.215174736,0.22314932000007,0.211941154096078,0.2193616997521,1,1,,0,0.0117,0.02,0.3408
MP_saithe_HCR-A_Ftrgt-0.23_Btrigger-260000_TACconstr-FALSE_BB-FALSE_ObsRho--0.12_ObsSd-0.04.rds,MP_saithe,0.23,260000,A,FALSE,FALSE,-0.12,0.04,0.23,107297,149098,115614.77575765,82394.817619776,110041.557052783,113119.545925607,83726.964914668,107706.489154272,5e-04,0,0.002,0,0,0.01,0,0.117213440045493,0.29017555348738,0.12089600827004,0.117346241041211,0.227549355107803,0.120473365590064,452957.341855784,311100.285896438,427291.457681942,0.223125967975205,0.210399259943176,0.219278128741978,1,1,,0,0.0179,0.027,0.373
MP_saithe_HCR-A_Ftrgt-0.23_Btrigger-270000_TACconstr-FALSE_BB-FALSE_ObsRho--0.12_ObsSd-0.04.rds,MP_saithe,0.23,270000,A,FALSE,FALSE,-0.12,0.04,0.23,107297,149098,115620.907190508,82191.5856260995,110147.83061219,113184.786078225,84221.6330120593,107854.804752272,5e-04,0,0.002,0,0,0.01,0,0.117958832441042,0.299613216446388,0.12086743612338,0.117958832441042,0.234406428815828,0.120451821393651,453173.652059849,313431.660293064,428192.128114135,0.223070534489572,0.208776370266188,0.219102006617534,1,1,,0,0.0247,0.0356,0.3994
MP_saithe_HCR-A_Ftrgt-0.23_Btrigger-2e+05_TACconstr-FALSE_BB-FALSE_ObsRho--0.12_ObsSd-0.04.rds,MP_saithe,0.23,2e+05,A,FALSE,FALSE,-0.12,0.04,0.23,107297,149098,115573.043527479,83258.6064947197,109546.154295776,113056.914805811,81276.9571994905,107063.032579443,6e-04,0,0.0024,0,0,0.01,0,0.116277439743547,0.250447100265713,0.119836874091,0.116334512244043,0.19261270618721,0.120033949732761,452083.951633415,301132.241479727,424140.199827666,0.22323133484964,0.217005335580666,0.219489344572071,1,1,,0,0.001,0.0036,0.1668
MP_saithe_HCR-A_Ftrgt-0.24_Btrigger-140000_TACconstr-FALSE_BB-FALSE_ObsRho--0.12_ObsSd-0.04.rds,MP_saithe,0.24,140000,A,FALSE,FALSE,-0.12,0.04,0.24,107297,149098,116296.430950144,85724.5894213767,110429.294942425,113753.184638846,82705.009879899,107990.830171209,0.00065,0,0.0026,0,0,0.01,0,0.118881606621021,0.219128586605932,0.121898593033823,0.118906254639355,0.171362658582391,0.122243289752992,434646.578851749,292976.905352265,408329.901192631,0.232942522852115,0.227759054998253,0.228907415805282,1,1,,0,1e-04,0,0.0354
MP_saithe_HCR-A_Ftrgt-0.24_Btrigger-150000_TACconstr-FALSE_BB-FALSE_ObsRho--0.12_ObsSd-0.04.rds,MP_saithe,0.24,150000,A,FALSE,FALSE,-0.12,0.04,0.24,107297,149098,116297.926645648,85703.6093698173,110444.018370932,113753.184638846,82742.3055918325,108001.320776205,0.00065,0,0.0026,0,0,0.01,0,0.118877608427735,0.221514744331138,0.121872992062354,0.118899410712239,0.172494582751938,0.122126370802985,434628.368744963,293193.107302471,408494.427414473,0.232947533487697,0.227673569723341,0.228914284328482,1,1,,0,1e-04,0,0.0472
MP_saithe_HCR-A_Ftrgt-0.24_Btrigger-160000_TACconstr-FALSE_BB-FALSE_ObsRho--0.12_ObsSd-0.04.rds,MP_saithe,0.24,160000,A,FALSE,FALSE,-0.12,0.04,0.24,107297,149098,116299.777624864,85675.5650501261,110463.574665302,113753.510293158,82775.7529888647,108023.161264143,0.00065,0,0.0026,0,0,0.01,0,0.118887518163563,0.223819501100846,0.121501646419798,0.118897517974122,0.174370405719214,0.122102831775425,434634.401617173,293505.590717396,408599.712032143,0.232954792688894,0.227579574178733,0.228885020947685,1,1,,0,1e-04,0,0.0646
